Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
100310041;01/31/2010;09:06 AM;5.0;ROBBERY;;;;;4359 N 28TH ST
100310046;01/31/2010;11:21 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4001 W VILLARD AV
100310059;01/31/2010;01:16 PM;5.0;MOTOR VEHICLE THEFT;;;;;2330 W ROOSEVELT DR
100310064;01/31/2010;01:51 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;6400 N 43RD ST
100310116;01/31/2010;08:39 PM;4.0;SIMPLE ASSAULT;;;;;5277-A N 38TH ST
100320002;01/31/2010;08:43 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;6155 N 37TH ST
100300017;01/30/2010;02:24 AM;5.0;ARSON;;;;;4620 N 27TH ST
100300038;01/30/2010;09:59 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2520 W GLENDALE AV
100300049;01/30/2010;10:42 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;;;;5611 N 40TH ST #9
100300059;01/30/2010;12:30 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4030 N 23RD ST
100300127;01/30/2010;06:44 PM;4.0;AGGRAVATED ASSAULT;ALL OTHER OFFENSES;;;;5725 N 39TH ST
100290021;01/29/2010;07:53 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4277 N 28TH ST
100290023;01/29/2010;09:21 AM;7.0;ALL OTHER LARCENY;;;;;4886 N 19TH PL
100290029;01/29/2010;09:51 AM;7.0;ALL OTHER LARCENY;;;;;3500 W HAMPTON AV
100290037;01/29/2010;10:57 AM;7.0;MOTOR VEHICLE THEFT;;;;;2601 W HAMPTON AV
100290049;01/29/2010;12:27 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4202 N 17TH ST
100290061;01/29/2010;11:19 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5050 N HOPKINS ST
100290079;01/29/2010;02:11 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2627 W HOPE AV
100290089;01/29/2010;04:15 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4548 N 30TH ST
100290095;01/29/2010;04:42 PM;7.0;MOTOR VEHICLE THEFT;;;;;4970 N 47TH ST
100290104;01/29/2010;03:41 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4044 N 18TH ST
100290112;01/29/2010;06:39 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5670 N 39TH ST
100290127;01/29/2010;07:17 PM;5.0;ALL OTHER LARCENY;;;;;4439 N 30TH ST
100290128;01/29/2010;07:42 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5059 N 51ST BL
100280012;01/28/2010;02:27 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5034 N 27TH ST
100280027;01/28/2010;08:51 AM;7.0;MOTOR VEHICLE THEFT;;;;;4870 N 20TH ST
100280047;01/28/2010;10:21 AM;5.0;SIMPLE ASSAULT;;;;;4343 N 15TH ST
100280049;01/28/2010;11:45 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4800 N GREEN BAY AV
100280073;01/28/2010;03:09 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4576 N 28TH ST
100280092;01/28/2010;05:59 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4800 W FAIRMOUNT AV
100280109;01/28/2010;07:25 PM;7.0;MOTOR VEHICLE THEFT;;;;;4900 N 52ND ST
100270003;01/27/2010;12:10 AM;7.0;SIMPLE ASSAULT;;;;;2313 W HAMPTON AV
100270005;01/27/2010;12:35 AM;4.0;SIMPLE ASSAULT;;;;;3920 W GOOD HOPE RD #APT
100270017;01/27/2010;06:57 AM;4.0;MOTOR VEHICLE THEFT;;;;;3301 W THURSTON AV
100270031;01/27/2010;09:49 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5459 N 40TH ST
100270035;01/27/2010;10:26 AM;4.0;THEFT FROM BUILDING;;;;;2801 W CUSTER AV #116
100270039;01/27/2010;10:12 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4209 W GOOD HOPE RD
100270054;01/27/2010;10:41 AM;4.0;AGGRAVATED ASSAULT;;;;;6440 N 51ST ST
100270057;01/27/2010;12:57 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4040 N 13TH ST
100270093;01/27/2010;04:02 PM;5.0;AGGRAVATED ASSAULT;;;;;2514 W GLENDALE AV
100270107;01/27/2010;05:59 PM;7.0;SIMPLE ASSAULT;;;;;4879 N 50TH ST
100270108;01/27/2010;06:33 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4611 N 29TH ST
100260016;01/26/2010;01:46 AM;4.0;AGGRAVATED ASSAULT;;;;;5546 N 42ND ST
100260022;01/26/2010;07:43 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;7063 N 44TH ST
100260036;01/26/2010;09:11 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4347 N 27TH ST
100260044;01/26/2010;10:42 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;1985 W HAMPTON AV
100260078;01/26/2010;12:31 PM;4.0;ALL OTHER LARCENY;;;;;5534 N 42ND ST
100260081;01/26/2010;03:13 PM;4.0;THEFT FROM COIN-OPPERATED MACHINES;;;;;5930 N SHERMAN BL
100260082;01/26/2010;03:14 PM;4.0;THEFT FROM COIN-OPPERATED MACHINES;;;;;5954 N SHERMAN BL
100260083;01/26/2010;03:16 PM;4.0;THEFT FROM COIN-OPPERATED MACHINES;;;;;5942 N SHERMAN BL
100260084;01/26/2010;03:17 PM;4.0;THEFT FROM COIN-OPPERATED MACHINES;;;;;5962 N SHERMAN BL
100260085;01/26/2010;11:50 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;7513 N TEUTONIA AV #6
100270002;01/26/2010;11:16 PM;7.0;SIMPLE ASSAULT;;;;;3119 W FAIRMOUNT AV
100280056;01/26/2010;10:01 AM;7.0;MOTOR VEHICLE THEFT;;;;;5135 N 32ND ST
100250019;01/25/2010;02:52 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4036 N 24TH PL #LWR
100250063;01/25/2010;08:48 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4977 N 37TH ST
100250064;01/25/2010;10:22 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2019 W ROOSEVELT DR
100250073;01/25/2010;11:01 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4603 N 29TH ST
100250080;01/25/2010;11:44 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4875 N 49TH ST
100250093;01/25/2010;12:54 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4726 N 31ST ST
100250109;01/25/2010;02:12 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5666 N TEUTONIA AV
100250112;01/25/2010;01:44 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4000 N 15TH ST
100250120;01/25/2010;02:47 PM;4.0;ALL OTHER LARCENY;;;;;3120 W VILLARD AV
100250125;01/25/2010;11:03 AM;4.0;MOTOR VEHICLE THEFT;;;;;6078 N 39TH ST
100250147;01/25/2010;05:06 PM;5.0;SIMPLE ASSAULT;;;;;4139 N 22ND ST #LOWER
100250152;01/25/2010;05:53 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6000 N TEUTONIA AV
100250170;01/25/2010;06:58 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3822 W HAMPTON AV
100250202;01/25/2010;10:28 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4476 N 29TH ST
100260006;01/25/2010;10:20 PM;5.0;AGGRAVATED ASSAULT;;;;;4240 N 27TH ST
100270020;01/25/2010;10:44 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;3030 W VILLARD AV
100240022;01/24/2010;02:25 AM;4.0;AGGRAVATED ASSAULT;;;;;7162 N 43RD ST
100240023;01/24/2010;02:13 AM;4.0;SIMPLE ASSAULT;;;;;7162 N 43RD ST
100240035;01/24/2010;07:35 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4330 N 19TH PL
100240036;01/24/2010;07:43 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;1812 W CONGRESS ST
100240045;01/24/2010;09:29 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2475 W ROOSEVELT DR
100240047;01/24/2010;11:10 AM;5.0;MOTOR VEHICLE THEFT;;;;;4331 N 19TH ST
100240066;01/24/2010;12:49 PM;7.0;SIMPLE ASSAULT;;;;;4101 W FAIRMOUNT AV
100240067;01/24/2010;01:15 PM;5.0;AGGRAVATED ASSAULT;;;;;4245 N 27TH ST
100240069;01/24/2010;01:42 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;6024 N 35TH ST #205
100240077;01/24/2010;02:56 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5660 N 37TH ST
100240086;01/24/2010;02:49 PM;5.0;AGGRAVATED ASSAULT;;;;;4505 N 29TH ST
100240098;01/24/2010;05:13 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4118 N 13TH ST
100240106;01/24/2010;06:37 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4077 N 12TH ST
100240108;01/24/2010;06:47 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4077 N 12TH ST
100240127;01/24/2010;08:44 PM;4.0;MOTOR VEHICLE THEFT;;;;;5908 N 41ST ST
100240142;01/24/2010;10:06 PM;7.0;AGGRAVATED ASSAULT;;;;;4975 N 51ST BL
100230015;01/23/2010;02:30 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4100 N TEUTONIA AV
100230022;01/23/2010;03:38 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;6010 N 35TH ST
100230061;01/23/2010;11:13 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2720 W ATKINSON AV
100230071;01/23/2010;02:06 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4829 N 40TH ST
100230075;01/23/2010;11:55 AM;4.0;ALL OTHER LARCENY;;;;;5502 N 35TH ST
100230081;01/23/2010;02:23 PM;7.0;ALL OTHER LARCENY;;;;;4860 N 20TH ST
100230116;01/23/2010;08:44 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2531 W VICTORY LA
100230127;01/23/2010;09:28 PM;4.0;SIMPLE ASSAULT;;;;;6028 N 35TH ST #310
100220009;01/22/2010;12:28 AM;5.0;ROBBERY;;;;;4136 N 27TH ST
100220026;01/22/2010;05:31 AM;4.0;SIMPLE ASSAULT;;;;;5542 N 38TH ST
100220042;01/22/2010;10:20 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5204 N 36TH ST
100220051;01/22/2010;11:42 AM;5.0;MOTOR VEHICLE THEFT;;;;;4474 N 21ST ST
100220059;01/22/2010;11:57 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4452 N 28TH ST
100220059;01/22/2010;11:57 AM;5.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;;4452 N 28TH ST
100220073;01/22/2010;02:34 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4245 N 29TH ST
100220091;01/22/2010;04:02 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4456 N TEUTONIA AV
100220154;01/22/2010;07:19 PM;4.0;ALL OTHER LARCENY;;;;;3310 W SILVER SPRING DR
100220170;01/22/2010;08:42 PM;4.0;THEFT FROM COIN-OPPERATED MACHINES;;;;;3410 W FLORIST AV #309
100210012;01/21/2010;01:37 AM;7.0;AGGRAVATED ASSAULT;;;;;4836 N 26TH ST
100210029;01/21/2010;08:24 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;1935 W HAMPTON AV
100210033;01/21/2010;08:43 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5333 N 38TH ST
100210047;01/21/2010;09:36 AM;4.0;ALL OTHER LARCENY;;;;;7171 N TEUTONIA AV
100210085;01/21/2010;03:47 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4402 N 27TH ST
100210086;01/21/2010;03:55 PM;7.0;ALL OTHER LARCENY;;;;;1900 W HAMPTON AV
100210142;01/21/2010;10:00 PM;4.0;SIMPLE ASSAULT;;;;;5343 N 37TH ST
100210149;01/21/2010;10:44 PM;5.0;SIMPLE ASSAULT;;;;;4049 N 19TH ST
100200054;01/20/2010;01:34 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4531 N 29TH ST
100200060;01/20/2010;01:59 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4835 N 40TH ST
100200123;01/20/2010;06:41 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4221 N 19TH ST #A
100190029;01/19/2010;07:47 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5301 N TEUTONIA AV
100190033;01/19/2010;08:18 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2406 W CAPITOL DR
100190035;01/19/2010;08:30 AM;4.0;MOTOR VEHICLE THEFT;;;;;2716 W BOBOLINK AV
100190056;01/19/2010;12:00 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5402 N 36TH ST
100190088;01/19/2010;03:39 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2900 W ROOSEVELT DR
100190123;01/19/2010;06:20 PM;7.0;MOTOR VEHICLE THEFT;;;;;4751 N 19TH ST
100190134;01/19/2010;06:55 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1964 W CONGRESS ST
100190145;01/19/2010;06:16 PM;4.0;SIMPLE ASSAULT;;;;;5470 N 19TH ST
100190161;01/19/2010;10:17 PM;4.0;MOTOR VEHICLE THEFT;;;;;3720 W GOOD HOPE RD
100180016;01/18/2010;08:12 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;7026 N TEUTONIA AV
100180024;01/18/2010;09:08 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4912 N 38TH ST
100180025;01/18/2010;08:52 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4903 N 39TH ST #11
100180026;01/18/2010;07:19 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4468 N 26TH ST
100180032;01/18/2010;09:21 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;6917 N 42ND ST
100180039;01/18/2010;09:25 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4603 N 29TH ST
100180046;01/18/2010;10:35 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3709 W VILLARD AV
100180075;01/18/2010;11:20 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2901 W ATKINSON AV
100180080;01/18/2010;02:04 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;7047 N 43RD ST #1
100180115;01/18/2010;06:05 PM;5.0;MOTOR VEHICLE THEFT;;;;;4143 N 20TH ST
100180134;01/18/2010;08:39 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2711 W ATKINSON AV
100180147;01/18/2010;09:27 PM;4.0;SIMPLE ASSAULT;;;;;5541 N TEUTONIA AV #11
100180148;01/18/2010;08:51 PM;5.0;AGGRAVATED ASSAULT;;;;;4282 N 30TH ST
100170044;01/17/2010;10:58 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3526-A W SILVER SPRING DR
100170051;01/17/2010;11:16 AM;5.0;ALL OTHER LARCENY;;;;;2012 W CAPITOL DR
100170062;01/17/2010;12:53 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5363 N 33RD ST
100180005;01/17/2010;10:23 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;1608 W CAPITOL DR
100160039;01/16/2010;09:31 AM;5.0;ALL OTHER LARCENY;;;;;2008 W CAPITOL DR
100160062;01/16/2010;11:06 AM;5.0;ALL OTHER LARCENY;;;;;4439 N 30TH ST
100160064;01/16/2010;11:41 AM;7.0;ALL OTHER LARCENY;;;;;1825 W HAMPTON AV
100160070;01/16/2010;01:04 PM;7.0;SIMPLE ASSAULT;;;;;5047 N 31ST ST
100160119;01/16/2010;08:00 PM;5.0;MOTOR VEHICLE THEFT;;;;;2305 W ATKINSON AV
100160125;01/16/2010;08:42 PM;4.0;ALL OTHER LARCENY;;;;;3425 W SILVER SPRING DR
100160130;01/16/2010;09:04 PM;5.0;ROBBERY;;;;;2802 W ATKINSON AV
100160133;01/16/2010;10:06 PM;4.0;SIMPLE ASSAULT;;;;;6905 N TEUTONIA AV #1
100150011;01/15/2010;03:14 AM;7.0;SIMPLE ASSAULT;;;;;2315 W HAMPTON AV #UPR
100150058;01/15/2010;01:51 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3120 W VILLARD AV
100150133;01/15/2010;08:18 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4641 N 20TH ST
100160012;01/15/2010;11:03 PM;4.0;AGGRAVATED ASSAULT;;;;;6953 N 37TH ST
100130100;01/14/2010;01:15 AM;5.0;AGGRAVATED ASSAULT;;;;;2305 W ATKINSON AV
100140005;01/14/2010;12:12 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4240 N 27TH ST
100140017;01/14/2010;06:46 AM;5.0;MOTOR VEHICLE THEFT;;;;;4030 N TEUTONIA AV
100140055;01/14/2010;11:35 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5747 N 39TH ST
100140074;01/14/2010;04:06 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4969 N 21ST ST
100140085;01/14/2010;01:41 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4117 W PORTAGE ST
100140097;01/14/2010;07:08 PM;4.0;AGGRAVATED ASSAULT;;;;;6680 N TEUTONIA AV
100130006;01/13/2010;01:21 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4105 W VILLARD AV
100130015;01/13/2010;03:03 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4903 N 39TH ST #11
100130054;01/13/2010;01:17 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5543 N 31ST ST
100130080;01/13/2010;04:02 PM;4.0;MOTOR VEHICLE THEFT;;;;;5820 N 33RD ST
100130096;01/13/2010;04:19 PM;4.0;AGGRAVATED ASSAULT;;;;;3500 W SILVER SPRING DR
100130101;01/13/2010;02:41 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4706 N 31ST ST
100130112;01/13/2010;06:39 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5534 N 41ST ST
100130118;01/13/2010;06:18 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;1911 W VILLARD AV
100130132;01/13/2010;09:06 PM;5.0;SIMPLE ASSAULT;;;;;4573 N 28TH ST
100130134;01/13/2010;10:29 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5076 N 22ND ST
100120017;01/12/2010;06:32 AM;4.0;MOTOR VEHICLE THEFT;;;;;4822 W GREEN TREE RD
100120021;01/12/2010;07:26 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4617 N 29TH ST
100120028;01/12/2010;08:41 AM;5.0;SIMPLE ASSAULT;;;;;2041 W ATKINSON AV #104
100120031;01/12/2010;09:50 AM;7.0;AGGRAVATED ASSAULT;;;;;4821 N 22ND ST
100120052;01/12/2010;01:16 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;1900 W HAMPTON AV
