Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
153340004;11/29/2015;11:36 PM;5.0;SIMPLE ASSAULT;;;4765 N 32ND ST
153340020;11/29/2015;11:20 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4238 N 19TH PL
153320005;11/28/2015;12:10 AM;5.0;AGGRAVATED ASSAULT;;;2901 W ATKINSON AV
153320103;11/28/2015;07:18 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;3010 W BOBOLINK AV #6
153320110;11/28/2015;08:25 PM;;HOMICIDE;;;3414 W FLORIST AV
153320112;11/28/2015;08:26 PM;4.0;MOTOR VEHICLE THEFT;;;6119 N 35TH ST
153320127;11/28/2015;09:54 PM;7.0;AGGRAVATED ASSAULT;;;4945 N 39TH ST #8
153320136;11/28/2015;11:04 PM;7.0;AGGRAVATED ASSAULT;;;5033 N 48TH ST
153310002;11/27/2015;12:08 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6040 N 41ST ST
153310022;11/27/2015;01:32 AM;7.0;SIMPLE ASSAULT;;;5025 N 28TH ST
153310040;11/27/2015;07:02 AM;5.0;ROBBERY;;;2430 W CAPITOL DR
153310071;11/27/2015;12:11 PM;4.0;THEFT FROM MOTOR VEHICLE;;;6057 N 37TH ST
153310081;11/27/2015;12:48 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;7129 N 42ND ST
153310105;11/27/2015;01:56 PM;5.0;THEFT FROM BUILDING;;;4032 N 12TH ST #LWR
153310114;11/27/2015;03:53 PM;7.0;THEFT FROM MOTOR VEHICLE;;;4930 N 44TH ST
153310130;11/27/2015;06:05 PM;7.0;SIMPLE ASSAULT;;;5158 N 22ND ST
153310133;11/27/2015;06:44 PM;5.0;ROBBERY;;;4059 N 24TH PL
153300044;11/26/2015;08:15 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5054 N 26TH ST
153300067;11/26/2015;11:10 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4057 N 26TH ST
153300082;11/26/2015;02:20 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4550 N 26TH ST
153290015;11/25/2015;02:03 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6823 N DARIEN ST
153290038;11/25/2015;08:27 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;6916 N TEUTONIA AV
153290109;11/25/2015;04:02 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2067 W ATKINSON AV
153290117;11/25/2015;04:38 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4221 N 26TH ST
153290132;11/25/2015;05:36 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4715 N 30TH ST
153290135;11/25/2015;05:51 PM;5.0;MOTOR VEHICLE THEFT;;;2700 W CAPITOL DR
153290152;11/25/2015;04:30 PM;7.0;MOTOR VEHICLE THEFT;;;5009 N 51ST BL
153290158;11/25/2015;08:12 PM;7.0;AGGRAVATED ASSAULT;;;4522 W HAMPTON AV #101
153290164;11/25/2015;06:02 PM;4.0;INTIMIDATION;;;6000 N TEUTONIA AV
153290170;11/25/2015;10:14 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;ALL OTHER OFFENSES;;4945 N 39TH ST #8
153200138;11/24/2015;11:22 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5920 N 32ND ST
153280019;11/24/2015;01:46 AM;4.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;6919 N 40TH ST
153280019;11/24/2015;01:46 AM;4.0;AGGRAVATED ASSAULT;;;6919 N 40TH ST
153280020;11/24/2015;02:32 AM;7.0;SIMPLE ASSAULT;;;5137-B N HOPKINS ST
153280023;11/24/2015;02:05 AM;4.0;SIMPLE ASSAULT;;;5600 N TEUTONIA AV
153280031;11/24/2015;06:53 AM;4.0;MOTOR VEHICLE THEFT;;;3920 W DOUGLAS AV
153280033;11/24/2015;07:18 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4020 W GOOD HOPE RD
153280056;11/24/2015;10:18 AM;4.0;THEFT FROM MOTOR VEHICLE;;;6037 N SHERMAN BL
153280068;11/24/2015;11:24 AM;5.0;MOTOR VEHICLE THEFT;;;4584 N 23RD ST
153280092;11/24/2015;01:37 PM;4.0;MOTOR VEHICLE THEFT;;;3432 W GREEN TREE RD
153280123;11/24/2015;03:36 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;3006 W BOBOLINK AV #3
153280158;11/24/2015;07:03 PM;5.0;MOTOR VEHICLE THEFT;;;4650 N 24TH PL
153280161;11/24/2015;07:19 PM;5.0;THEFT FROM MOTOR VEHICLE;;;1900 W CORNELL ST
153280167;11/24/2015;08:00 PM;4.0;THEFT FROM BUILDING;;;6100 N 42ND ST
153280180;11/24/2015;07:03 PM;7.0;AGGRAVATED ASSAULT;;;4803 N GREEN BAY AV
153280188;11/24/2015;08:00 PM;7.0;SIMPLE ASSAULT;;;5165 N SHERMAN BL #2
153280194;11/24/2015;11:16 PM;7.0;MOTOR VEHICLE THEFT;;;2700 W STARK ST
153270015;11/23/2015;05:49 AM;5.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;4064 N 16TH ST
153270017;11/23/2015;04:17 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5243 N 34TH ST
153270018;11/23/2015;06:43 AM;4.0;AGGRAVATED ASSAULT;;;6078 N 37TH ST
153270025;11/23/2015;09:30 AM;5.0;MOTOR VEHICLE THEFT;;;2830 W ROOSEVELT DR
153270026;11/23/2015;09:42 AM;7.0;MOTOR VEHICLE THEFT;;;2207 W LANCASTER AV
153270028;11/23/2015;08:32 AM;5.0;SIMPLE ASSAULT;;;4231 N 27TH ST #14
153270032;11/23/2015;09:33 AM;5.0;ROBBERY;;;4057 N 20TH ST
153270049;11/23/2015;12:06 PM;4.0;MOTOR VEHICLE THEFT;;;5966 N 35TH ST
153270066;11/23/2015;11:53 AM;5.0;INTIMIDATION;;;4592 N TEUTONIA AV
153270098;11/23/2015;04:34 PM;4.0;ROBBERY;;;5900 N 35TH ST
153270102;11/23/2015;05:16 PM;4.0;AGGRAVATED ASSAULT;;;2740 W SILVER SPRING DR
153270105;11/23/2015;06:17 PM;5.0;THEFT FROM BUILDING;;;1801 W OLIVE ST
153270144;11/23/2015;09:53 PM;4.0;ALL OTHER LARCENY;;;5534 N 32ND ST
153260019;11/22/2015;04:14 AM;7.0;AGGRAVATED ASSAULT;;;4875 N HOPKINS ST
153260038;11/22/2015;11:01 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3800 W ROHR AV
153260052;11/22/2015;01:52 PM;7.0;MOTOR VEHICLE THEFT;;;1825 W HAMPTON AV
153260056;11/22/2015;02:32 PM;5.0;MOTOR VEHICLE THEFT;;;4267 N TEUTONIA AV
153260088;11/22/2015;04:02 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;7009 N 43RD ST #3
153260094;11/22/2015;07:51 PM;7.0;MOTOR VEHICLE THEFT;;;2800 W HAMPTON AV
153260096;11/22/2015;07:45 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4123 N 16TH ST
153250014;11/21/2015;01:40 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4938 N 47TH ST
153250044;11/21/2015;10:34 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5062 N 38TH PL
153250060;11/21/2015;12:13 PM;4.0;MOTOR VEHICLE THEFT;;;7007 N 42ND ST
153250080;11/21/2015;03:10 PM;4.0;SHOPLIFTING;;;1935 W SILVER SPRING DR
153250125;11/21/2015;09:04 PM;7.0;THEFT FROM MOTOR VEHICLE;;;3500 W MOTHER DANIELS WA
153250138;11/21/2015;11:35 PM;7.0;MOTOR VEHICLE THEFT;;;4771 N 21ST ST
153240057;11/20/2015;11:19 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4819 N SHERMAN BL
153240102;11/20/2015;02:04 AM;5.0;AGGRAVATED ASSAULT;;;4260 N 27TH ST #4
153240118;11/20/2015;05:26 PM;7.0;THEFT FROM BUILDING;;;3500 W MOTHER DANIELS WA
153240133;11/20/2015;06:42 PM;7.0;MOTOR VEHICLE THEFT;;;4855 N HOPKINS ST
153240135;11/20/2015;05:42 PM;4.0;ROBBERY;;;6034 N 42ND ST
153240140;11/20/2015;07:25 PM;4.0;ALL OTHER LARCENY;;;3500 W VILLARD AV
153240160;11/20/2015;08:39 PM;5.0;AGGRAVATED ASSAULT;;;2525 W CORNELL ST
153240169;11/20/2015;10:46 PM;7.0;MOTOR VEHICLE THEFT;;;5027 N 20TH ST
153240171;11/20/2015;10:06 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;4847 N 48TH ST
153240172;11/20/2015;03:19 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4236 N 17TH ST
153240173;11/20/2015;07:02 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;5444 N LONG ISLAND DR #UPR
153230020;11/19/2015;04:08 AM;4.0;MOTOR VEHICLE THEFT;;;5236 N 38TH ST
153230022;11/19/2015;04:47 AM;7.0;AGGRAVATED ASSAULT;BURGLARY/BREAKING AND ENTERING;;3733 W FAIRMOUNT AV
153230022;11/19/2015;04:47 AM;7.0;AGGRAVATED ASSAULT;;;3733 W FAIRMOUNT AV
153230022;11/19/2015;04:47 AM;7.0;ARSON;;;3733 W FAIRMOUNT AV
153230039;11/19/2015;09:35 AM;4.0;MOTOR VEHICLE THEFT;;;3002 W SILVER SPRING DR
153230052;11/19/2015;09:10 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6879 N 42ND ST
153230086;11/19/2015;12:50 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4216 N 27TH ST
153230095;11/19/2015;03:11 PM;4.0;THEFT FROM BUILDING;;;5877 N TEUTONIA AV
153230102;11/19/2015;03:31 PM;7.0;MOTOR VEHICLE THEFT;;;5135 N TEUTONIA AV
153230116;11/19/2015;09:32 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4918 N 22ND ST
153230143;11/19/2015;07:15 PM;4.0;MOTOR VEHICLE THEFT;;;6979 N DARIEN ST
153230155;11/19/2015;06:33 PM;5.0;AGGRAVATED ASSAULT;;;4266-B N 25TH ST
153230157;11/19/2015;08:32 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2200 W ATKINSON AV
153230179;11/19/2015;10:28 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4925 N 25TH ST
153220007;11/18/2015;12:21 AM;4.0;ROBBERY;;;6046 N 40TH ST
153220064;11/18/2015;12:33 PM;7.0;MOTOR VEHICLE THEFT;;;4931 N 47TH ST
153220072;11/18/2015;01:00 PM;4.0;THEFT FROM MOTOR VEHICLE;;;6001 N TEUTONIA AV
153220087;11/18/2015;02:59 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5839 N 38TH ST
153220120;11/18/2015;05:27 PM;7.0;MOTOR VEHICLE THEFT;;;4677 N 21ST ST
153220126;11/18/2015;05:47 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4945 N 37TH ST
153220171;11/18/2015;07:56 PM;7.0;SIMPLE ASSAULT;;;5025 N 28TH ST
153220178;11/18/2015;06:14 PM;7.0;AGGRAVATED ASSAULT;;;4825 N 36TH ST
153210073;11/17/2015;11:13 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;5411 N 35TH ST
153210092;11/17/2015;11:18 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5034 N 48TH ST
153210100;11/17/2015;12:15 PM;7.0;AGGRAVATED ASSAULT;AGGRAVATED ASSAULT;;5075 N SHERMAN BL
153210100;11/17/2015;12:15 PM;7.0;AGGRAVATED ASSAULT;;;5075 N SHERMAN BL
153210104;11/17/2015;10:55 AM;7.0;AGGRAVATED ASSAULT;;;4028 W LANCASTER AV #1
153210138;11/17/2015;05:11 PM;7.0;INTIMIDATION;;;4889 N 21ST ST
153210153;11/17/2015;11:44 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4945 N 39TH ST
153200032;11/16/2015;07:53 AM;7.0;MOTOR VEHICLE THEFT;;;5075 N SHERMAN BL
153200085;11/16/2015;12:54 PM;4.0;ROBBERY;;;7171 N TEUTONIA AV
153200152;11/16/2015;04:48 PM;7.0;MOTOR VEHICLE THEFT;;;4623 N GREEN BAY AV
153200172;11/16/2015;08:12 PM;7.0;MOTOR VEHICLE THEFT;;;4928 W FAIRMOUNT AV
153200191;11/16/2015;11:14 PM;4.0;ROBBERY;;;5529 N 36TH ST
153210005;11/16/2015;10:22 PM;5.0;ROBBERY;;;4142 N 21ST ST
153210006;11/16/2015;11:28 PM;7.0;MOTOR VEHICLE THEFT;;;5151 N 45TH ST
153190005;11/15/2015;12:08 AM;4.0;SIMPLE ASSAULT;;;5281 N 28TH ST #LWR
153190010;11/15/2015;06:00 AM;7.0;ROBBERY;;;5183 N 31ST ST
153190022;11/15/2015;03:25 AM;7.0;AGGRAVATED ASSAULT;;;5157 N 39TH ST
153190073;11/15/2015;11:06 AM;7.0;SIMPLE ASSAULT;;;5141 N 22ND ST
153190162;11/15/2015;05:32 PM;7.0;SIMPLE ASSAULT;;;5804 N TEUTONIA AVE
153200003;11/15/2015;11:22 PM;4.0;AGGRAVATED ASSAULT;;;5901 N 34TH ST
153290053;11/15/2015;11:09 AM;5.0;MOTOR VEHICLE THEFT;;;4342 N 19TH ST
153180050;11/14/2015;10:03 AM;4.0;MOTOR VEHICLE THEFT;;;5457 N 19TH ST
153190004;11/14/2015;11:36 PM;5.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;4155 N 23RD ST
153190007;11/14/2015;10:56 PM;7.0;MOTOR VEHICLE THEFT;;;5025 N 28TH ST
153160165;11/13/2015;12:31 AM;7.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;TRESPASSING;3733 W FAIRMOUNT AV
153170029;11/13/2015;09:10 AM;5.0;MOTOR VEHICLE THEFT;;;4628 N 29TH ST
153170030;11/13/2015;09:07 AM;5.0;MOTOR VEHICLE THEFT;;;1217 W OLIVE ST
153170032;11/13/2015;08:19 AM;5.0;ROBBERY;;;4116 N 19TH ST
153160013;11/12/2015;05:09 AM;5.0;MOTOR VEHICLE THEFT;;;4158 N 13TH ST
153160024;11/12/2015;07:54 AM;4.0;THEFT FROM MOTOR VEHICLE;;;5904 N SHERMAN BL
153160036;11/12/2015;09:56 AM;7.0;MOTOR VEHICLE THEFT;;;4957 N 46TH ST
153160054;11/12/2015;11:34 AM;7.0;MOTOR VEHICLE THEFT;;;4973 N 46TH ST
153160079;11/12/2015;01:58 PM;5.0;AGGRAVATED ASSAULT;;;2002 W CAPITOL DR
153160089;11/12/2015;02:24 PM;4.0;AGGRAVATED ASSAULT;;;5966 N 35TH ST
153160116;11/12/2015;05:43 PM;7.0;MOTOR VEHICLE THEFT;;;4102 W FAIRMOUNT AV
153160120;11/12/2015;06:11 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4835 N 25TH ST
153160153;11/12/2015;10:15 PM;4.0;MOTOR VEHICLE THEFT;;;4001 W GREEN TREE RD
153160158;11/12/2015;11:28 PM;5.0;MOTOR VEHICLE THEFT;;;4295 N TEUTONIA AV
153160160;11/12/2015;09:57 PM;5.0;AGGRAVATED ASSAULT;;;1000 W CAPITOL DR
153140066;11/11/2015;09:57 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5714 N 39TH ST
153150047;11/11/2015;08:11 AM;7.0;MOTOR VEHICLE THEFT;;;5063 N 26TH ST
153150091;11/11/2015;12:44 PM;5.0;MOTOR VEHICLE THEFT;;;4358 N 19TH ST
153150163;11/11/2015;07:21 PM;4.0;ROBBERY;;;5262 N TEUTONIA AV
153150171;11/11/2015;08:06 PM;7.0;ALL OTHER LARCENY;;;5035 N 31ST ST
153150187;11/11/2015;09:32 PM;5.0;ROBBERY;;;4303 N 19TH ST
153150191;11/11/2015;10:03 PM;4.0;ROBBERY;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;5447 N 36TH ST
153150193;11/11/2015;09:38 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3101 W CAMERON AV
153150196;11/11/2015;10:23 PM;4.0;SIMPLE ASSAULT;;;5758 N 38TH ST
153140025;11/10/2015;06:48 AM;5.0;AGGRAVATED ASSAULT;;;2801 W ATKINSON AV #301
153140104;11/10/2015;01:41 PM;5.0;AGGRAVATED ASSAULT;BURGLARY/BREAKING AND ENTERING;;2459 W HOPE AV
153140105;11/10/2015;01:09 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;2139 W SILVER SPRING DR #LWR
153140111;11/10/2015;03:39 PM;4.0;MOTOR VEHICLE THEFT;;;5277 N 29TH ST
153140146;11/10/2015;05:47 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;2501 W ROOSEVELT DR
153140153;11/10/2015;07:39 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3842 W KILEY AV
153130017;11/09/2015;05:30 AM;5.0;ROBBERY;;;4025 N 19TH PL
153130041;11/09/2015;07:34 AM;4.0;MOTOR VEHICLE THEFT;;;5413 N 35TH ST
153130100;11/09/2015;02:43 PM;7.0;AGGRAVATED ASSAULT;;;4909 N 39TH ST
153130125;11/09/2015;03:52 PM;7.0;AGGRAVATED ASSAULT;;;5183 N 35TH ST
153130181;11/09/2015;09:51 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;4540 N TEUTONIA AV
153130189;11/09/2015;09:33 PM;5.0;ROBBERY;;;4229 N 25TH ST #LWR
153120030;11/08/2015;04:26 AM;4.0;INTIMIDATION;;;6556 N 43RD ST
153120030;11/08/2015;04:26 AM;4.0;SIMPLE ASSAULT;;;6556 N 43RD ST
153120036;11/08/2015;07:40 AM;7.0;SIMPLE ASSAULT;;;5191 N TEUTONIA AV
153120041;11/08/2015;08:56 AM;4.0;MOTOR VEHICLE THEFT;;;7081 N 44TH ST
153120047;11/08/2015;09:31 AM;7.0;MOTOR VEHICLE THEFT;;;3123 W FAIRMOUNT AV
153120051;11/08/2015;09:44 AM;4.0;THEFT FROM MOTOR VEHICLE;;;7110 N 40TH ST
153120058;11/08/2015;11:05 AM;7.0;THEFT FROM MOTOR VEHICLE;;;5100 W HAMPTON AV
153120065;11/08/2015;08:31 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;5000 N 35TH ST
153120086;11/08/2015;01:14 PM;7.0;ROBBERY;;;3402 W CAPITOL DR
153100146;11/07/2015;05:00 PM;5.0;THEFT FROM BUILDING;;;4107 N 14TH ST
153110013;11/07/2015;01:37 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;4470 N 22ND ST
153110026;11/07/2015;05:34 AM;5.0;AGGRAVATED ASSAULT;;;4742 N 31ST ST
153110038;11/07/2015;09:08 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5438 N 41ST ST
153110040;11/07/2015;07:49 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;5909 N 38TH ST
153110042;11/07/2015;07:51 AM;4.0;AGGRAVATED ASSAULT;;;5936 N SHERMAN BL
153110055;11/07/2015;11:10 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4537 N 27TH ST
153110057;11/07/2015;10:36 AM;4.0;SHOPLIFTING;;;3432 W VILLARD AV
153110062;11/07/2015;11:45 AM;7.0;THEFT FROM MOTOR VEHICLE;;;4929 N 26TH ST
153110086;11/07/2015;01:11 PM;4.0;AGGRAVATED ASSAULT;;;5925 N 42ND ST
153110092;11/07/2015;03:51 PM;4.0;MOTOR VEHICLE THEFT;;;5200 N TEUTONIA AV
153110095;11/07/2015;04:29 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2601 W HAMPTON AV
153110126;11/07/2015;06:53 PM;5.0;MOTOR VEHICLE THEFT;;;4520 N 23RD ST
153120008;11/07/2015;11:58 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;5075 N SHERMAN BL
153440035;11/07/2015;12:01 AM;;HOMICIDE;;;2024 W ATKINSON AV #6
153100005;11/06/2015;12:52 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1957 W VILLARD AV
153100036;11/06/2015;07:10 AM;7.0;MOTOR VEHICLE THEFT;;;4912 N 38TH ST
153100061;11/06/2015;10:32 AM;4.0;SIMPLE ASSAULT;;;6908 N 37TH ST #3
153100074;11/06/2015;10:37 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4856 N 25TH ST
153100085;11/06/2015;01:48 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4855 N 36TH ST
153100125;11/06/2015;05:15 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;3323 W VILLARD AV
153100126;11/06/2015;12:48 PM;4.0;ROBBERY;;;5529 N 36TH ST
153100192;11/06/2015;11:05 PM;7.0;MOTOR VEHICLE THEFT;;;4846 N 24TH PL
153110007;11/06/2015;11:57 PM;4.0;SIMPLE ASSAULT;;;5852 N 39TH ST
153090050;11/05/2015;10:25 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;5175 N TEUTONIA AV
153090061;11/05/2015;10:28 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;4676 N 19TH PL
153090067;11/05/2015;11:54 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4032 N 14TH ST
153090090;11/05/2015;02:13 PM;5.0;THEFT FROM MOTOR VEHICLE;;;4159 N 16TH ST
153090125;11/05/2015;05:18 PM;4.0;MOTOR VEHICLE THEFT;;;5313 N 25TH ST
153090137;11/05/2015;06:46 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4950 N 24TH ST
153080029;11/04/2015;06:57 AM;7.0;MOTOR VEHICLE THEFT;;;4102 W FAIRMOUNT AV #8
153080032;11/04/2015;08:23 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;3707 W GOOD HOPE RD
153080042;11/04/2015;08:30 AM;7.0;MOTOR VEHICLE THEFT;;;4863 N 39TH ST
153080050;11/04/2015;09:44 AM;4.0;SHOPLIFTING;;;3030 W VILLARD AV
153080074;11/04/2015;12:54 PM;4.0;ROBBERY;;;5208 N TEUTONIA AV
153080105;11/04/2015;04:09 PM;7.0;MOTOR VEHICLE THEFT;;;5137 N 39TH ST
153080112;11/04/2015;02:18 PM;5.0;AGGRAVATED ASSAULT;;;2598 W CORNELL ST
153080113;11/04/2015;01:16 PM;5.0;AGGRAVATED ASSAULT;;;2482 W CAPITOL DR
153080128;11/04/2015;06:33 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;4641 N 28TH ST
153080161;11/04/2015;07:42 PM;4.0;AGGRAVATED ASSAULT;;;5909 N TEUTONIA AV #1
153080172;11/04/2015;09:53 PM;4.0;MOTOR VEHICLE THEFT;;;5304 N TEUTONIA AV
153080173;11/04/2015;10:00 PM;5.0;MOTOR VEHICLE THEFT;;;4113 N 20TH ST
153080175;11/04/2015;09:21 PM;4.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;6179 N 35TH ST
153070014;11/03/2015;01:03 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;3323 W VILLARD AV
153070038;11/03/2015;08:41 AM;7.0;ALL OTHER LARCENY;;;4957 N 46TH ST
153070039;11/03/2015;08:28 AM;5.0;AGGRAVATED ASSAULT;;;2838 W ATKINSON AV
153070119;11/03/2015;05:39 PM;4.0;AGGRAVATED ASSAULT;;;5542 N 31ST ST #4
153070165;11/03/2015;09:37 PM;5.0;SIMPLE ASSAULT;;;2800 W GLENDALE AV
153060008;11/02/2015;01:16 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;6957 N TEUTONIA AV #1
153060029;11/02/2015;06:35 AM;7.0;MOTOR VEHICLE THEFT;;;5068 N 47TH ST
