Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location;Address
52120118;07/31/2005;11:29 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09322649676427, -87.9468267545932];4216 N 27TH ST
52130004;07/31/2005;08:07 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09361086372556, -87.94690910646872];4245 N 27TH ST
52110122;07/30/2005;01:26 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.089937670213466, -87.9470507731148];2700 W CAPITOL DR
52100017;07/29/2005;12:37 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12223197446477, -87.96454636078269];5734 N 42ND ST
52080089;07/27/2005;09:20 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.1236887799065, -87.96222859925535];5833 N 40TH ST
52080179;07/27/2005;01:43 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.090450524265826, -87.9372075996594];2001 W ATKINSON AV
52070198;07/26/2005;05:56 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10463326533936, -87.94546376533935];2600 W HAMPTON AV
52070272;07/26/2005;09:50 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09514119900166, -87.93060006982499];4311 N 16TH ST
52070276;07/26/2005;09:49 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.095152522649684, -87.94986316763806];2914 W ROOSEVELT DR
52060049;07/25/2005;06:09 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09578888481735, -87.93543391185312];4320 N 19TH PL
52060262;07/25/2005;05:19 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09499711518265, -87.935540592042];4239 N 19TH PL
52050101;07/24/2005;10:31 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12355467055227, -87.96222762479059];5827 N 40TH ST
52050110;07/24/2005;12:00 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09367386372554, -87.94691163589908];4231 N 27TH ST
52050180;07/24/2005;04:33 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09380913627447, -87.93549241185313];4186 N 19TH PL
52040140;07/23/2005;02:03 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09391624562872, -87.94683286799605];4248 N 27TH ST #5
52030031;07/22/2005;02:09 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09575529447747, -87.93809366331023];4318 N 21ST ST
52030120;07/22/2005;10:55 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09072960753659, -87.93945024871579];4055 N TEUTONIA AV
52030144;07/22/2005;07:02 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.128760559602, -87.96246959398455];6095 N 40TH ST
52030177;07/22/2005;02:14 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09071246572222, -87.9356124190665];4046 N 19TH PL
52040044;07/22/2005;10:16 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.107263497085825, -87.97384238631791];4932 N 49TH ST
52020215;07/21/2005;10:26 PM;7.0;SIMPLE ASSAULT;MOTOR VEHICLE THEFT;;;;[43.095173658607024, -87.94187328146437];4295 N TEUTONIA AV
52010039;07/20/2005;04:59 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09111819900167, -87.94573159925535];4057 N 26TH ST
52010190;07/20/2005;05:03 PM;5.0;MOTOR VEHICLE THEFT;;;;;[43.09029757507648, -87.92577444460173];4036 N 12TH ST
52020013;07/20/2005;11:45 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09188401336669, -87.93995116738682];4122 N TEUTONIA AV
52000035;07/19/2005;04:50 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.14552709686078, -87.96570166532945];7027 N 43RD ST #2
52000098;07/19/2005;11:16 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11348375437129, -87.95641812479059];5273 N 35TH ST
52000014;07/18/2005;11:50 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.109649115182634, -87.93521765032581];5063 N 19TH PL
51980072;07/17/2005;09:00 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09185708964742, -87.94570909925535];4111 N 26TH ST
51980146;07/17/2005;02:34 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11617500582838, -87.95998963200395];5425 N 38TH ST
51970160;07/16/2005;03:32 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.14807892985045, -87.96428724869448];7177 N 42ND ST
51950029;07/14/2005;05:39 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09605945045877, -87.93305810646872];4343 N 18TH ST
51940068;07/13/2005;07:36 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.0985075029142, -87.94680065032581];4455-A N 27TH ST
51940127;07/13/2005;11:42 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.10453426521323, -87.93818276521323];2100 W HAMPTON AV
51920140;07/11/2005;11:38 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.138236537798505, -87.95762380252755];3645 W ELM ST
51900043;07/09/2005;07:03 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.103044644591996, -87.95044883866959];4727 N 30TH ST
51890045;07/08/2005;06:50 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.125080185942245, -87.9661235451983];5904 N SHERMAN BL
51880141;07/07/2005;02:34 PM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09625334919743, -87.94675730505574];4340 N 27TH ST
51870079;07/06/2005;11:33 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.1250294446304, -87.95616065032581];5911 N 35TH ST
51870099;07/06/2005;02:03 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.12539011007196, -87.96608826270526];5924 N SHERMAN BL
51860135;07/05/2005;09:46 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11931344451891, -87.95756759060723];3600 W SILVER SPRING DR
51860176;07/05/2005;10:01 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.1380489977783, -87.95406677217355];6643 N TEUTONIA AV
51850014;07/04/2005;12:36 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.11157050678067, -87.93619075867045];1981 W VILLARD AV
51850068;07/04/2005;08:58 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.111995274719554, -87.96012927471955];3800 W VILLARD AV
51840004;07/03/2005;12:38 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.110962122611575, -87.93915622492595];5139 N 22ND ST
51840066;07/03/2005;08:36 AM;7.0;MOTOR VEHICLE THEFT;;;;;[43.09029919900166, -87.94200107761527];4021 N 24TH ST
51840078;07/03/2005;09:50 AM;4.0;MOTOR VEHICLE THEFT;;;;;[43.11791916180968, -87.96227386078269];5518 N 40TH ST
51840121;07/03/2005;01:07 PM;4.0;MOTOR VEHICLE THEFT;;;;;[43.126647293398754, -87.9623588524277];4014 W FLORIST AV
