Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location;Address
50590470;02/28/2005;03:20 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.12757800582838, -87.96098112479058];6039 N 39TH ST
50590517;02/28/2005;05:14 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11041436663973, -87.95159157372014];5127 N 31ST ST
50590543;02/28/2005;05:50 PM;4.0;THEFT FROM BUILDING;;;;;[43.113751500432684, -87.95551033236194];3412 W ROHR AV #3
50570072;02/26/2005;09:30 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.106304301209285, -87.95660182895494];3501 W MOTHER DANIELS WA
50570111;02/26/2005;11:01 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.15132464778698, -87.95769584142163];7343 N TEUTONIA AV
50570165;02/26/2005;03:28 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.101018670552264, -87.94915962479058];4603 N 29TH ST
50570176;02/26/2005;05:30 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.08980646047076, -87.94221322009349];2400 W CAPITOL DR
50560011;02/25/2005;02:45 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.14600108964743, -87.96569111036386];7047 N 43RD ST #2
50560043;02/25/2005;09:11 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11741149321933, -87.96122058090484];3902 W SHERIDAN AV #UPR
50560172;02/25/2005;03:46 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.10717341326679, -87.9427553280341];4924 N 24TH PL
50550020;02/24/2005;07:36 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.10551883819031, -87.96156013200395];4841 N 39TH ST
50550085;02/24/2005;11:35 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.12269450952196, -87.94739140466844];2733 W CARMEN AV
50550091;02/24/2005;12:15 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11485899417161, -87.95630439353127];5348 N 35TH ST
50550240;02/24/2005;04:10 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.107371413266776, -87.9589328280341];4944 N 37TH ST
50550248;02/24/2005;04:30 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.10068689751833, -87.94458068898705];4588 N TEUTONIA AV
50550257;02/24/2005;05:25 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11218051716709, -87.94226120566677];2400 W VILLARD AV
50550311;02/24/2005;11:14 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;[43.12786535290346, -87.95213525031866];6073 N TEUTONIA AV
50540041;02/23/2005;08:50 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;[43.126298413266795, -87.95849583135234];5976 N 37TH ST
50540258;02/23/2005;08:11 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.13539944272581, -87.95259134055625];3212 W MILL RD
50530066;02/22/2005;12:39 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.10472352596791, -87.96977983236194];4522 W HAMPTON AV #208
