Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
071810057;06/30/2007;10:05 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6195 N 37TH ST
071810073;06/30/2007;11:10 AM;7.0;SIMPLE ASSAULT;;;;;4910 N 48TH ST
071810074;06/30/2007;11:26 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4362 N 16TH ST
071810086;06/30/2007;12:52 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4965 N HOPKINS ST
071810110;06/30/2007;02:20 PM;7.0;ROBBERY;;;;;3400 W CAPITOL DR
071820001;06/30/2007;07:52 PM;4.0;THEFT FROM BUILDING;;;;;5442 N 37TH ST
071800127;06/29/2007;03:16 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2462 W CAPITOL DR
071800136;06/29/2007;02:42 PM;4.0;MOTOR VEHICLE THEFT;;;;;1935 W SILVER SPRING DR
071800147;06/29/2007;05:06 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;3800 W MILL RD
071800169;06/29/2007;07:14 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4251 N GREEN BAY AV
071800192;06/29/2007;09:27 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5326 N 38TH ST
071800212;06/29/2007;10:56 PM;7.0;MOTOR VEHICLE THEFT;;;;;5141 N 20TH ST
071800213;06/29/2007;09:28 PM;4.0;ROBBERY;;;;;5230 N SHERMAN BL #1
071800215;06/29/2007;09:26 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4773 N 30TH ST
071810001;06/29/2007;10:55 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5232 N 34TH ST
071790023;06/28/2007;01:26 AM;7.0;ROBBERY;;;;;4441 N 29TH ST
071790032;06/28/2007;03:08 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;7315 N TEUTONIA AV
071790062;06/28/2007;07:46 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4602 N PARKWAY AV
071790083;06/28/2007;09:20 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4020 N GREEN BAY AV
071790088;06/28/2007;09:20 AM;7.0;ALL OTHER LARCENY;;;;;1700 W CORNELL ST
