Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
160910006;03/31/2016;12:58 AM;4.0;MOTOR VEHICLE THEFT;;;;;3432 W SILVER SPRING DR
160910017;03/31/2016;03:08 AM;5.0;MOTOR VEHICLE THEFT;;;;;4282 N 27TH ST
160910026;03/31/2016;06:33 AM;5.0;ALL OTHER LARCENY;;;;;2700 W CAPITOL DR
160910026;03/31/2016;06:33 AM;5.0;THEFT FROM BUILDING;;;;;2700 W CAPITOL DR
160910036;03/31/2016;09:41 AM;5.0;SIMPLE ASSAULT;;;;;4630 N 27TH ST #2
160910086;03/31/2016;01:42 PM;5.0;DISORDERLY CONDUCT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4635 N 31ST ST
160910118;03/31/2016;06:20 PM;7.0;MOTOR VEHICLE THEFT;;;;;2106 W EGGERT PL
160910120;03/31/2016;05:25 PM;7.0;SIMPLE ASSAULT;;;;;4912 N 38TH ST
160910122;03/31/2016;05:58 PM;5.0;AGGRAVATED ASSAULT;;;;;4170 N 22ND ST
161050040;03/31/2016;11:34 AM;5.0;MOTOR VEHICLE THEFT;;;;;4136 N 21ST ST
160900006;03/30/2016;12:06 AM;5.0;AGGRAVATED ASSAULT;;;;;4633 N 31ST ST
160900008;03/30/2016;12:23 AM;5.0;AGGRAVATED ASSAULT;BURGLARY/BREAKING AND ENTERING;;;;4366 N 28TH ST
160900034;03/30/2016;08:48 AM;4.0;THEFT FROM BUILDING;;;;;5883 N TEUTONIA AV #7
160900035;03/30/2016;08:16 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5518 N 40TH ST
160900082;03/30/2016;02:25 PM;4.0;AGGRAVATED ASSAULT;;;;;7126 N 46TH ST
160900140;03/30/2016;09:12 PM;7.0;SIMPLE ASSAULT;;;;;4950 N 38TH ST
160900141;03/30/2016;09:12 PM;7.0;SIMPLE ASSAULT;;;;;4950 N 38TH ST
160900142;03/30/2016;09:12 PM;7.0;SIMPLE ASSAULT;;;;;4950 N 38TH ST
160900145;03/30/2016;11:00 PM;5.0;AGGRAVATED ASSAULT;;;;;1826 W CONGRESS ST
160900164;03/30/2016;10:37 PM;7.0;AGGRAVATED ASSAULT;;;;;4945 N HOPKINS ST #2
160890066;03/29/2016;09:45 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5000 N 53RD ST
160890094;03/29/2016;12:05 PM;7.0;ARSON;;;;;5123 W VILLARD AV
160890106;03/29/2016;01:56 PM;4.0;MOTOR VEHICLE THEFT;;;;;7125 N 41ST ST
160890109;03/29/2016;05:40 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3636 W GOOD HOPE RD
160890155;03/29/2016;08:57 PM;7.0;MOTOR VEHICLE THEFT;;;;;5140 N TEUTONIA AV
160890164;03/29/2016;10:27 PM;4.0;ROBBERY;;;;;5858 N 40TH ST
160900011;03/29/2016;10:10 PM;4.0;ROBBERY;;;;;6128 N 38TH ST
160880009;03/28/2016;12:32 AM;7.0;AGGRAVATED ASSAULT;;;;;3126 W FAIRMOUNT AV
160880047;03/28/2016;08:01 AM;7.0;AGGRAVATED ASSAULT;;;;;4933 N 46TH ST
160880061;03/28/2016;10:21 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;4008 W FLORIST AV
160880084;03/28/2016;01:05 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;1301 W HAMPTON AV
160880131;03/28/2016;05:26 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;3709 W FLORIST AV #LWR
160880136;03/28/2016;06:17 PM;5.0;ALL OTHER LARCENY;;;;;1702 W CAPITOL DR
160880158;03/28/2016;08:16 PM;5.0;AGGRAVATED ASSAULT;;;;;2620 W CAPITOL DR
160880188;03/28/2016;11:16 PM;4.0;SIMPLE ASSAULT;;;;;3632 W GOOD HOPE RD #2
160870005;03/27/2016;12:04 AM;5.0;THEFT FROM BUILDING;;;;;4430 N 29TH ST
160870006;03/27/2016;12:33 AM;4.0;ROBBERY;;;;;6918 N TEUTONIA AV
160870014;03/27/2016;01:34 AM;4.0;AGGRAVATED ASSAULT;;;;;7133 N 41ST ST
160870080;03/27/2016;02:10 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4756 N 24TH PL
160870081;03/27/2016;03:14 PM;7.0;MOTOR VEHICLE THEFT;;;;;4105 W VILLARD AV
160870088;03/27/2016;04:30 PM;4.0;SIMPLE ASSAULT;;;;;7276 N TEUTONIA AV
160870118;03/27/2016;09:25 PM;7.0;MOTOR VEHICLE THEFT;;;;;4920 N 53RD ST
160880003;03/27/2016;11:37 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3016 W SHERIDAN AV #2
161010135;03/27/2016;07:28 PM;7.0;ROBBERY;;;;;4105 W VILLARD AV
160860119;03/26/2016;06:26 PM;7.0;SIMPLE ASSAULT;;;;;4917 N 50TH ST
160850012;03/25/2016;02:20 AM;7.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;4977 N 37TH ST
160850021;03/25/2016;05:04 AM;5.0;ROBBERY;;;;;4040 N GREEN BAY AV
160850073;03/25/2016;03:54 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3934 W CLINTON AV
160850084;03/25/2016;04:09 PM;5.0;AGGRAVATED ASSAULT;;;;;4266 N 25TH ST
160850091;03/25/2016;05:12 PM;4.0;INTIMIDATION;;;;;2714 W VILLARD AV
160850098;03/25/2016;03:59 PM;5.0;ALL OTHER LARCENY;;;;;4039 N 13TH ST
160850108;03/25/2016;07:56 PM;7.0;SIMPLE ASSAULT;;;;;2211 W VILLARD AV
160850113;03/25/2016;08:27 PM;5.0;MOTOR VEHICLE THEFT;;;;;4200 N GREEN BAY AV
160840017;03/24/2016;05:40 AM;4.0;ROBBERY;;;;;3100 W SILVER SPRING DR
160840028;03/24/2016;06:58 AM;7.0;SIMPLE ASSAULT;;;;;5078 N 22ND ST
160840030;03/24/2016;06:51 AM;4.0;MOTOR VEHICLE THEFT;;;;;3717 W ROCHELLE AV
160840063;03/24/2016;01:14 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4050 N 20TH ST
160840080;03/24/2016;04:04 PM;5.0;MOTOR VEHICLE THEFT;;;;;1900 W HOPE AV
160840138;03/24/2016;08:44 PM;4.0;SIMPLE ASSAULT;;;;;5230 N SHERMAN BL #20
160850057;03/24/2016;01:12 PM;4.0;POCKET PICKING;;;;;7537 N TEUTONIA AV
160820179;03/23/2016;12:07 AM;7.0;MOTOR VEHICLE THEFT;;;;;4105 W VILLARD AV
160830027;03/23/2016;08:39 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4267 N 28TH ST
160830078;03/23/2016;04:00 PM;7.0;ROBBERY;;;;;4818 W HAMPTON AV
160820056;03/22/2016;10:58 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4522 W HAMPTON AV
160820067;03/22/2016;11:07 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;3000 W CAPITOL DR
160820090;03/22/2016;01:47 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4076 N 19TH ST
160820100;03/22/2016;02:57 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3403 W KIEHNAU AV
160820110;03/22/2016;03:11 PM;5.0;AGGRAVATED ASSAULT;;;;;1960 W ATKINSON AV
160820140;03/22/2016;09:34 PM;5.0;SIMPLE ASSAULT;;;;;2627 W HOPE AV #1
160820188;03/22/2016;10:58 PM;7.0;ROBBERY;;;;;3101 W VILLARD AV
160830004;03/22/2016;11:19 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4761 N 30TH ST
160810011;03/21/2016;01:14 AM;4.0;INTIMIDATION;;;;;6160 N 36TH ST
160810023;03/21/2016;07:08 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4247 N 27TH ST #12
160810045;03/21/2016;12:50 PM;5.0;SIMPLE ASSAULT;;;;;4338 N 25TH ST
160810070;03/21/2016;10:37 AM;4.0;AGGRAVATED ASSAULT;;;;;2020 W CUSTER AV
160810132;03/21/2016;06:34 PM;4.0;MOTOR VEHICLE THEFT;;;;;5414 N 41ST ST
160810140;03/21/2016;02:44 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5853 N 41ST ST
160810164;03/21/2016;07:03 PM;4.0;MOTOR VEHICLE THEFT;;;;;7343 N TEUTONIA AV
160800025;03/20/2016;02:21 AM;4.0;AGGRAVATED ASSAULT;;;;;5266 N TEUTONIA AV
160800047;03/20/2016;10:43 AM;5.0;MOTOR VEHICLE THEFT;;;;;4122 N 17TH ST
160800078;03/20/2016;02:57 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2020 W EGGERT PL
160800081;03/20/2016;03:16 PM;4.0;ROBBERY;;;;;5000 W MILL RD
160800098;03/20/2016;04:48 PM;5.0;AGGRAVATED ASSAULT;;;;;2452 W CAPITOL DR
160790055;03/19/2016;06:15 AM;7.0;AGGRAVATED ASSAULT;;;;;4915 N 50TH ST
160790069;03/19/2016;12:10 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2035 W COLFAX PL
160790081;03/19/2016;12:30 PM;7.0;AGGRAVATED ASSAULT;;;;;5177 N TEUTONIA AV #1
160790104;03/19/2016;04:27 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4975 N 20TH ST
160790110;03/19/2016;04:31 PM;7.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;4948 W HAMPTON AV #12
160790114;03/19/2016;05:16 PM;4.0;THEFT FROM BUILDING;;;;;5505 N 40TH ST
160790142;03/19/2016;08:01 PM;5.0;AGGRAVATED ASSAULT;;;;;2822 W ATKINSON AV
160790158;03/19/2016;06:35 PM;7.0;MOTOR VEHICLE THEFT;;;;;4905 N 49TH ST
160790161;03/19/2016;10:42 PM;7.0;MOTOR VEHICLE THEFT;;;;;4713 N 20TH ST
160780009;03/18/2016;12:11 AM;7.0;ROBBERY;;;;;5109 N 24TH PL
160780047;03/18/2016;03:19 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5110 W HAMPTON AV
160780052;03/18/2016;08:09 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4887 N GREEN BAY AV
160780063;03/18/2016;10:22 AM;5.0;PURSE SNATCHING;;;;;2000 W CAPITOL DR
160780068;03/18/2016;11:51 AM;4.0;THEFT FROM BUILDING;;;;;6112 N TEUTONIA AV
160780134;03/18/2016;04:50 PM;7.0;SIMPLE ASSAULT;;;;;4821 N 21ST ST
160780137;03/18/2016;05:07 PM;4.0;MOTOR VEHICLE THEFT;;;;;3926 W GOOD HOPE RD
160770029;03/17/2016;07:21 AM;7.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5066 N 28TH ST
160770034;03/17/2016;08:45 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4245 N 28TH ST
160770085;03/17/2016;01:37 PM;7.0;AGGRAVATED ASSAULT;;;;;2226 W LANCASTER AV
160770117;03/17/2016;04:55 PM;7.0;AGGRAVATED ASSAULT;;;;;3328 W CAMERON AV
160770124;03/17/2016;06:26 PM;4.0;MOTOR VEHICLE THEFT;;;;;6043 N 38TH ST
160770154;03/17/2016;08:54 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6800 N TEUTONIA AV
160760022;03/16/2016;07:17 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4046 N 12TH ST
160760025;03/16/2016;07:52 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2110 W ATKINSON AV
160760064;03/16/2016;12:33 PM;7.0;ALL OTHER LARCENY;;;;;4887 N GREEN BAY AV
160760074;03/16/2016;02:32 PM;4.0;MOTOR VEHICLE THEFT;;;;;3131 W MILL ROAD CT
160760083;03/16/2016;04:16 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;2211 W VILLARD AV
160760095;03/16/2016;03:07 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4867 N 36TH ST
160760119;03/16/2016;08:07 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;1432 W CAPITOL DR #LWR
160760130;03/16/2016;09:25 PM;7.0;MOTOR VEHICLE THEFT;;;;;2106 W EGGERT PL
160770009;03/16/2016;11:45 PM;4.0;ROBBERY;;;;;3630 W SILVER SPRING DR
160750020;03/15/2016;01:31 AM;4.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;;;5404 N 40TH ST
160750028;03/15/2016;03:46 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3924 W THURSTON AV
160750057;03/15/2016;10:19 AM;4.0;SIMPLE ASSAULT;;;;;5328 N TEUTONIA AV
160750078;03/15/2016;12:32 PM;7.0;AGGRAVATED ASSAULT;;;;;5123 W VILLARD AV
160750089;03/15/2016;12:12 PM;4.0;SIMPLE ASSAULT;;;;;5832 N 37TH ST
160750108;03/15/2016;03:33 PM;4.0;MOTOR VEHICLE THEFT;;;;;3700 W JUNIPER CT
160760001;03/15/2016;10:51 PM;7.0;ROBBERY;;;;;4829 N 52ND ST
160740056;03/14/2016;08:37 AM;7.0;ROBBERY;;;;;4950 N 24TH ST
160740060;03/14/2016;11:47 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5435 N 38TH ST
160740071;03/14/2016;01:23 PM;5.0;ROBBERY;;;;;4030 N 23RD ST
160740109;03/14/2016;04:32 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4028 W LANCASTER AV
160740125;03/14/2016;05:40 PM;7.0;MOTOR VEHICLE THEFT;;;;;4950 N 24TH ST
160740129;03/14/2016;05:53 PM;4.0;MOTOR VEHICLE THEFT;;;;;6933 N TEUTONIA AV
160740135;03/14/2016;06:25 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4175 N GREEN BAY AV
160740143;03/14/2016;06:51 PM;7.0;AGGRAVATED ASSAULT;;;;;5037 N 19TH PL
160740159;03/14/2016;08:22 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4077 N 20TH ST
160740184;03/14/2016;10:19 PM;7.0;MOTOR VEHICLE THEFT;;;;;1957 W VILLARD AV
160740189;03/14/2016;10:49 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4439 N 30TH ST
160750005;03/14/2016;11:55 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5016 N HOPKINS ST
160730096;03/13/2016;05:36 PM;7.0;INTIMIDATION;;;;;4642 N 19TH PL
160730098;03/13/2016;05:09 PM;5.0;SIMPLE ASSAULT;DISORDERLY CONDUCT;;;;4544 N 27TH ST #3
160730107;03/13/2016;07:24 PM;7.0;MOTOR VEHICLE THEFT;;;;;1818 W FAIRMOUNT AV
160730114;03/13/2016;06:28 PM;4.0;ROBBERY;;;;;5363 N 37TH ST
160730122;03/13/2016;06:09 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;2728 W CAPITOL DR
160720006;03/12/2016;12:32 AM;5.0;MOTOR VEHICLE THEFT;;;;;4126 N TEUTONIA AV
160720010;03/12/2016;12:24 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2433 W ROOSEVELT DR
160720019;03/12/2016;12:43 AM;5.0;AGGRAVATED ASSAULT;;;;;4067 N 15TH ST
160720025;03/12/2016;02:10 AM;5.0;AGGRAVATED ASSAULT;;;;;2826 W ATKINSON AV #202
160720026;03/12/2016;01:59 AM;4.0;AGGRAVATED ASSAULT;;;;;5628 N 40TH ST
160710018;03/11/2016;02:14 AM;4.0;MOTOR VEHICLE THEFT;;;;;5754 N 41ST ST
160710023;03/11/2016;04:20 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2012 W CAPITOL DR
160710030;03/11/2016;06:36 AM;5.0;ROBBERY;;;;;4351 N TEUTONIA AV #5
160710082;03/11/2016;02:31 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5301 N TEUTONIA AV
160710088;03/11/2016;01:33 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4472 N 30TH ST
160710102;03/11/2016;05:12 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6810 N DARIEN ST
160710107;03/11/2016;05:42 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4164 N 21ST ST
160710149;03/11/2016;09:23 PM;7.0;AGGRAVATED ASSAULT;;;;;4910 W HAMPTON AV
160710151;03/11/2016;10:28 PM;4.0;ROBBERY;;;;;6119 N 35TH ST
160700014;03/10/2016;07:41 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5168 N 35TH ST
160700047;03/10/2016;11:24 AM;5.0;ROBBERY;;;;;2012 W CAPITOL DR
160700087;03/10/2016;04:28 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5329 N TEUTONIA AV
160700091;03/10/2016;04:51 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5033 N 25TH ST
160700099;03/10/2016;05:35 PM;4.0;MOTOR VEHICLE THEFT;;;;;3425 W SILVER SPRING DR
160700126;03/10/2016;07:34 PM;5.0;ROBBERY;;;;;4047 N 19TH ST
160700129;03/10/2016;06:57 PM;4.0;AGGRAVATED ASSAULT;;;;;5560 N 34TH ST
160710001;03/10/2016;11:35 PM;5.0;AGGRAVATED ASSAULT;;;;;4328-A N 29TH ST
160710001;03/10/2016;11:35 PM;5.0;SIMPLE ASSAULT;;;;;4328-A N 29TH ST
160690130;03/09/2016;11:58 AM;4.0;MOTOR VEHICLE THEFT;;;;;7000 N TEUTONIA AV
160690145;03/09/2016;06:25 PM;4.0;THEFT FROM BUILDING;;;;;3900 W HEMLOCK ST
160690153;03/09/2016;05:37 PM;7.0;SIMPLE ASSAULT;;;;;4954 N 21ST ST
160690167;03/09/2016;11:18 PM;4.0;MOTOR VEHICLE THEFT;;;;;3616 W VILLARD AV
