;ALAND10;AWATER10;COUNTYFP10;FUNCSTAT10;GEOID10;INTPTLAT10;INTPTLON10;MTFCC10;NAME10;NAMELSAD10;STATEFP10;TRACTCE10;geometry;White;Black or African American;American Indian and Ala Native;Asian;Native Hawaiian/other Pac Isl;Multiple Race;Other Race
69;3810372;168631;079;S;55079000101;+43.1820632;-088.0100300;G5020;1.01;Census Tract 1.01;55;000101;POLYGON ((-87.99448099999999 43.17787, -87.99448 43.17768, -87.995114 43.177684, -87.99701499999999 43.177695, -87.997649 43.1777, -87.99946799999999 43.17772799999999, -88.002495 43.177754, -88.003209 43.17776, -88.004486 43.177746, -88.00456899999999 43.177746, -88.004817 43.17774199999999, -88.00490099999999 43.17774199999999, -88.004937 43.17774, -88.00501899999999 43.177739, -88.005376 43.177732, -88.005495 43.177731, -88.005622 43.177733, -88.006005 43.17774199999999, -88.00613299999999 43.177747, -88.00620099999999 43.177748, -88.006243 43.177748, -88.006573 43.177758, -88.006602 43.177758, -88.006683 43.17776, -88.007378 43.17774199999999, -88.00769799999999 43.17774199999999, -88.008662 43.177741, -88.008983 43.17774199999999, -88.010346 43.177729, -88.011484 43.177719, -88.014433 43.177691, -88.01579699999999 43.177679, -88.017505 43.177663, -88.022634 43.177614, -88.024343 43.177599, -88.02433599999999 43.177809, -88.024311 43.17857, -88.02421199999999 43.181486, -88.024181 43.182458, -88.024175 43.182632, -88.024157 43.183155, -88.024153 43.183294, -88.024169 43.183326, -88.024069 43.184959, -88.023724 43.192487, -88.02176399999999 43.192496, -88.01585399999999 43.192526, -88.013885 43.192537, -88.013677 43.192537, -88.012393 43.192543, -88.011882 43.192545, -88.005877 43.192572, -88.00387499999999 43.192581, -88.00381399999999 43.192581, -87.994288 43.19255, -87.99426099999999 43.18871499999999, -87.99430799999999 43.187199, -87.99445 43.18265299999999, -87.99449799999999 43.181138, -87.994494 43.180446, -87.994484 43.178371, -87.99448099999999 43.17787));1415;3014;15;176;2;48;152
49;6496670;0;079;S;55079000102;+43.1646547;-088.0117003;G5020;1.02;Census Tract 1.02;55;000102;POLYGON ((-87.99450899999999 43.176109, -87.994513 43.175885, -87.994587 43.171943, -87.994615 43.170486, -87.99462899999999 43.17035, -87.99467299999999 43.169943, -87.994688 43.169808, -87.99472799999999 43.168484, -87.99485 43.16451199999999, -87.994891 43.163189, -87.99520000000001 43.16319, -87.996128 43.163194, -87.996438 43.163196, -87.996701 43.163199, -87.99749299999999 43.163211, -87.99775699999999 43.163216, -87.99778599999999 43.163216, -87.998454 43.163224, -88.00054799999999 43.163251, -88.00124599999999 43.163261, -88.00193 43.163268, -88.00398299999999 43.163289, -88.004668 43.163296, -88.004679 43.163026, -88.00471499999999 43.162218, -88.004727 43.161949, -88.00473199999999 43.161843, -88.00474199999999 43.16160199999999, -88.004789 43.160564, -88.00480499999999 43.160218, -88.004834 43.159569, -88.004842 43.159387, -88.004958 43.156894, -88.004997 43.156064, -88.005042 43.155205, -88.00518099999999 43.152631, -88.00522699999999 43.151773, -88.005258 43.151163, -88.00535499999999 43.149335, -88.005388 43.148726, -88.0061 43.148724, -88.008236 43.14872, -88.008949 43.14872, -88.00899 43.14872, -88.010733 43.148711, -88.015254 43.148691, -88.01608499999999 43.148684, -88.01787 43.148671, -88.01834099999999 43.148668, -88.019756 43.148661, -88.020228 43.14865899999999, -88.020713 43.148656, -88.02216799999999 43.148649, -88.022654 43.148647, -88.023161 43.148644, -88.024682 43.148636, -88.02518999999999 43.148634, -88.025183 43.148773, -88.02516399999999 43.149193, -88.02515799999999 43.149333, -88.025127 43.150006, -88.02503399999999 43.15202499999999, -88.025004 43.152699, -88.02498 43.15323, -88.024908 43.154824, -88.024885 43.155356, -88.024878 43.155468, -88.02485899999999 43.155807, -88.02485299999999 43.15591999999999, -88.02484 43.15591999999999, -88.02480299999999 43.15591999999999, -88.02479099999999 43.15591999999999, -88.02475099999999 43.157043, -88.02472499999999 43.157813, -88.02463399999999 43.160413, -88.024596 43.161537, -88.024579 43.161863, -88.02453 43.162842, -88.02451499999999 43.163169, -88.024502 43.164597, -88.024463 43.168881, -88.02445 43.170309, -88.02444 43.170984, -88.02440999999999 43.17301, -88.024401 43.173686, -88.024394 43.1742, -88.024372 43.17574399999999, -88.024366 43.17625899999999, -88.024361 43.176527, -88.02434699999999 43.17733, -88.024343 43.177599, -88.022634 43.177614, -88.017505 43.177663, -88.01579699999999 43.177679, -88.014433 43.177691, -88.011484 43.177719, -88.010346 43.177729, -88.008983 43.17774199999999, -88.008662 43.177741, -88.00769799999999 43.17774199999999, -88.007378 43.17774199999999, -88.006683 43.17776, -88.006602 43.177758, -88.006573 43.177758, -88.006243 43.177748, -88.00620099999999 43.177748, -88.00613299999999 43.177747, -88.006005 43.17774199999999, -88.005622 43.177733, -88.005495 43.177731, -88.005376 43.177732, -88.00501899999999 43.177739, -88.004937 43.17774, -88.00490099999999 43.17774199999999, -88.004817 43.17774199999999, -88.00456899999999 43.177746, -88.004486 43.177746, -88.003209 43.17776, -88.002495 43.177754, -87.99946799999999 43.17772799999999, -87.997649 43.1777, -87.99701499999999 43.177695, -87.995114 43.177684, -87.99448 43.17768, -87.99450499999999 43.176295, -87.99450899999999 43.176109));1142;2131;21;81;3;48;81
272;7908653;102;079;S;55079000201;+43.1866246;-088.0512999;G5020;2.01;Census Tract 2.01;55;000201;POLYGON ((-88.02433599999999 43.177809, -88.024343 43.177599, -88.02517399999999 43.177591, -88.026662 43.177577, -88.027665 43.177569, -88.02849599999999 43.17756199999999, -88.02883 43.177559, -88.02983399999999 43.177549, -88.03016799999999 43.177547, -88.031324 43.177537, -88.031944 43.177532, -88.034792 43.177511, -88.03594699999999 43.177468, -88.03672399999999 43.177535, -88.038212 43.177549, -88.042677 43.177591, -88.043511 43.17760000000001, -88.044157 43.177491, -88.044167 43.177361, -88.04419799999999 43.176973, -88.044209 43.176844, -88.04420999999999 43.176756, -88.04421699999999 43.176493, -88.04422 43.176406, -88.04422099999999 43.176369, -88.044224 43.176099, -88.044237 43.175178, -88.044242 43.174871, -88.044242 43.174866, -88.044242 43.174851, -88.044242 43.174846, -88.04427799999999 43.172655, -88.044282 43.172354, -88.04429499999999 43.171452, -88.04430000000001 43.171152, -88.04430000000001 43.171138, -88.044309 43.170638, -88.04433899999999 43.169099, -88.044349 43.168586, -88.04436099999999 43.167916, -88.04440000000001 43.16590799999999, -88.04441299999999 43.165239, -88.044422 43.164777, -88.044449 43.163395, -88.04445899999999 43.162934, -88.04556599999999 43.162901, -88.04888799999999 43.162803, -88.04999599999999 43.162771, -88.052139 43.162728, -88.05534899999999 43.162666, -88.05760000000001 43.162615, -88.05857 43.162592, -88.06061799999999 43.162544, -88.06071399999999 43.16254199999999, -88.060959 43.162536, -88.061694 43.162518, -88.06193999999999 43.162513, -88.064402 43.162489, -88.06425999999999 43.167418, -88.064216 43.168525, -88.06406799999999 43.172292, -88.06394299999999 43.17392, -88.06382599999999 43.17545399999999, -88.063672 43.176844, -88.06366799999999 43.177044, -88.06365 43.177751, -88.063621 43.178929, -88.06361799999999 43.179016, -88.063508 43.18397299999999, -88.06348799999999 43.184262, -88.063467 43.185823, -88.063475 43.185911, -88.063512 43.186991, -88.06340299999999 43.190025, -88.06338 43.190798, -88.06335299999999 43.192117, -88.06325799999999 43.192117, -88.05681299999999 43.192145, -88.05676099999999 43.192145, -88.05368199999999 43.192164, -88.04372599999999 43.192288, -88.03825499999999 43.192367, -88.038191 43.19237, -88.038141 43.19236799999999, -88.037999 43.192371, -88.03795199999999 43.192373, -88.037532 43.192381, -88.035106 43.192403, -88.03375899999999 43.192416, -88.030883 43.192436, -88.02891 43.192449, -88.02657699999999 43.192466, -88.02373399999999 43.192486, -88.023724 43.192487, -88.024069 43.184959, -88.024169 43.183326, -88.024153 43.183294, -88.024157 43.183155, -88.024175 43.182632, -88.024181 43.182458, -88.02421199999999 43.181486, -88.024311 43.17857, -88.02433599999999 43.177809));1291;3185;16;163;0;569;226
200;7886119;567;079;S;55079000202;+43.1609886;-088.0383229;G5020;2.02;Census Tract 2.02;55;000202;POLYGON ((-88.031944 43.177532, -88.031324 43.177537, -88.03016799999999 43.177547, -88.02983399999999 43.177549, -88.02883 43.177559, -88.02849599999999 43.17756199999999, -88.027665 43.177569, -88.026662 43.177577, -88.02517399999999 43.177591, -88.024343 43.177599, -88.02434699999999 43.17733, -88.024361 43.176527, -88.024366 43.17625899999999, -88.024372 43.17574399999999, -88.024394 43.1742, -88.024401 43.173686, -88.02440999999999 43.17301, -88.02444 43.170984, -88.02445 43.170309, -88.024463 43.168881, -88.024502 43.164597, -88.02451499999999 43.163169, -88.02453 43.162842, -88.024579 43.161863, -88.024596 43.161537, -88.02463399999999 43.160413, -88.02472499999999 43.157813, -88.02475099999999 43.157043, -88.02479099999999 43.15591999999999, -88.02480299999999 43.15591999999999, -88.02484 43.15591999999999, -88.02485299999999 43.15591999999999, -88.02485899999999 43.155807, -88.024878 43.155468, -88.024885 43.155356, -88.024908 43.154824, -88.02498 43.15323, -88.025004 43.152699, -88.02503399999999 43.15202499999999, -88.025127 43.150006, -88.02515799999999 43.149333, -88.02516399999999 43.149193, -88.025183 43.148773, -88.02518999999999 43.148634, -88.02538199999999 43.14863099999999, -88.025961 43.148621, -88.02615399999999 43.148619, -88.02621499999999 43.148618, -88.02676799999999 43.148607, -88.028609 43.148571, -88.029224 43.148559, -88.02989599999999 43.148547, -88.03191099999999 43.148511, -88.032584 43.1485, -88.03396599999999 43.148475, -88.035117 43.1484, -88.035117 43.148455, -88.038479 43.148435, -88.04510599999999 43.148396, -88.04564099999999 43.148399, -88.04589 43.148394, -88.04632199999999 43.148387, -88.04657999999999 43.148386, -88.046796 43.148388, -88.047297 43.148342, -88.047917 43.148253, -88.04822799999999 43.148188, -88.04839699999999 43.148153, -88.04875899999999 43.148057, -88.048986 43.147987, -88.04904999999999 43.147966, -88.049245 43.147905, -88.04930999999999 43.147885, -88.04947199999999 43.147834, -88.04954599999999 43.14781, -88.050164 43.147617, -88.05025499999999 43.147588, -88.05049099999999 43.147513, -88.050618 43.147472, -88.05086899999999 43.147392, -88.051002 43.147351, -88.051131 43.147313, -88.051402 43.147231, -88.05156099999999 43.147198, -88.051991 43.147109, -88.05200699999999 43.147106, -88.05272599999999 43.146975, -88.053282 43.14697, -88.054097 43.146959, -88.054147 43.146958, -88.054751 43.146987, -88.05510099999999 43.146984, -88.05524699999999 43.146989, -88.055542 43.146996, -88.055593 43.146997, -88.055747 43.14700000000001, -88.05579899999999 43.147002, -88.05631199999999 43.147013, -88.056409 43.147016, -88.056721 43.147037, -88.057046 43.147097, -88.05726199999999 43.14715899999999, -88.057497 43.147249, -88.057659 43.147331, -88.05778099999999 43.147407, -88.058021 43.147558, -88.05820199999999 43.147701, -88.058313 43.147755, -88.05842299999999 43.147832, -88.058635 43.147943, -88.05887 43.14802, -88.05900199999999 43.14805, -88.059411 43.148082, -88.05954799999999 43.148082, -88.061139 43.148043, -88.061206 43.148041, -88.06290299999999 43.148014, -88.063153 43.148011, -88.064403 43.147993, -88.064408 43.149868, -88.06446 43.154829, -88.06446099999999 43.156678, -88.064452 43.156775, -88.06440499999999 43.157725, -88.06443399999999 43.158126, -88.06442899999999 43.158378, -88.06442699999999 43.158515, -88.064432 43.15861899999999, -88.064409 43.15975299999999, -88.06442 43.160337, -88.064424 43.160487, -88.064415 43.161127, -88.064413 43.161464, -88.064424 43.16172, -88.064402 43.162489, -88.06193999999999 43.162513, -88.061694 43.162518, -88.060959 43.162536, -88.06071399999999 43.16254199999999, -88.06061799999999 43.162544, -88.05857 43.162592, -88.05760000000001 43.162615, -88.05534899999999 43.162666, -88.052139 43.162728, -88.04999599999999 43.162771, -88.04888799999999 43.162803, -88.04556599999999 43.162901, -88.04445899999999 43.162934, -88.044449 43.163395, -88.044422 43.164777, -88.04441299999999 43.165239, -88.04440000000001 43.16590799999999, -88.04436099999999 43.167916, -88.044349 43.168586, -88.04433899999999 43.169099, -88.044309 43.170638, -88.04430000000001 43.171138, -88.04430000000001 43.171152, -88.04429499999999 43.171452, -88.044282 43.172354, -88.04427799999999 43.172655, -88.044242 43.174846, -88.044242 43.174851, -88.044242 43.174866, -88.044242 43.174871, -88.044237 43.175178, -88.044224 43.176099, -88.04422099999999 43.176369, -88.04422 43.176406, -88.04421699999999 43.176493, -88.04420999999999 43.176756, -88.044209 43.176844, -88.04419799999999 43.176973, -88.044167 43.177361, -88.044157 43.177491, -88.043511 43.17760000000001, -88.042677 43.177591, -88.038212 43.177549, -88.03672399999999 43.177535, -88.03594699999999 43.177468, -88.034792 43.177511, -88.031944 43.177532));2449;3051;50;279;8;56;208
123;2010486;1761;079;S;55079000301;+43.1352279;-088.0592032;G5020;3.01;Census Tract 3.01;55;000301;POLYGON ((-88.06467599999999 43.142611, -88.064492 43.146717, -88.064403 43.147993, -88.063153 43.148011, -88.06290299999999 43.148014, -88.061206 43.148041, -88.061139 43.148043, -88.05954799999999 43.148082, -88.059411 43.148082, -88.05900199999999 43.14805, -88.05887 43.14802, -88.058635 43.147943, -88.05842299999999 43.147832, -88.058313 43.147755, -88.05820199999999 43.147701, -88.058021 43.147558, -88.05778099999999 43.147407, -88.057659 43.147331, -88.057497 43.147249, -88.05726199999999 43.14715899999999, -88.057046 43.147097, -88.056721 43.147037, -88.056409 43.147016, -88.05631199999999 43.147013, -88.05579899999999 43.147002, -88.055747 43.14700000000001, -88.055593 43.146997, -88.055542 43.146996, -88.05524699999999 43.146989, -88.05510099999999 43.146984, -88.054751 43.146987, -88.054782 43.145393, -88.05480899999999 43.14449399999999, -88.05498799999999 43.144109, -88.05483699999999 43.143476, -88.05488 43.141927, -88.054878 43.140736, -88.054878 43.14067499999999, -88.05486999999999 43.140424, -88.05486999999999 43.140405, -88.054868 43.140325, -88.054845 43.139715, -88.05484199999999 43.139407, -88.05487099999999 43.138952, -88.05490899999999 43.138374, -88.055239 43.1372, -88.05529299999999 43.136681, -88.05532699999999 43.136363, -88.055347 43.136104, -88.055375 43.135752, -88.05536099999999 43.135679, -88.05522999999999 43.134981, -88.05515899999999 43.134414, -88.05510599999999 43.13399099999999, -88.05510699999999 43.133637, -88.055109 43.133451, -88.05508399999999 43.132701, -88.05506699999999 43.132577, -88.055021 43.132227, -88.055037 43.131752, -88.05505599999999 43.131223, -88.055177 43.130605, -88.05525899999999 43.130354, -88.055364 43.130038, -88.055413 43.129906, -88.05547899999999 43.129726, -88.055679 43.129185, -88.055746 43.129006, -88.055802 43.128854, -88.055843 43.128754, -88.055961 43.128501, -88.05620999999999 43.127972, -88.056586 43.126977, -88.05663799999999 43.126841, -88.05672 43.126446, -88.056749 43.126084, -88.05683999999999 43.124998, -88.056871 43.124637, -88.05695799999999 43.124635, -88.057222 43.124629, -88.057311 43.124628, -88.057451 43.124626, -88.05787099999999 43.124619, -88.05801199999999 43.124618, -88.058497 43.12461, -88.05995299999999 43.124588, -88.060439 43.124581, -88.06091699999999 43.124573, -88.06162499999999 43.12456299999999, -88.06235199999999 43.124552, -88.062831 43.124545, -88.06329699999999 43.124537, -88.06469799999999 43.124516, -88.06516499999999 43.12451, -88.06560399999999 43.124501, -88.06562099999999 43.125387, -88.06513 43.125399, -88.065123 43.12634, -88.065108 43.128141, -88.065141 43.131288, -88.065139 43.13136799999999, -88.065085 43.133544, -88.06506 43.134573, -88.065057 43.134692, -88.065057 43.134706, -88.06504 43.135371, -88.065032 43.135707, -88.064976 43.136868, -88.064955 43.137436, -88.064904 43.138542, -88.06486799999999 43.139215, -88.064798 43.140298, -88.064729 43.14132499999999, -88.064719 43.141546, -88.06471599999999 43.141832, -88.06467599999999 43.142611));1254;154;4;26;2;5;38
100;1805014;0;079;S;55079000302;+43.1391936;-088.0464643;G5020;3.02;Census Tract 3.02;55;000302;POLYGON ((-88.05010899999999 43.147225, -88.05000699999999 43.147148, -88.049966 43.14712, -88.048872 43.146397, -88.048372 43.146157, -88.048284 43.14611, -88.047704 43.145806, -88.04514399999999 43.14446299999999, -88.04512099999999 43.14445, -88.04392399999999 43.143776, -88.04244 43.14290099999999, -88.04088 43.141782, -88.04010599999999 43.141165, -88.03980399999999 43.140933, -88.036974 43.138763, -88.03649399999999 43.138395, -88.03505699999999 43.137292, -88.034578 43.136925, -88.034356 43.136755, -88.033692 43.136245, -88.03347099999999 43.136076, -88.03345399999999 43.136063, -88.033428 43.136044, -88.03330099999999 43.135951, -88.033259 43.135921, -88.03335899999999 43.135865, -88.03357799999999 43.135616, -88.03360000000001 43.135532, -88.033655 43.135331, -88.033541 43.135131, -88.03325699999999 43.134851, -88.032679 43.13435399999999, -88.03246 43.134166, -88.032505 43.13409, -88.03255799999999 43.134057, -88.032601 43.133995, -88.032611 43.13398, -88.03261499999999 43.13398, -88.03262699999999 43.13398, -88.03263199999999 43.13398, -88.03318299999999 43.133973, -88.03483899999999 43.133954, -88.03539099999999 43.133948, -88.03564 43.133947, -88.03638699999999 43.133944, -88.036637 43.133944, -88.036884 43.13394, -88.037628 43.13393, -88.037876 43.133928, -88.038118 43.133925, -88.03884499999999 43.133918, -88.03908799999999 43.133916, -88.04030999999999 43.133909, -88.041431 43.133902, -88.04153199999999 43.133902, -88.04275899999999 43.133893, -88.043004 43.133891, -88.043739 43.13388399999999, -88.04398499999999 43.133883, -88.044242 43.133881, -88.04501499999999 43.133875, -88.04527299999999 43.133874, -88.046121 43.133855, -88.048666 43.1338, -88.048903 43.133795, -88.049515 43.133823, -88.049784 43.133836, -88.049915 43.133849, -88.05049099999999 43.133907, -88.051103 43.134025, -88.051236 43.134051, -88.05148899999999 43.134135, -88.051929 43.134179, -88.052066 43.134193, -88.052612 43.134223, -88.05314799999999 43.134214, -88.053254 43.134208, -88.05367 43.134186, -88.053696 43.134183, -88.053935 43.134156, -88.053978 43.13415, -88.05444799999999 43.134086, -88.054824 43.134031, -88.05510599999999 43.13399099999999, -88.05515899999999 43.134414, -88.05522999999999 43.134981, -88.05536099999999 43.135679, -88.055375 43.135752, -88.055347 43.136104, -88.05532699999999 43.136363, -88.05529299999999 43.136681, -88.055239 43.1372, -88.05490899999999 43.138374, -88.05487099999999 43.138952, -88.05484199999999 43.139407, -88.054845 43.139715, -88.054868 43.140325, -88.05486999999999 43.140405, -88.05486999999999 43.140424, -88.054878 43.14067499999999, -88.054878 43.140736, -88.05488 43.141927, -88.05483699999999 43.143476, -88.05498799999999 43.144109, -88.05480899999999 43.14449399999999, -88.054782 43.145393, -88.054751 43.146987, -88.054147 43.146958, -88.054097 43.146959, -88.053282 43.14697, -88.05272599999999 43.146975, -88.05200699999999 43.147106, -88.051991 43.147109, -88.05156099999999 43.147198, -88.051402 43.147231, -88.051131 43.147313, -88.051002 43.147351, -88.05086899999999 43.147392, -88.050618 43.147472, -88.05049099999999 43.147513, -88.05010899999999 43.147225));388;2426;4;55;1;51;103
99;1588666;0;079;S;55079000303;+43.1296840;-088.0458344;G5020;3.03;Census Tract 3.03;55;000303;POLYGON ((-88.03263199999999 43.13398, -88.03262699999999 43.13398, -88.03261499999999 43.13398, -88.032611 43.13398, -88.03263099999999 43.133952, -88.032707 43.133842, -88.03272899999999 43.133765, -88.03327399999999 43.13274699999999, -88.033946 43.13164, -88.03461299999999 43.130546, -88.03616099999999 43.129181, -88.03786699999999 43.127705, -88.038158 43.127485, -88.038428 43.127243, -88.03984 43.126186, -88.041106 43.125239, -88.041105 43.125217, -88.04144699999999 43.12503, -88.04202699999999 43.124629, -88.042109 43.124688, -88.042357 43.12486699999999, -88.04244 43.124927, -88.04255599999999 43.124951, -88.04290399999999 43.125023, -88.043021 43.125048, -88.0433 43.124848, -88.044555 43.124833, -88.045597 43.12482199999999, -88.049352 43.124755, -88.050952 43.124727, -88.05135899999999 43.124721, -88.052582 43.124703, -88.05298999999999 43.124698, -88.05323199999999 43.124694, -88.05395799999999 43.124683, -88.05420099999999 43.12468, -88.05446099999999 43.124676, -88.05524 43.124664, -88.05550099999999 43.124661, -88.05548999999999 43.125023, -88.05545699999999 43.126108, -88.055447 43.126471, -88.055701 43.126466, -88.056465 43.12645, -88.05672 43.126446, -88.05663799999999 43.126841, -88.056586 43.126977, -88.05620999999999 43.127972, -88.055961 43.128501, -88.055843 43.128754, -88.055802 43.128854, -88.055746 43.129006, -88.055679 43.129185, -88.05547899999999 43.129726, -88.055413 43.129906, -88.055364 43.130038, -88.05525899999999 43.130354, -88.055177 43.130605, -88.05505599999999 43.131223, -88.055037 43.131752, -88.055021 43.132227, -88.05506699999999 43.132577, -88.05508399999999 43.132701, -88.055109 43.133451, -88.05510699999999 43.133637, -88.05510599999999 43.13399099999999, -88.054824 43.134031, -88.05444799999999 43.134086, -88.053978 43.13415, -88.053935 43.134156, -88.053696 43.134183, -88.05367 43.134186, -88.053254 43.134208, -88.05314799999999 43.134214, -88.052612 43.134223, -88.052066 43.134193, -88.051929 43.134179, -88.05148899999999 43.134135, -88.051236 43.134051, -88.051103 43.134025, -88.05049099999999 43.133907, -88.049915 43.133849, -88.049784 43.133836, -88.049515 43.133823, -88.048903 43.133795, -88.048666 43.1338, -88.046121 43.133855, -88.04527299999999 43.133874, -88.04501499999999 43.133875, -88.044242 43.133881, -88.04398499999999 43.133883, -88.043739 43.13388399999999, -88.043004 43.133891, -88.04275899999999 43.133893, -88.04153199999999 43.133902, -88.041431 43.133902, -88.04030999999999 43.133909, -88.03908799999999 43.133916, -88.03884499999999 43.133918, -88.038118 43.133925, -88.037876 43.133928, -88.037628 43.13393, -88.036884 43.13394, -88.036637 43.133944, -88.03638699999999 43.133944, -88.03564 43.133947, -88.03539099999999 43.133948, -88.03483899999999 43.133954, -88.03318299999999 43.133973, -88.03263199999999 43.13398));906;695;8;96;1;39;128
124;3366597;0;079;S;55079000304;+43.1436317;-088.0265683;G5020;3.04;Census Tract 3.04;55;000304;POLYGON ((-88.00546899999999 43.146007, -88.00547 43.145962, -88.00547899999999 43.145559, -88.00548099999999 43.145458, -88.00550799999999 43.144179, -88.005516 43.143814, -88.005528 43.143266, -88.00553699999999 43.14290099999999, -88.005568 43.141808, -88.005578 43.141444, -88.005758 43.141443, -88.006298 43.141439, -88.006478 43.141439, -88.007283 43.141434, -88.00970099999999 43.141419, -88.01050699999999 43.14141499999999, -88.011049 43.141411, -88.01218799999999 43.141404, -88.01249799999999 43.141391, -88.01267799999999 43.141378, -88.01270599999999 43.141377, -88.013217 43.141312, -88.013598 43.141229, -88.013706 43.141199, -88.01401299999999 43.141116, -88.014228 43.141046, -88.014488 43.14094799999999, -88.014707 43.14085499999999, -88.01510999999999 43.140662, -88.01524499999999 43.14059899999999, -88.015562 43.140443, -88.015608 43.140487, -88.01574599999999 43.140619, -88.01579199999999 43.140664, -88.01593699999999 43.140803, -88.01606 43.140921, -88.016076 43.140937, -88.01636599999999 43.141229, -88.016508 43.141373, -88.017005 43.14109, -88.01737199999999 43.140883, -88.01781199999999 43.140653, -88.01800999999999 43.14054, -88.018383 43.140399, -88.018536 43.14035399999999, -88.018547 43.140352, -88.019114 43.140276, -88.01920199999999 43.140265, -88.01948299999999 43.14028099999999, -88.019656 43.140305, -88.019921 43.14035699999999, -88.020055 43.140398, -88.02010899999999 43.140419, -88.02184 43.141093, -88.02224099999999 43.14122, -88.02248399999999 43.141274, -88.02279 43.14132, -88.022993 43.141335, -88.02304699999999 43.14133899999999, -88.024007 43.141337, -88.024272 43.141335, -88.025066 43.141331, -88.02533199999999 43.14133, -88.02533699999999 43.140979, -88.025339 43.140878, -88.025352 43.139926, -88.025358 43.139576, -88.025362 43.139238, -88.02537799999999 43.138227, -88.02538299999999 43.13789, -88.025384 43.137797, -88.02539 43.13751999999999, -88.02539299999999 43.137428, -88.0254 43.136843, -88.025425 43.135091, -88.02543299999999 43.134507, -88.02543299999999 43.134417, -88.025437 43.13415, -88.02543899999999 43.134061, -88.025762 43.134057, -88.02673399999999 43.134047, -88.027058 43.134044, -88.02749399999999 43.134039, -88.02880499999999 43.134023, -88.029242 43.134019, -88.029394 43.134017, -88.02985099999999 43.134011, -88.03000399999999 43.13401, -88.03013399999999 43.134008, -88.030523 43.13400499999999, -88.030654 43.134004, -88.03104499999999 43.133999, -88.032219 43.133984, -88.032611 43.13398, -88.032601 43.133995, -88.03255799999999 43.134057, -88.032505 43.13409, -88.03246 43.134166, -88.032679 43.13435399999999, -88.03325699999999 43.134851, -88.033541 43.135131, -88.033655 43.135331, -88.03360000000001 43.135532, -88.03357799999999 43.135616, -88.03335899999999 43.135865, -88.033259 43.135921, -88.03330099999999 43.135951, -88.033428 43.136044, -88.03345399999999 43.136063, -88.03347099999999 43.136076, -88.033692 43.136245, -88.034356 43.136755, -88.034578 43.136925, -88.03505699999999 43.137292, -88.03649399999999 43.138395, -88.036974 43.138763, -88.03980399999999 43.140933, -88.04010599999999 43.141165, -88.04088 43.141782, -88.04244 43.14290099999999, -88.04392399999999 43.143776, -88.04512099999999 43.14445, -88.04514399999999 43.14446299999999, -88.047704 43.145806, -88.048284 43.14611, -88.048372 43.146157, -88.048872 43.146397, -88.049966 43.14712, -88.05000699999999 43.147148, -88.05010899999999 43.147225, -88.05049099999999 43.147513, -88.05025499999999 43.147588, -88.050164 43.147617, -88.04954599999999 43.14781, -88.04947199999999 43.147834, -88.04930999999999 43.147885, -88.049245 43.147905, -88.04904999999999 43.147966, -88.048986 43.147987, -88.04875899999999 43.148057, -88.04839699999999 43.148153, -88.04822799999999 43.148188, -88.047917 43.148253, -88.047297 43.148342, -88.046796 43.148388, -88.04657999999999 43.148386, -88.04632199999999 43.148387, -88.04589 43.148394, -88.04564099999999 43.148399, -88.04510599999999 43.148396, -88.038479 43.148435, -88.035117 43.148455, -88.035117 43.1484, -88.03396599999999 43.148475, -88.032584 43.1485, -88.03191099999999 43.148511, -88.02989599999999 43.148547, -88.029224 43.148559, -88.028609 43.148571, -88.02676799999999 43.148607, -88.02621499999999 43.148618, -88.02615399999999 43.148619, -88.025961 43.148621, -88.02538199999999 43.14863099999999, -88.02518999999999 43.148634, -88.024682 43.148636, -88.023161 43.148644, -88.022654 43.148647, -88.02216799999999 43.148649, -88.020713 43.148656, -88.020228 43.14865899999999, -88.019756 43.148661, -88.01834099999999 43.148668, -88.01787 43.148671, -88.01608499999999 43.148684, -88.015254 43.148691, -88.010733 43.148711, -88.00899 43.14872, -88.008949 43.14872, -88.008236 43.14872, -88.0061 43.148724, -88.005388 43.148726, -88.005403 43.148182, -88.00545199999999 43.14655, -88.00546899999999 43.146007));1389;1517;12;285;1;40;138
