Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
051810027;06/30/2005;03:32 AM;4.0;SIMPLE ASSAULT;;;;;5805 N 37TH ST
051810075;06/30/2005;11:30 AM;7.0;ALL OTHER LARCENY;;;;;4838 N 51ST BL
051810088;06/30/2005;12:13 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4071 N 25TH ST
051810117;06/30/2005;01:12 PM;7.0;MOTOR VEHICLE THEFT;;;;;4485 N GREEN BAY AV
051810128;06/30/2005;03:30 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2915 W CARMEN AV
051810145;06/30/2005;02:33 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5360 N 13TH ST
051810161;06/30/2005;05:46 PM;4.0;SIMPLE ASSAULT;;;;;5747 N 38TH ST
051750026;06/29/2005;02:35 AM;4.0;ALL OTHER LARCENY;;;;;5714 N 43RD ST
051800076;06/29/2005;09:37 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4842 N 26TH ST
051800104;06/29/2005;10:31 AM;7.0;ROBBERY;;;;;2110 W HAMPTON AV
051800107;06/29/2005;11:16 AM;7.0;SIMPLE ASSAULT;;;;;5105 N 39TH ST
051800114;06/29/2005;12:34 PM;7.0;ALL OTHER LARCENY;;;;;4667 N 19TH ST
051800135;06/29/2005;01:17 PM;4.0;SIMPLE ASSAULT;;;;;6072 N 40TH ST
051800149;06/29/2005;03:45 PM;5.0;ALL OTHER LARCENY;;;;;4040 N GREEN BAY AV
051790028;06/28/2005;05:28 AM;4.0;ROBBERY;;;;;4000 W VILLARD AV
051790065;06/28/2005;09:38 AM;5.0;ROBBERY;;;;;4040 N GREEN BAY AV
051790093;06/28/2005;12:24 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;7007 N 42ND ST
051790094;06/28/2005;12:26 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2531 W VICTORY LA
051790205;06/28/2005;10:35 PM;7.0;SIMPLE ASSAULT;;;;;4102 W FAIRMOUNT AV
051800001;06/28/2005;10:20 PM;4.0;AGGRAVATED ASSAULT;;;;;5427 N 35TH ST
051800039;06/28/2005;01:32 PM;5.0;ALL OTHER LARCENY;;;;;4427 N GREEN BAY AV
051780021;06/27/2005;02:31 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;1736 W CONGRESS ST
051780048;06/27/2005;08:08 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5255 N TEUTONIA AV
051780051;06/27/2005;07:46 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4840 N 42ND ST
051780053;06/27/2005;08:04 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5000 N 53RD ST
