Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
092720155;09/30/2009;12:40 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4352 N 19TH ST
092730008;09/30/2009;02:03 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3900 W VILLARD AV
092730026;09/30/2009;09:10 AM;4.0;MOTOR VEHICLE THEFT;;;;;5713 N 38TH ST
092730036;09/30/2009;10:18 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;3000 W CAPITOL DR
092730037;09/30/2009;06:45 AM;4.0;THEFT FROM BUILDING;;;;;5876 N 32ND ST #4
092730056;09/30/2009;12:14 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;2919 W CAMERON AV
092730061;09/30/2009;11:19 AM;4.0;ALL OTHER LARCENY;;;;;2826 W SILVER SPRING DR
092730064;09/30/2009;09:15 AM;5.0;MOTOR VEHICLE THEFT;;;;;1300 W OLIVE ST
092730084;09/30/2009;12:03 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4063 N 16TH ST
092730099;09/30/2009;03:54 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;2931 W CAMERON AV
092730141;09/30/2009;08:08 PM;7.0;ROBBERY;;;;;4801 N SHERMAN BL
092730142;09/30/2009;06:22 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5851 N 39TH ST
092720018;09/29/2009;06:19 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3232 W SILVER SPRING DR #102
092720024;09/29/2009;08:35 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4319 N 18TH ST
092720041;09/29/2009;10:44 AM;4.0;ALL OTHER LARCENY;;;;;5823 N TEUTONIA AV
092720043;09/29/2009;08:50 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4965 N 24TH ST
092720056;09/29/2009;10:26 AM;7.0;SHOPLIFTING;;;;;2601 W HAMPTON AV
092720066;09/29/2009;12:25 PM;7.0;SIMPLE ASSAULT;;;;;4954 N 38TH ST
092720098;09/29/2009;04:12 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5200 N 34TH ST
092720109;09/29/2009;04:38 PM;7.0;SIMPLE ASSAULT;;;;;5060 N 49TH ST
092720134;09/29/2009;07:13 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4722 N 31ST ST
