Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Location
060820119;03/23/2006;04:14 PM;2.0;THEFT FROM MOTOR VEHICLE;;;319 W VIRGINIA ST
060810020;03/22/2006;04:34 AM;2.0;MOTOR VEHICLE THEFT;;;2468 S 8TH ST
060810030;03/22/2006;06:44 AM;6.0;MOTOR VEHICLE THEFT;;;2012 W ORCHARD ST
060810037;03/22/2006;07:29 AM;2.0;MOTOR VEHICLE THEFT;;;2665 S 12TH ST
060810055;03/22/2006;10:40 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1428 S 1ST ST
060810057;03/22/2006;11:05 AM;2.0;ALL OTHER LARCENY;;;2512 S 15TH ST
060810060;03/22/2006;11:14 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2336 S 12TH ST
060810116;03/22/2006;04:17 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1210 W MINERAL ST
060810123;03/22/2006;10:21 AM;2.0;AGGRAVATED ASSAULT;;;1576 W ORCHARD ST
060810128;03/22/2006;05:26 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2604 S 12TH ST
060810133;03/22/2006;05:33 PM;2.0;THEFT FROM MOTOR VEHICLE;;;1210 W MINERAL ST
060810174;03/22/2006;08:05 PM;2.0;THEFT FROM BUILDING;;;1013 W HISTORIC MITCHELL ST
060810176;03/22/2006;08:17 PM;2.0;MOTOR VEHICLE THEFT;;;1401 W WASHINGTON ST
060820005;03/22/2006;10:43 PM;2.0;ROBBERY;;;606 W GRANT ST
060800007;03/21/2006;01:37 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;1425 W GREENFIELD AV #A
060800021;03/21/2006;07:56 AM;2.0;SIMPLE ASSAULT;;;1325 W MINERAL ST
060800047;03/21/2006;10:19 AM;2.0;MOTOR VEHICLE THEFT;;;1510 S 10TH ST
060800075;03/21/2006;11:49 AM;2.0;SIMPLE ASSAULT;;;632 W HISTORIC MITCHELL ST #1
060800101;03/21/2006;03:30 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;106 W SEEBOTH ST
060800103;03/21/2006;03:30 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;110 W SEEBOTH ST
060800114;03/21/2006;04:20 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1518 S 10TH ST
060800142;03/21/2006;04:09 PM;2.0;SIMPLE ASSAULT;;;541 W LAPHAM BL #104
060800162;03/21/2006;05:28 PM;2.0;MOTOR VEHICLE THEFT;;;1428 S CESAR E CHAVEZ DR
060800163;03/21/2006;05:20 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;1623 W BECHER ST #LWR
060800184;03/21/2006;07:45 PM;2.0;AGGRAVATED ASSAULT;;;2336 S 16TH ST
060800193;03/21/2006;10:24 PM;2.0;SIMPLE ASSAULT;;;323 W WASHINGTON ST #A
060810004;03/21/2006;10:34 PM;2.0;ROBBERY;;;1138 S 12TH ST
060810005;03/21/2006;11:57 PM;2.0;AGGRAVATED ASSAULT;;;2177 S 17TH ST #A
062670045;03/21/2006;03:15 PM;2.0;SHOPLIFTING;ALL OTHER OFFENSES;;615 W HISTORIC MITCHELL ST
060790010;03/20/2006;02:35 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1824 S 17TH ST
060790017;03/20/2006;06:09 AM;2.0;MOTOR VEHICLE THEFT;;;1653 S 15TH PL
060790053;03/20/2006;10:35 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1517 W WALKER ST
060790059;03/20/2006;10:54 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1228 S CESAR E CHAVEZ DR
060790083;03/20/2006;12:19 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1331 W SCOTT ST
060790090;03/20/2006;12:32 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2018 S 16TH ST
060790096;03/20/2006;01:10 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;160 S 2ND ST
060790113;03/20/2006;01:46 PM;2.0;ALL OTHER LARCENY;;;823 W MAPLE ST
060790119;03/20/2006;02:22 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1813 S 10TH ST
060790124;03/20/2006;01:23 PM;2.0;THEFT FROM BUILDING;;;1430-A W GREENFIELD AV
060790154;03/20/2006;04:34 PM;2.0;SIMPLE ASSAULT;;;2031 S 14TH ST #C
060790164;03/20/2006;06:26 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;209 W FLORIDA ST
060780008;03/19/2006;01:06 AM;6.0;BURGLARY/BREAKING AND ENTERING;;;1927 S WINONA LA
060780009;03/19/2006;02:28 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;731 W BECHER ST
060780014;03/19/2006;02:32 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;AGGRAVATED ASSAULT;;2414 S 9TH PL
060780022;03/19/2006;02:51 AM;2.0;ALL OTHER LARCENY;;;906 S BARCLAY ST
060780023;03/19/2006;02:51 AM;2.0;ALL OTHER LARCENY;;;200 S BARCLAY ST
060780024;03/19/2006;02:51 AM;2.0;ALL OTHER LARCENY;;;200 S BARCLAY ST
060780046;03/19/2006;08:54 AM;2.0;AGGRAVATED ASSAULT;;;2123 S 15TH ST
060780067;03/19/2006;01:33 PM;2.0;ALL OTHER LARCENY;;;1575 S 10TH ST
060780083;03/19/2006;02:56 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2674 S 16TH ST
060780128;03/19/2006;09:56 PM;2.0;MOTOR VEHICLE THEFT;;;1016 W ORCHARD ST
060770018;03/18/2006;04:18 AM;2.0;ROBBERY;;;1301 W GREENFIELD AV
060770023;03/18/2006;02:37 AM;2.0;AGGRAVATED ASSAULT;;;1133 W HARRISON AV
060770028;03/18/2006;04:23 AM;2.0;BURGLARY/BREAKING AND ENTERING;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;2332 S 11TH ST
060770054;03/18/2006;08:05 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;2518 S 11TH ST
060770056;03/18/2006;10:17 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1530 S COMSTOCK AV
060770087;03/18/2006;01:30 PM;2.0;ALL OTHER LARCENY;;;2078 S 8TH ST
060770115;03/18/2006;03:38 PM;6.0;SHOPLIFTING;;;1818 W NATIONAL AV
060770117;03/18/2006;05:18 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2240 S 15TH ST
060770149;03/18/2006;09:07 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1435 W BURNHAM ST
060760058;03/17/2006;10:38 AM;2.0;ALL OTHER LARCENY;;;2431 S 10TH ST
060760063;03/17/2006;09:56 AM;2.0;THEFT FROM COIN-OPPERATED MACHINES;;;1575 W MITCHELL ST
060760076;03/17/2006;10:44 AM;2.0;MOTOR VEHICLE THEFT;;;1634 S 8TH ST
060760087;03/17/2006;12:42 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1135 S CESAR E CHAVEZ DR
060760097;03/17/2006;02:39 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1026 W MADISON ST
060760110;03/17/2006;03:49 PM;2.0;MOTOR VEHICLE THEFT;;;200 W ORCHARD ST
060760138;03/17/2006;08:05 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1528 S 10TH ST
060760151;03/17/2006;08:43 PM;6.0;ROBBERY;;;831 S CESAR E CHAVEZ DR
060770003;03/17/2006;11:51 PM;6.0;MOTOR VEHICLE THEFT;;;1122 S 17TH ST
060750040;03/16/2006;04:30 PM;2.0;AGGRAVATED ASSAULT;;;611 W MAPLE ST
060750041;03/16/2006;09:10 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1569 S UNION ST
060750072;03/16/2006;01:00 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1734 W MINERAL ST
060750100;03/16/2006;01:16 PM;2.0;MOTOR VEHICLE THEFT;;;1801 W FOREST HOME AV
060750173;03/16/2006;08:39 PM;2.0;MOTOR VEHICLE THEFT;;;511 W MAPLE ST
060750174;03/16/2006;08:47 PM;2.0;MOTOR VEHICLE THEFT;;;1316 W HARRISON AV
060750190;03/16/2006;10:44 PM;2.0;MOTOR VEHICLE THEFT;;;1553 S 12TH ST
060740016;03/15/2006;12:57 AM;2.0;ROBBERY;;;2401 S 6TH ST
060740020;03/15/2006;02:45 AM;2.0;AGGRAVATED ASSAULT;;;2126 S 18TH ST
060740024;03/15/2006;05:42 AM;6.0;SIMPLE ASSAULT;;;1700 W NATIONAL AV
060740033;03/15/2006;08:15 AM;2.0;THEFT FROM MOTOR VEHICLE;;;1123 S 3RD ST
060740045;03/15/2006;09:43 AM;6.0;ALL OTHER LARCENY;;;1818 W NATIONAL AV
060740070;03/15/2006;10:58 AM;6.0;MOTOR VEHICLE THEFT;;;1713 W MITCHELL ST
060740098;03/15/2006;11:55 AM;2.0;ROBBERY;;;1540 W FOREST HOME AV
060740103;03/15/2006;02:17 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1533 S 11TH ST
060740175;03/15/2006;07:20 PM;2.0;ROBBERY;;;1570 W MITCHELL ST
060740178;03/15/2006;09:20 PM;2.0;ALL OTHER LARCENY;;;1931 S 14TH ST
060740184;03/15/2006;10:03 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;802 W HISTORIC MITCHELL ST
060740188;03/15/2006;09:20 PM;2.0;MOTOR VEHICLE THEFT;;;1150 W LINCOLN AV
060730004;03/14/2006;12:50 AM;2.0;SIMPLE ASSAULT;;;2350 S 10TH ST
060730017;03/14/2006;02:15 AM;2.0;MOTOR VEHICLE THEFT;;;1450 S 14TH ST
060730021;03/14/2006;04:23 AM;2.0;AGGRAVATED ASSAULT;;;2178 S 18TH ST
060730053;03/14/2006;09:02 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1659 S PEARL ST
060730089;03/14/2006;11:16 AM;2.0;THEFT FROM MOTOR VEHICLE;;;812 S 9TH ST
060730103;03/14/2006;12:49 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;920 W WINDLAKE AV
060730119;03/14/2006;01:26 PM;2.0;MOTOR VEHICLE THEFT;;;1555 S 12TH ST
060730135;03/14/2006;03:21 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1529 W GREENFIELD AV
060730148;03/14/2006;04:17 PM;6.0;ROBBERY;;;1818 W NATIONAL AV
060730173;03/14/2006;05:20 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1246 S 15TH PL
060730190;03/14/2006;06:52 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1515 W MINERAL ST
060730196;03/14/2006;06:22 PM;2.0;THEFT FROM BUILDING;;;823 S 4TH ST
060730202;03/14/2006;07:29 PM;2.0;MOTOR VEHICLE THEFT;;;971 W WINDLAKE AV
060730224;03/14/2006;09:39 PM;2.0;ROBBERY;;;1332 W WASHINGTON ST
060730227;03/14/2006;09:11 PM;2.0;ROBBERY;;;2348 S 13TH ST
060720017;03/13/2006;08:20 AM;2.0;ROBBERY;;;2004 S 15TH PL
060720021;03/13/2006;07:37 AM;6.0;THEFT FROM MOTOR VEHICLE;;;924 S 19TH ST
060720025;03/13/2006;08:00 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;903 S 17TH ST
060720033;03/13/2006;08:06 AM;2.0;MOTOR VEHICLE THEFT;;;1316 W CLEVELAND AV
060720041;03/13/2006;08:33 AM;2.0;MOTOR VEHICLE THEFT;;;2137 S 13TH ST
060720060;03/13/2006;08:33 AM;2.0;ROBBERY;;;1650 S 10TH ST
060720066;03/13/2006;10:23 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2411 S 9TH PL
060720077;03/13/2006;11:12 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1639 S 11TH ST
060720092;03/13/2006;12:39 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2150 S 16TH ST
060720096;03/13/2006;01:12 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1437 S 5TH ST
060720097;03/13/2006;01:14 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;201 W NATIONAL AV
060720110;03/13/2006;02:03 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1333 S 1ST ST
060720111;03/13/2006;07:14 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;122 W GREENFIELD AV
060720126;03/13/2006;03:30 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1120 S BARCLAY ST
060720128;03/13/2006;02:13 PM;2.0;SIMPLE ASSAULT;;;2150 S 16TH ST
060720167;03/13/2006;05:30 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;106 W SEEBOTH ST
060720170;03/13/2006;06:19 PM;2.0;ALL OTHER LARCENY;;;1931 S 14TH ST
060720181;03/13/2006;07:03 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1563 S PEARL ST
060720182;03/13/2006;05:30 PM;2.0;SIMPLE ASSAULT;;;1300 W LINCOLN AV
060720184;03/13/2006;06:51 PM;6.0;BURGLARY/BREAKING AND ENTERING;;;1726 W MINERAL ST
060710007;03/12/2006;02:41 AM;2.0;ROBBERY;;;738 W HISTORIC MITCHELL ST
060710041;03/12/2006;08:00 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1702 W FOREST HOME AV
060710052;03/12/2006;09:47 AM;2.0;ROBBERY;;;225 W WALKER ST
060710069;03/12/2006;01:09 PM;2.0;THEFT FROM MOTOR VEHICLE;;;2350 S 9TH PL
060710087;03/12/2006;03:21 PM;2.0;THEFT FROM MOTOR VEHICLE;;;700 S 4TH ST
060710093;03/12/2006;03:45 PM;2.0;MOTOR VEHICLE THEFT;;;1648 S 3RD ST
060710104;03/12/2006;05:31 PM;6.0;SIMPLE ASSAULT;;;1218 S 18TH ST
060710113;03/12/2006;04:08 PM;2.0;AGGRAVATED ASSAULT;;;2058 S 15TH PL
060710119;03/12/2006;06:48 PM;6.0;MOTOR VEHICLE THEFT;;;1450 S UNION ST
060700020;03/11/2006;03:06 AM;2.0;ROBBERY;;;204 W WALKER ST
060700052;03/11/2006;07:44 AM;6.0;THEFT FROM MOTOR VEHICLE;;;1554 S UNION ST
060700061;03/11/2006;07:57 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1227 W MAPLE ST
060700066;03/11/2006;04:55 AM;2.0;ARSON;;;1232 S 7TH ST
060700068;03/11/2006;09:20 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;720 W BECHER ST
060700074;03/11/2006;10:09 AM;2.0;THEFT FROM MOTOR VEHICLE;;;1922 S 5TH PL
060700104;03/11/2006;12:32 PM;2.0;SIMPLE ASSAULT;;;1570 W LINCOLN AV
060700105;03/11/2006;11:40 AM;2.0;SHOPLIFTING;;;627 W HISTORIC MITCHELL ST
060700109;03/11/2006;12:36 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2362 S 9TH ST
060700111;03/11/2006;12:24 PM;6.0;MOTOR VEHICLE THEFT;;;1630 S UNION ST
060700124;03/11/2006;03:06 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2421 S 14TH ST
060700134;03/11/2006;03:08 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1943A S 11TH ST
060700144;03/11/2006;05:36 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;971 W WINDLAKE AV
060700171;03/11/2006;08:46 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1013 W MINERAL ST
060690067;03/10/2006;10:13 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1673 S 3RD ST
060690109;03/10/2006;02:08 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1237 S 19TH ST
060690118;03/10/2006;02:40 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1500 W MITCHELL ST
060690127;03/10/2006;03:37 PM;2.0;THEFT FROM MOTOR VEHICLE;;;900 W HISTORIC MITCHELL ST
060690132;03/10/2006;01:21 PM;2.0;SHOPLIFTING;;;1101 W HISTORIC MITCHELL ST
060700012;03/10/2006;11:45 PM;2.0;MOTOR VEHICLE THEFT;;;734 S 5TH ST
060680012;03/09/2006;02:40 AM;2.0;SIMPLE ASSAULT;;;1933 S 5TH ST #UPR
060680019;03/09/2006;04:58 AM;2.0;MOTOR VEHICLE THEFT;;;2049 S 17TH ST
060680021;03/09/2006;06:05 AM;2.0;MOTOR VEHICLE THEFT;;;1523 S 15TH PL
060680068;03/09/2006;11:01 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1557 W ORCHARD ST
060680087;03/09/2006;12:37 PM;2.0;ALL OTHER LARCENY;;;100 W WASHINGTON ST
060680115;03/09/2006;04:00 PM;2.0;THEFT FROM MOTOR VEHICLE;;;319 W VIRGINIA ST
060680151;03/09/2006;07:56 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1520 S 6TH ST
060680157;03/09/2006;07:39 PM;2.0;SIMPLE ASSAULT;;;622 W HISTORIC MITCHELL ST #5
060680159;03/09/2006;07:31 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;2038 W ORCHARD ST
060730151;03/09/2006;05:40 PM;2.0;SIMPLE ASSAULT;;;1109 S 6TH ST
060670014;03/08/2006;02:27 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;1568 S 12TH ST
060670016;03/08/2006;05:26 AM;2.0;MOTOR VEHICLE THEFT;;;2024 S 7TH ST
060670027;03/08/2006;07:29 AM;6.0;MOTOR VEHICLE THEFT;;;1016 S 20TH ST
060670033;03/08/2006;09:09 AM;2.0;ALL OTHER LARCENY;;;1931 S 14TH ST
060670054;03/08/2006;11:35 AM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1118 S 20TH ST
060670056;03/08/2006;11:14 AM;2.0;MOTOR VEHICLE THEFT;;;1515 S 8TH ST
060670088;03/08/2006;03:50 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1016 W PIERCE ST
060670091;03/08/2006;04:00 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1241 W ELGIN LA
060670103;03/08/2006;04:29 PM;6.0;MOTOR VEHICLE THEFT;;;1700 W FOREST HOME AV
060670106;03/08/2006;04:29 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;923 W MAPLE ST
060660007;03/07/2006;12:03 AM;2.0;SIMPLE ASSAULT;;;1559 S 6TH ST
060660033;03/07/2006;08:15 AM;2.0;MOTOR VEHICLE THEFT;;;1504 S 8TH ST
060660067;03/07/2006;11:14 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1923 W NATIONAL AV
060660085;03/07/2006;02:07 PM;2.0;ALL OTHER LARCENY;;;1725 S 13TH ST
060660171;03/07/2006;11:26 PM;6.0;MOTOR VEHICLE THEFT;;;820 S 21ST ST
060660173;03/07/2006;09:18 PM;2.0;AGGRAVATED ASSAULT;;;1515 W LAPHAM BL
060650006;03/06/2006;04:04 AM;2.0;ROBBERY;;;2031 S 15TH PL
060650011;03/06/2006;01:17 AM;2.0;BURGLARY/BREAKING AND ENTERING;;;2480 S 9TH PL
060650011;03/06/2006;01:17 AM;2.0;MOTOR VEHICLE THEFT;;;2480 S 9TH PL
060650026;03/06/2006;07:52 AM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1350 W GRANT ST
060650044;03/06/2006;10:23 AM;2.0;ALL OTHER LARCENY;;;1515 W LAPHAM BL
060650076;03/06/2006;12:56 PM;2.0;ALL OTHER LARCENY;;;715 S 5TH ST
060650086;03/06/2006;02:01 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;809 S 12TH ST
060650092;03/06/2006;01:42 PM;6.0;MOTOR VEHICLE THEFT;;;1826 W WASHINGTON ST
060650105;03/06/2006;03:25 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1978 S 13TH ST
060650108;03/06/2006;02:01 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;1418 W MADISON ST
060700056;03/06/2006;11:42 AM;2.0;MOTOR VEHICLE THEFT;;;1123 S 3RD ST
060640013;03/05/2006;02:30 AM;2.0;SIMPLE ASSAULT;;;1579 S 9TH ST
060640035;03/05/2006;07:06 AM;2.0;MOTOR VEHICLE THEFT;;;1306 S CESAR E CHAVEZ DR
060640051;03/05/2006;09:02 AM;2.0;SIMPLE ASSAULT;;;1100 S 1ST ST
060640075;03/05/2006;12:39 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;917 S 11TH ST
060640128;03/05/2006;07:27 PM;2.0;SIMPLE ASSAULT;;;1300 W WINDLAKE AV
060640145;03/05/2006;10:18 PM;6.0;MOTOR VEHICLE THEFT;;;1632 W WASHINGTON ST
060630007;03/04/2006;04:55 AM;2.0;ROBBERY;;;1122 W HARRISON AV
060630033;03/04/2006;03:28 AM;2.0;AGGRAVATED ASSAULT;;;2366 S 9TH PL
060630053;03/04/2006;09:24 AM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1815 W SCOTT ST
060630079;03/04/2006;12:29 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;117 W WALKER ST
060630080;03/04/2006;12:52 PM;2.0;THEFT FROM MOTOR VEHICLE;;;133 W OREGON ST
060630082;03/04/2006;01:00 PM;2.0;MOTOR VEHICLE THEFT;;;1127 S 8TH ST
060630089;03/04/2006;02:31 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1229 S 18TH ST
060630092;03/04/2006;02:22 PM;2.0;THEFT FROM MOTOR VEHICLE;;;714 W BRUCE ST
060630093;03/04/2006;02:59 PM;6.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1949 S 19TH ST
060630095;03/04/2006;03:10 PM;2.0;THEFT FROM MOTOR VEHICLE;;;801 W LINCOLN AV
060630104;03/04/2006;04:59 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1300 W ROGERS ST
060640001;03/04/2006;10:48 PM;2.0;AGGRAVATED ASSAULT;;;2200 S 11TH ST
060620007;03/03/2006;12:39 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;800 S 2ND ST
060620036;03/03/2006;07:57 AM;2.0;MOTOR VEHICLE THEFT;;;2068 S 16TH ST
060620056;03/03/2006;10:22 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;209 S WATER ST
060620060;03/03/2006;10:51 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;214 E FLORIDA ST
060620062;03/03/2006;10:04 AM;2.0;MOTOR VEHICLE THEFT;;;1828 S 11TH ST
060620075;03/03/2006;12:30 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;920 W WINDLAKE AV
060620126;03/03/2006;04:33 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1300 W WINDLAKE AV
060620143;03/03/2006;06:11 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1630 S 12TH ST
060620168;03/03/2006;08:48 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;601 W BRUCE ST
060620179;03/03/2006;09:41 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1573 S 12TH ST
060620188;03/03/2006;10:39 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1734 S 18TH ST
060620193;03/03/2006;10:58 PM;6.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1302 S 18TH ST
060630002;03/03/2006;10:49 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;1300 W LINCOLN AV
060630003;03/03/2006;11:38 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;2252 S 7TH ST
060610012;03/02/2006;02:10 AM;2.0;THEFT FROM MOTOR VEHICLE;;;133 W OREGON ST #108
060610013;03/02/2006;02:10 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;133 W OREGON ST #108
060610020;03/02/2006;05:07 AM;6.0;ALL OTHER LARCENY;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;1400 S UNION ST
060610035;03/02/2006;07:26 AM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1206 S 7TH ST
060610039;03/02/2006;08:04 AM;2.0;MOTOR VEHICLE THEFT;;;1532 S 7TH ST
060610041;03/02/2006;08:07 AM;2.0;ALL OTHER LARCENY;;;611 W NATIONAL AV #BSMT
060610078;03/02/2006;12:58 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;133 W OREGON ST
060610111;03/02/2006;03:54 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;1022 W MADISON ST
060610121;03/02/2006;02:43 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;133 E OREGON ST
060610182;03/02/2006;09:16 PM;2.0;BURGLARY/BREAKING AND ENTERING;;;2027 S 6TH ST #A
060610194;03/02/2006;11:13 PM;2.0;MOTOR VEHICLE THEFT;;;735 N 3RD ST
060590165;03/01/2006;01:55 AM;2.0;ROBBERY;BURGLARY/BREAKING AND ENTERING;;1935 S 5TH PL
060600012;03/01/2006;01:42 AM;2.0;AGGRAVATED ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;1550 W BECHER ST
060600048;03/01/2006;09:31 AM;2.0;MOTOR VEHICLE THEFT;;;1554 W CLEVELAND AV
060600074;03/01/2006;01:00 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1522 S 11TH ST
060600082;03/01/2006;02:04 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;2010 S 16TH ST
060600098;03/01/2006;03:18 PM;2.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;546 W HISTORIC MITCHELL ST
060600109;03/01/2006;03:56 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1316 W FOREST HOME AV
060600120;03/01/2006;04:36 PM;2.0;ALL OTHER LARCENY;;;170 S 1ST ST
060600131;03/01/2006;05:02 PM;2.0;KIDNAPING;AGGRAVATED ASSAULT;;2071-A S 13TH ST
060600151;03/01/2006;06:52 PM;6.0;SHOPLIFTING;;;1818 W NATIONAL AV
060600155;03/01/2006;08:39 PM;2.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;1524 W MITCHELL ST
