INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150260034,01/26/2015,09:41 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5826 W BOEHLKE AV
150260047,01/26/2015,10:50 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7300 W GREEN TREE RD
150260057,01/26/2015,09:38 AM,4,AGGRAVATED ASSAULT,,,,,7713 W GREEN TREE RD
150260058,01/26/2015,11:12 AM,4,INTIMIDATION,,,,,7658 W WABASH CT
150260065,01/26/2015,09:05 AM,4,FORCIBLE FONDLING,,,,,
150260120,01/26/2015,06:49 PM,4,ROBBERY,,,,,9040 W GOOD HOPE RD
150250012,01/25/2015,01:04 AM,4,ROBBERY,,,,,6330 W SILVER SPRING DR
150250031,01/25/2015,04:11 AM,4,INTIMIDATION,,,,,5704 W SILVER SPRING DR #UPR
150240008,01/24/2015,12:26 AM,4,SIMPLE ASSAULT,,,,,8411 N 102ND CT
150240050,01/24/2015,08:08 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6561 N 54TH ST
150240098,01/24/2015,12:25 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,7460 N 86TH ST
150250003,01/24/2015,11:32 PM,4,ROBBERY,,,,,5943 N 63RD ST
150230021,01/23/2015,05:05 AM,4,THEFT FROM MOTOR VEHICLE,,,,,6722 N 84TH ST
150230027,01/23/2015,07:43 AM,4,MOTOR VEHICLE THEFT,,,,,9621 W DARNEL AV
150230069,01/23/2015,02:00 PM,4,SHOPLIFTING,,,,,8488 W BROWN DEER RD
150230108,01/23/2015,06:47 PM,4,SIMPLE ASSAULT,,,,,9009 N 75TH ST #5
150230137,01/23/2015,09:25 PM,4,ROBBERY,,,,,7140 N 76TH ST
150230145,01/23/2015,09:22 PM,4,AGGRAVATED ASSAULT,,,,,9609 W ALLYN ST #5
150220028,01/22/2015,08:27 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,7440 W BROWN DEER RD
150220035,01/22/2015,10:51 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,9720 W LOLITA AV
150220042,01/22/2015,11:04 AM,4,ROBBERY,,,,,4928 W VILLARD AV
150220059,01/22/2015,02:03 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5540 W SILVER SPRING DR
150220063,01/22/2015,10:49 AM,4,ALL OTHER LARCENY,,,,,7750 N 60TH ST
150220066,01/22/2015,02:48 PM,4,MOTOR VEHICLE THEFT,,,,,9108 W BROWN DEER RD
150220083,01/22/2015,02:11 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,7979 N 66TH ST #12
150220088,01/22/2015,04:45 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,7630 W DEAN RD
150220105,01/22/2015,09:19 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6958 N 61ST ST
150210021,01/21/2015,07:07 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,8544 N 106TH ST #2
150210071,01/21/2015,09:07 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,9055 N 76TH ST
150210130,01/21/2015,07:20 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,7901 N 60TH ST
150220001,01/21/2015,10:59 PM,4,AGGRAVATED ASSAULT,,,,,8848-G N 95TH ST
150220004,01/21/2015,04:01 AM,4,STATUTORY RAPE,,,,,
150200026,01/20/2015,07:53 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,8205 W BROWN DEER RD
150200030,01/20/2015,09:35 AM,4,ALL OTHER LARCENY,,,,,10545 W DONNA DR
150200038,01/20/2015,08:24 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7455 W GOOD HOPE RD
150200046,01/20/2015,10:25 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7338 W GOOD HOPE RD
150200062,01/20/2015,08:39 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7676 N 76TH ST
150200071,01/20/2015,08:41 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7970 N 76TH ST
150200084,01/20/2015,02:22 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5568 N 56TH ST
150200115,01/20/2015,06:10 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5700 W HEMLOCK ST
150200118,01/20/2015,04:41 PM,4,SIMPLE ASSAULT,,,,,9200 N 75TH ST
150200139,01/20/2015,02:12 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7420 W GOOD HOPE RD
150200144,01/20/2015,08:10 PM,4,SIMPLE ASSAULT,,,,,9413 W BRADLEY RD
150230097,01/20/2015,02:01 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,8011 W HUSTIS CT
150190040,01/19/2015,08:34 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,9055 N 76TH ST
150190085,01/19/2015,02:12 PM,4,SHOPLIFTING,,,,,6000 W SILVER SPRING DR
150190122,01/19/2015,04:52 PM,4,SIMPLE ASSAULT,,,,,9620 W BEATRICE ST #104
150190148,01/19/2015,07:14 PM,4,SIMPLE ASSAULT,,,,,8544 N 106TH ST #2
150180075,01/18/2015,09:23 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,WEAPON LAW VIOLATIONS,,,,9334 W BROWN DEER RD #8
150180092,01/18/2015,04:21 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6000 W GOOD HOPE RD
150180112,01/18/2015,06:19 PM,4,MOTOR VEHICLE THEFT,,,,,8405 W NORTHRIDGE CT
150190001,01/18/2015,10:55 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5716 N 64TH ST
150170010,01/17/2015,04:28 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,6008 W FLORIST AV
150170045,01/17/2015,09:35 AM,4,MOTOR VEHICLE THEFT,,,,,8311 W BRENTWOOD AV
150170061,01/17/2015,10:04 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,8975 N 86TH ST
150170069,01/17/2015,12:54 PM,4,THEFT FROM BUILDING,,,,,8650 W FAIRY CHASM DR
150170079,01/17/2015,04:38 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,9050 N 95TH ST
150170108,01/17/2015,08:08 PM,4,SIMPLE ASSAULT,,,,,8029 W GREEN TREE RD
150160004,01/16/2015,12:19 AM,4,AGGRAVATED ASSAULT,,,,,6011 W BRADLEY RD
150160024,01/16/2015,02:46 AM,4,AGGRAVATED ASSAULT,,,,,5739 N 61ST ST
150160091,01/16/2015,01:47 PM,4,THEFT FROM BUILDING,,,,,5940 N 63RD ST
150160095,01/16/2015,10:52 AM,4,ALL OTHER LARCENY,,,,,6800 N 76TH ST
150160118,01/16/2015,05:35 PM,4,THEFT FROM BUILDING,,,,,8962 N 97TH ST #204
150160131,01/16/2015,04:31 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,7100 N 60TH ST
150160143,01/16/2015,08:55 PM,4,ROBBERY,,,,,8331 W BROWN DEER RD
150160156,01/16/2015,10:50 PM,4,ROBBERY,,,,,9091 N 76TH ST
150130131,01/15/2015,12:01 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6641 N 54TH ST
150150049,01/15/2015,04:26 PM,4,AGGRAVATED ASSAULT,,,,,7210 N 76TH ST
150150085,01/15/2015,03:43 PM,4,SIMPLE ASSAULT,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,5851 N 60TH ST
150150089,01/15/2015,03:58 PM,4,ROBBERY,,,,,7106 N 55TH ST
150150090,01/15/2015,04:55 PM,4,ROBBERY,,,,,6715 N 77TH ST
150150150,01/15/2015,11:58 PM,4,MOTOR VEHICLE THEFT,,,,,9025 W BROWN DEER RD
150140074,01/14/2015,02:43 PM,4,THEFT FROM MOTOR VEHICLE,,,,,6415 N 62ND ST
150140093,01/14/2015,04:49 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,8751 W DALLAS ST
150140117,01/14/2015,06:56 PM,4,MOTOR VEHICLE THEFT,,,,,6840 N 60TH ST
150140143,01/14/2015,10:18 PM,4,AGGRAVATED ASSAULT,,,,,5840 W HELENA ST
150130007,01/13/2015,01:34 AM,4,SIMPLE ASSAULT,,,,,9307 W MANOR CT
150130029,01/13/2015,08:22 AM,4,SIMPLE ASSAULT,,,,,5325 N 48TH ST
150130045,01/13/2015,02:38 PM,4,ROBBERY,,,,,8655 W BROWN DEER RD
150120113,01/12/2015,05:02 PM,4,ROBBERY,,,,,6400 N 76TH ST
150120134,01/12/2015,07:06 PM,4,AGGRAVATED ASSAULT,,,,,6538 N 60TH ST
150120137,01/12/2015,07:59 PM,4,AGGRAVATED ASSAULT,,,,,7927 N 60TH ST
150110014,01/11/2015,04:01 AM,4,INTIMIDATION,,,,,9135 N SWAN RD
150110026,01/11/2015,07:38 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,5529 N 58TH ST
150110075,01/11/2015,05:31 PM,4,AGGRAVATED ASSAULT,,,,,9076-A N 95TH ST
150110099,01/11/2015,06:30 PM,4,FORCIBLE RAPE,,,,,
150110107,01/11/2015,08:46 PM,4,AGGRAVATED ASSAULT,,,,,9047-H N 75TH ST
150110117,01/11/2015,11:31 PM,4,THEFT FROM BUILDING,,,,,6450 N 73RD ST
150100020,01/10/2015,06:24 AM,4,AGGRAVATED ASSAULT,,,,,6444 N 53RD ST
150100053,01/10/2015,03:31 PM,4,MOTOR VEHICLE THEFT,,,,,6300 N 60TH ST
150100069,01/10/2015,04:56 PM,4,SIMPLE ASSAULT,,,,,9040 N JOYCE AV
150090108,01/09/2015,09:18 PM,4,SIMPLE ASSAULT,,,,,8100 W BROWN DEER RD
150090111,01/09/2015,10:50 AM,,HOMICIDE,,,,,5925 N 63RD ST #7
150090112,01/09/2015,08:04 PM,4,ROBBERY,,,,,8866 N 95TH ST
150090118,01/09/2015,10:34 PM,4,FORCIBLE FONDLING,,,,,
150080007,01/08/2015,02:29 AM,4,ALL OTHER LARCENY,,,,,8001 W BROWN DEER RD
150080007,01/08/2015,02:29 AM,4,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,8001 W BROWN DEER RD
150080020,01/08/2015,09:53 AM,4,SIMPLE ASSAULT,,,,,9219-K N 75TH ST
150080034,01/08/2015,01:17 PM,4,THEFT FROM BUILDING,,,,,5151 W SILVER SPRING DR
150070027,01/07/2015,09:44 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6213 W PORT AV
150070051,01/07/2015,01:02 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,9028 N 70TH ST
150070104,01/07/2015,09:10 PM,4,THEFT FROM MOTOR VEHICLE,,,,,5739 W SILVER SPRING DR
150060122,01/06/2015,09:21 PM,4,MOTOR VEHICLE THEFT,,,,,7965 N 76TH ST
150060130,01/06/2015,09:44 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,,,,7911 W BEECHWOOD AV
150050030,01/05/2015,09:52 AM,4,THEFT FROM MOTOR VEHICLE,,,,,7600 W BROWN DEER RD
150050054,01/05/2015,01:51 PM,4,THEFT FROM BUILDING,,,,,5200 W GREEN TREE RD
150050073,01/05/2015,02:15 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,7451 W GLENBROOK RD
150040019,01/04/2015,02:20 AM,4,SIMPLE ASSAULT,,,,,5664 N 62ND ST
150040066,01/04/2015,03:01 PM,4,MOTOR VEHICLE THEFT,,,,,6582 N 54TH ST
150040085,01/04/2015,06:22 PM,4,ROBBERY,,,,,5624 W SHERIDAN AV
150040095,01/04/2015,08:03 PM,4,MOTOR VEHICLE THEFT,,,,,6815 N 60TH ST
150020078,01/03/2015,02:22 AM,4,MOTOR VEHICLE THEFT,,,,,7401 W GOOD HOPE RD
150030015,01/03/2015,12:18 AM,4,SIMPLE ASSAULT,,,,,6245 W SILVER SPRING DR
150030098,01/03/2015,06:07 PM,4,SIMPLE ASSAULT,,,,,5709 N 55TH PL
150030131,01/03/2015,11:06 PM,4,AGGRAVATED ASSAULT,,,,,6330 W SILVER SPRING DR
150020033,01/02/2015,08:25 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,7867 N LINK PL
150020038,01/02/2015,10:06 AM,4,MOTOR VEHICLE THEFT,,,,,10313 W DEAN RD
150020049,01/02/2015,10:26 AM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5100 W SHERIDAN AV
150020054,01/02/2015,08:02 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,5500 W SILVER SPRING DR
150020076,01/02/2015,10:56 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6651 N 85TH ST
150020076,01/02/2015,10:56 AM,4,THEFT FROM MOTOR VEHICLE,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,6651 N 85TH ST
150020107,01/02/2015,03:54 PM,4,AGGRAVATED ASSAULT,,,,,6416 N 76TH ST
150020125,01/02/2015,04:54 PM,4,AGGRAVATED ASSAULT,,,,,5560 N 53RD ST
150020161,01/02/2015,10:04 PM,4,AGGRAVATED ASSAULT,,,,,6902 W ACACIA ST
150020162,01/02/2015,10:07 PM,4,MOTOR VEHICLE THEFT,,,,,7101 W GOOD HOPE RD
150030001,01/02/2015,11:29 PM,4,SIMPLE ASSAULT,,,,,9591 W ALLYN ST #101
150010049,01/01/2015,04:41 AM,4,AGGRAVATED ASSAULT,,,,,5714 N 60TH ST
150010071,01/01/2015,09:58 AM,4,MOTOR VEHICLE THEFT,,,,,9084 N 75TH ST
150010082,01/01/2015,11:43 AM,4,MOTOR VEHICLE THEFT,,,,,6337 W THURSTON AV
150010108,01/01/2015,01:42 PM,4,SIMPLE ASSAULT,,,,,4325 W CUSTER AV
150010147,01/01/2015,05:05 PM,4,ALL OTHER LARCENY,,,,,6048 W SHERIDAN AV
,,,,,,,,,
Total Records: 151,,,,,,,,,
Aldermanic District: 9,,,,,,,,,
