INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150240056,01/24/2015,09:03 AM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,8027 W CRAWFORD AV
150240080,01/24/2015,11:41 AM,6,THEFT FROM BUILDING,,,,,4058 S 77TH ST #3
150240120,01/24/2015,03:41 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,7810 W WATERFORD AV #1
150220092,01/23/2015,02:06 AM,6,ROBBERY,,,,,3025 S 60TH ST
150230104,01/23/2015,06:22 PM,6,SHOPLIFTING,,,,,3737 S 27TH ST
150230119,01/23/2015,07:13 PM,6,SIMPLE ASSAULT,,,,,7326 W HONEY CREEK DR #4
150230154,01/23/2015,10:54 PM,6,FORCIBLE RAPE,ALL OTHER OFFENSES,,,,
150240005,01/23/2015,11:06 PM,6,AGGRAVATED ASSAULT,,,,,2616 S 64TH ST
150220085,01/22/2015,04:13 PM,2,ROBBERY,,,,,3498 W LINCOLN AV
150210061,01/21/2015,11:02 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3554 S 87TH ST
150210082,01/21/2015,11:49 AM,6,AGGRAVATED ASSAULT,,,,,3300 S 39TH ST
150210106,01/21/2015,04:21 PM,6,ROBBERY,,,,,3701 S 27TH ST
150200159,01/20/2015,09:38 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,6601 W OKLAHOMA AV
150190023,01/19/2015,05:57 AM,6,MOTOR VEHICLE THEFT,,,,,3365 S 22ND ST
150190035,01/19/2015,09:15 AM,6,THEFT FROM MOTOR VEHICLE,,,,,3345 S 24TH ST
150190041,01/19/2015,08:52 AM,6,MOTOR VEHICLE THEFT,,,,,2324 W SUNBURY CT
150190054,01/19/2015,11:37 AM,2,FORCIBLE RAPE,,,,,
150190108,01/19/2015,04:56 PM,6,FORCIBLE SODOMY,,,,,
150190113,01/19/2015,05:09 PM,6,THEFT FROM MOTOR VEHICLE,,,,,4914 W FOREST HOME AV
150190133,01/19/2015,06:56 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,3149 S 76TH ST
150180088,01/18/2015,02:15 PM,6,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,8330 W MORGAN AV
150170054,01/17/2015,11:06 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3138 S 84TH ST
150170067,01/17/2015,01:32 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,3199 S 83RD ST
150170077,01/17/2015,04:33 PM,6,ALL OTHER LARCENY,,,,,3122 S 80TH ST
150170078,01/17/2015,02:30 PM,6,SHOPLIFTING,ALL OTHER OFFENSES,,,,3545 S 27TH ST
150280086,01/17/2015,04:03 PM,6,ALL OTHER LARCENY,,,,,2744 S 70TH ST
150160039,01/16/2015,09:45 AM,6,THEFT FROM MOTOR VEHICLE,,,,,6510 W HOWARD AV
150160076,01/16/2015,01:58 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,4242 W WILLOW WA
150160097,01/16/2015,04:50 PM,6,MOTOR VEHICLE THEFT,,,,,3615 W OKLAHOMA AV
150160132,01/16/2015,06:40 PM,6,ALL OTHER LARCENY,,,,,3601 S 84TH ST
150150066,01/15/2015,12:56 PM,6,THEFT FROM BUILDING,,,,,3355 S 27TH ST
150140080,01/14/2015,02:55 PM,6,ROBBERY,,,,,3649 S POINT TR
150140133,01/14/2015,08:45 PM,6,AGGRAVATED ASSAULT,,,,,3619-A S 89TH ST
150130020,01/13/2015,08:17 AM,6,THEFT FROM MOTOR VEHICLE,,,,,3040 S 53RD ST
150130116,01/13/2015,05:22 PM,6,SIMPLE ASSAULT,,,,,3846 S MINER ST
150120054,01/12/2015,11:01 AM,6,SHOPLIFTING,,,,,4331 W OKLAHOMA AV
150120078,01/12/2015,02:12 PM,6,THEFT FROM BUILDING,,,,,3355 S 27TH ST
150100015,01/10/2015,03:04 AM,6,SIMPLE ASSAULT,,,,,6105 W ARIZONA CT
150100044,01/10/2015,01:25 PM,6,ALL OTHER LARCENY,,,,,3355 S 27TH ST
150100058,01/10/2015,04:07 PM,6,SHOPLIFTING,,,,,3737 S 27TH ST
150090068,01/09/2015,04:54 PM,6,SIMPLE ASSAULT,,,,,3656 S 97TH ST
150080076,01/08/2015,06:10 PM,6,MOTOR VEHICLE THEFT,,,,,4207 S 51ST ST
150070028,01/07/2015,10:04 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,2901 S 67TH ST
150070096,01/07/2015,05:27 PM,6,SHOPLIFTING,,,,,3555 S 27TH ST
150060010,01/06/2015,07:00 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3981 S 75TH ST
150060088,01/06/2015,06:05 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,3424 S 60TH ST
150060132,01/06/2015,10:37 PM,6,SIMPLE ASSAULT,,,,,3806 S 52ND ST
150070005,01/06/2015,11:57 PM,2,AGGRAVATED ASSAULT,,,,,3414-A W HAYES AV
150070072,01/06/2015,04:54 PM,6,THEFT FROM BUILDING,,,,,2800 S 53RD ST
150050017,01/05/2015,02:56 AM,6,SIMPLE ASSAULT,,,,,7818 W MORGAN AV #2
150050021,01/05/2015,03:58 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,3651 S 93RD ST
150050055,01/05/2015,05:20 PM,6,ROBBERY,,,,,6730 W MORGAN AV
150050058,01/05/2015,02:12 PM,6,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,8430 W HOWARD AV
150050084,01/05/2015,04:59 PM,6,SHOPLIFTING,TRESPASSING,,,,3355 S 27TH ST
150050115,01/05/2015,09:45 PM,6,THEFT FROM MOTOR VEHICLE,,,,,7441 W WEDGEWOOD DR
150040079,01/04/2015,04:48 PM,6,SHOPLIFTING,,,,,3355 S 27TH ST
150050002,01/04/2015,11:48 PM,6,SIMPLE ASSAULT,,,,,5613-G W MORGAN AV
150030105,01/03/2015,07:51 PM,6,BURGLARY/BREAKING AND ENTERING,,,,,3330 S 30TH ST
150030108,01/03/2015,07:42 PM,6,SIMPLE ASSAULT,,,,,3625 S 76TH ST
150020136,01/02/2015,08:02 PM,6,MOTOR VEHICLE THEFT,,,,,3413 S 23RD ST
150020138,01/02/2015,07:16 PM,6,SHOPLIFTING,,,,,3355 S 27TH ST
150010038,01/01/2015,04:17 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,6345 W LAKEFIELD DR #5
150010083,01/01/2015,10:46 AM,6,BURGLARY/BREAKING AND ENTERING,,,,,6913 W OKLAHOMA AV
,,,,,,,,,
Total Records: 93,,,,,,,,,
Aldermanic District: 11,,,,,,,,,
