INCIDENT_N,CDATE,CTIME,POLICE_DISTRICT,OFFENSE1,OFFENSE2,OFFENSE3,OFFENSE4,OFFENSE5,LOCATION
150180002,01/18/2015,01:01 AM,4,SIMPLE ASSAULT,,,,,8945 W MONROVIA AV #2
150180024,01/18/2015,07:15 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4031 N 61ST ST #2
150180033,01/18/2015,04:10 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,,,,7720 W BENDER AV #1
150180033,01/18/2015,04:10 AM,4,SIMPLE ASSAULT,DISORDERLY CONDUCT,,,,7720 W BENDER AV #1
150180077,01/18/2015,01:45 PM,7,MOTOR VEHICLE THEFT,,,,,5176 N 69TH ST
150180116,01/18/2015,07:05 PM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5709 N 89TH ST
150180119,01/18/2015,07:50 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4103 N 62ND ST
150260060,01/18/2015,06:49 PM,7,SIMPLE ASSAULT,,,,,6800 W HAMPTON AV
150170017,01/17/2015,02:25 AM,4,MOTOR VEHICLE THEFT,,,,,5639 N 64TH ST
150170029,01/17/2015,05:58 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5168 N 69TH ST
150170032,01/17/2015,07:14 AM,7,ALL OTHER LARCENY,,,,,4308 N 53RD ST
150170073,01/17/2015,03:25 PM,7,THEFT FROM BUILDING,,,,,8200 W HAMPTON AV
150170123,01/17/2015,10:19 PM,4,MOTOR VEHICLE THEFT,,,,,5876 N 70TH ST
150160050,01/16/2015,11:32 AM,7,ROBBERY,,,,,6000 W CAPITOL DR
150160075,01/16/2015,02:46 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,6260 N 76TH ST
150160090,01/16/2015,03:52 PM,4,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,5828 N 76TH ST
150160096,01/16/2015,07:42 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,5220 N 54TH ST
150150070,01/15/2015,10:12 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,9219 W BIRCH AV
150150076,01/15/2015,02:10 PM,7,ROBBERY,,,,,5700 W CAPITOL DR
150150121,01/15/2015,07:47 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4921 N 84TH ST #3
150140001,01/14/2015,06:00 AM,4,AGGRAVATED ASSAULT,,,,,5660 N 91ST ST
150140001,01/14/2015,11:00 PM,,HOMICIDE,,,,,5660 N 91ST ST
150140047,01/14/2015,11:00 AM,7,BURGLARY/BREAKING AND ENTERING,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,4400 N 58TH ST
150140053,01/14/2015,09:58 AM,7,SIMPLE ASSAULT,,,,,4625 N 74TH ST
150140135,01/14/2015,09:31 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,4481 N 69TH ST
150130022,01/13/2015,07:57 AM,4,SIMPLE ASSAULT,,,,,9231 W BIRCH AV #3
150130034,01/13/2015,09:59 AM,4,MOTOR VEHICLE THEFT,,,,,8228 W BENDER AV
150130050,01/13/2015,12:17 PM,4,THEFT FROM BUILDING,,,,,5817 N 77TH ST
150130114,01/13/2015,06:48 PM,7,ROBBERY,,,,,5700 W CAPITOL DR
150130119,01/13/2015,07:48 PM,4,SIMPLE ASSAULT,,,,,5469 N 91ST ST #3
150130135,01/13/2015,10:16 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5480 N 92ND ST #1
150130139,01/13/2015,10:16 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5480 N 92ND ST #2
150120014,01/12/2015,02:58 AM,4,INTIMIDATION,,,,,7720 W BENDER AV #1
150120081,01/12/2015,02:26 PM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4055 N 70TH ST
150120093,01/12/2015,03:25 PM,7,ROBBERY,,,,,4847 N 76TH ST
150120100,01/12/2015,03:24 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5440 N 83RD ST #1
150120116,01/12/2015,04:41 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3941 N 53RD ST
150120125,01/12/2015,07:02 PM,7,THEFT FROM BUILDING,,,,,7550 W PERKINS PL
150120135,01/12/2015,05:24 PM,4,SHOPLIFTING,,,,,9014 W APPLETON AV
150120148,01/12/2015,09:56 PM,4,ROBBERY,,,,,5365 N 64TH ST
150110024,01/11/2015,08:35 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6049 N 77TH ST #6214
150110034,01/11/2015,10:30 AM,4,THEFT FROM MOTOR VEHICLE,,,,,5235 N 76TH ST
150110059,01/11/2015,01:25 PM,7,THEFT FROM BUILDING,,,,,6700 W CAPITOL DR
150110088,01/11/2015,12:56 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5917 N 83RD ST
150110094,01/11/2015,10:41 PM,7,ROBBERY,,,,,7616 W HAMPTON AV
150100050,01/10/2015,02:49 PM,4,SIMPLE ASSAULT,,,,,6362 N 84TH ST #6
150100059,01/10/2015,12:46 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6049 N 77TH ST #6209
150100085,01/10/2015,08:35 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5700 N 69TH ST
150090049,01/09/2015,02:28 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5620 N 70TH ST
150090054,01/09/2015,12:15 PM,4,AGGRAVATED ASSAULT,,,,,5804 W VILLARD AV
150090091,01/09/2015,07:40 PM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5704 W CAPITOL DR
150090091,01/09/2015,07:40 PM,7,SIMPLE ASSAULT,,,,,5704 W CAPITOL DR
150090092,01/09/2015,08:03 PM,4,MOTOR VEHICLE THEFT,,,,,5453 N 64TH ST
150080005,01/08/2015,02:28 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,4051 N 48TH ST #LWR
150080026,01/08/2015,01:00 PM,7,AGGRAVATED ASSAULT,,,,,6826 W HAMPTON AV
150080074,01/08/2015,08:58 PM,7,THEFT FROM MOTOR VEHICLE,,,,,5730 W CAPITOL DR
150070017,01/07/2015,09:13 AM,7,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,,,,,3812 N 55TH ST
150070036,01/07/2015,10:30 AM,7,AGGRAVATED ASSAULT,,,,,4640 N 76TH ST
150070083,01/07/2015,05:46 PM,4,MOTOR VEHICLE THEFT,,,,,5649 N 93RD ST
150070091,01/07/2015,05:51 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,5314 N 83RD ST #1
150070103,01/07/2015,07:56 PM,7,AGGRAVATED ASSAULT,,,,,8914 W APPLETON AV
143420007,01/06/2015,03:53 AM,7,MOTOR VEHICLE THEFT,,,,,4273 N 61ST ST
150060013,01/06/2015,05:30 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,6203 W CAPITOL DR
150060027,01/06/2015,03:06 PM,4,AGGRAVATED ASSAULT,,,,,6000 W VILLARD AV
150060083,01/06/2015,05:36 PM,4,ALL OTHER LARCENY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,8232 W WINFIELD AV
150060094,01/06/2015,05:50 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,3908 N 53RD ST
150060099,01/06/2015,11:35 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,6049 N 77TH ST #5212
150060100,01/06/2015,06:51 PM,7,ROBBERY,,,,,4256 N 72ND ST
150060104,01/06/2015,07:21 PM,7,ROBBERY,,,,,6312 W CAPITOL DR
150060105,01/06/2015,07:30 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,5049 N 70TH ST
150050043,01/05/2015,09:53 AM,7,BURGLARY/BREAKING AND ENTERING,,,,,8914 W APPLETON AV
150050056,01/05/2015,12:21 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6049 N 77TH ST #5416
150050062,01/05/2015,01:48 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,8928 W APPLETON AV
150050063,01/05/2015,01:48 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,8928 W APPLETON AV
150050079,01/05/2015,03:48 PM,7,SIMPLE ASSAULT,,,,,5141 N 85TH ST #3
150050103,01/05/2015,07:37 PM,7,AGGRAVATED ASSAULT,,,,,5044-B N 84TH ST
150050120,01/05/2015,10:03 PM,7,ROBBERY,,,,,7307 W BECKETT AV
150040003,01/04/2015,12:25 AM,4,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,,,,,5863 N 66TH ST
150040018,01/04/2015,02:21 AM,7,SIMPLE ASSAULT,,,,,7401 W HOPE AV
150040021,01/04/2015,06:18 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,5662 N 99TH ST
150040025,01/04/2015,02:34 AM,4,AGGRAVATED ASSAULT,,,,,9000 W KAUL AV
150040035,01/04/2015,08:45 AM,7,THEFT FROM MOTOR VEHICLE,,,,,4969 N 76TH ST
150040036,01/04/2015,08:11 AM,7,MOTOR VEHICLE THEFT,,,,,5825 W HOPE AV
150040057,01/04/2015,12:15 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,6049 N 77TH ST #3611
150040088,01/04/2015,06:18 PM,4,SIMPLE ASSAULT,,,,,8316 W SHERIDAN AV #4
150040093,01/04/2015,05:25 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,5715 W CAPITOL DR
150030035,01/03/2015,06:47 AM,7,ROBBERY,,,,,7550 W PERKINS PL
150030038,01/03/2015,09:13 AM,4,MOTOR VEHICLE THEFT,,,,,5440 N 83RD ST
150030066,01/03/2015,01:37 PM,4,AGGRAVATED ASSAULT,,,,,8183 W MEDFORD AV #4
150030070,01/03/2015,02:29 PM,7,MOTOR VEHICLE THEFT,,,,,5700 W CAPITOL DR
150030071,01/03/2015,02:07 PM,4,AGGRAVATED ASSAULT,,,,,5235 N 55TH ST #9
150030074,01/03/2015,03:04 PM,4,MOTOR VEHICLE THEFT,,,,,7139 W THURSTON AV
150030077,01/03/2015,03:49 PM,7,MOTOR VEHICLE THEFT,,,,,5323 W LEON TR
150030090,01/03/2015,05:48 PM,7,THEFT FROM BUILDING,,,,,3912 N 60TH ST
150030094,01/03/2015,05:53 PM,4,MOTOR VEHICLE THEFT,,,,,8825 W THURSTON AV
150030125,01/03/2015,09:59 PM,7,BURGLARY/BREAKING AND ENTERING,,,,,4463 N 65TH ST
150020037,01/02/2015,07:52 AM,4,BURGLARY/BREAKING AND ENTERING,ALL OTHER LARCENY,,,,8744 W FOND DU LAC AV
150020074,01/02/2015,12:36 PM,7,ROBBERY,,,,,4801 N 76TH ST
150020134,01/02/2015,07:50 PM,4,ALL OTHER LARCENY,,,,,5333 N 51ST BL
150020143,01/02/2015,08:45 PM,4,ALL OTHER LARCENY,,,,,5343 N 83RD ST
150020166,01/02/2015,10:18 PM,4,AGGRAVATED ASSAULT,,,,,6321 N 90TH ST
150020169,01/02/2015,10:26 PM,4,BURGLARY/BREAKING AND ENTERING,,,,,8405 W MILL RD
150010030,01/01/2015,03:17 AM,7,SIMPLE ASSAULT,,,,,3866 N 52ND ST
150010034,01/01/2015,02:48 AM,7,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DISORDERLY CONDUCT,ALL OTHER OFFENSES,,,4820 N 73RD ST
150010048,01/01/2015,04:15 AM,4,AGGRAVATED ASSAULT,,,,,5210-B N 84TH ST
150010062,01/01/2015,04:58 AM,4,BURGLARY/BREAKING AND ENTERING,,,,,8009 W THURSTON AV #3
150010095,01/01/2015,12:40 PM,7,ROBBERY,,,,,4109 N 49TH ST
150010103,01/01/2015,01:24 PM,4,SIMPLE ASSAULT,,,,,5355 N 51ST BL
150010142,01/01/2015,06:43 PM,7,ROBBERY,,,,,4645 N 67TH ST
150010149,01/01/2015,08:23 PM,4,SIMPLE ASSAULT,,,,,9632 W APPLETON AV
150010150,01/01/2015,08:26 PM,7,SIMPLE ASSAULT,,,,,4657 N 67TH ST
,,,,,,,,,
Total Records: 221,,,,,,,,,
Aldermanic District: 2,,,,,,,,,
