Cluster;White;Black or African American;American Indian or Alaskan Native;Asian;Native Hawaiian or other Pacific Islander;Multiple Race;Other Race;TN;FP;FN;TP
Euclidean-0;0.5156523063962503;0.39947661340192325;0.004490011740350059;0.031564513671682455;0.0004212186662603848;0.02251279339672525;0.025882542726808327;552;9;41;246
Geodesic-0;0.4642162477993127;0.4332336457220176;0.0047819301469175;0.045182320696839466;0.0003843995294949759;0.024932153483044138;0.02726930262237359;552;9;41;246
Euclidean-1;0.18682704001423783;0.7349909530448195;0.004516062053213894;0.03058909026191677;0.00019280396286299053;0.01396345623350043;0.02892059442944858;572;42;43;191
Geodesic-1;0.22866486784296552;0.705214234252052;0.004238066311610889;0.021826041504796077;0.00025428397869665335;0.011146114399536639;0.028656391710342295;572;42;43;191
Euclidean-2;0.6387068378181204;0.06397679929095546;0.014874259150955341;0.025931977546922953;0.0005546947068860524;0.21189337803047203;0.044062053455687734;648;1;2;197
Geodesic-2;0.6387445887445887;0.06437346437346438;0.015022815022815023;0.026313326313326314;0.000544050544050544;0.21072891072891073;0.044272844272844274;648;1;2;197
Euclidean-3;0.3021556482850246;0.5800321850264778;0.004612563387661159;0.06546471810033495;0.00043973728036526263;0.012761737242940814;0.03453341067719541;685;35;1;127
Geodesic-3;0.252762534766594;0.624946753865043;0.004435089829361798;0.07000927109173369;0.00045102608434187776;0.012566087849858429;0.03482923651306723;685;35;1;127
