Cluster;White;Black or African American;American Indian or Alaskan Native;Asian;Native Hawaiian or other Pacific Islander;Multiple Race;Other Race;TN;FP;FN;TP
Euclidean-0;0.6030227347853234;0.12129503801373637;0.014608660520806553;0.030805817754434937;0.0004131927865721526;0.18668968303522238;0.04316487310390421;393;43;69;143
Geodesic-0;0.5455219816334579;0.14773986365941144;0.01408477154500554;0.029578020244511633;0.0004976619279235291;0.21977877518826644;0.0427989258014235;393;43;69;143
Euclidean-1;0.6494532278456264;0.07193410059564928;0.014272121788772598;0.01909466522424827;0.0005995594541402188;0.2018169258240684;0.04282939926749475;479;68;38;63
Geodesic-1;0.7011559303329136;0.04954795625291812;0.014289958827940407;0.02524087777133236;0.0005659389634827883;0.16644264916028806;0.042756688691124665;479;68;38;63
Euclidean-2;0.25724666885745995;0.6682622255566372;0.003931027213372933;0.02837283995014912;0.0002232129017057186;0.015525697385308871;0.026438328135366226;455;9;20;164
Geodesic-2;0.28136497682909706;0.6419884847633759;0.004134250807470861;0.02948462294621542;0.00022468754388428591;0.015492206150821515;0.027310770959134954;455;9;20;164
Euclidean-3;0.25309623491998656;0.6402459482720894;0.004529474405916762;0.05488614316348412;0.0004084550188910446;0.012844451576198743;0.03398929264343336;483;14;7;144
Geodesic-3;0.2448388516879446;0.6457517551379782;0.004634027665145161;0.05749283656556763;0.00042478586930497306;0.012936660565196908;0.033921082508862575;483;14;7;144
