Cluster;White;Black or African American;American Indian or Alaskan Native;Asian;Native Hawaiian or other Pacific Islander;Multiple Race;Other Race;TN;FP;FN;TP
Euclidean-0;0.4483561665836853;0.46768546327674543;0.004480991921365819;0.031053755842153447;0.00036940076771116074;0.02237283780094117;0.02568138380739765;405;7;14;242
Geodesic-0;0.4449938877715998;0.4601206672187389;0.004692614062068693;0.03968610749635238;0.0003864505698174218;0.02358925825150834;0.026531014629914428;405;7;14;242
Euclidean-1;0.26448255502615714;0.6088234082576995;0.004407584890634225;0.07332244023671888;0.0004943085858655206;0.012961869584918096;0.03550783341800656;590;7;1;70
Geodesic-1;0.2605417956656347;0.6110061919504644;0.004318885448916409;0.07586687306501548;0.0005108359133126936;0.01303405572755418;0.034721362229102166;590;7;1;70
Euclidean-2;0.2670529992986088;0.6509387065801391;0.004814403715330505;0.03278833647710945;0.00024514644095035106;0.013986966380889473;0.030173441106972374;499;15;12;142
Geodesic-2;0.2712977813418872;0.6554998663458969;0.0045843357391071905;0.025461106655974338;0.0002606255012028869;0.01252338946805667;0.0303728949478749;499;15;12;142
Euclidean-3;0.6403341095239751;0.06632954505960449;0.014788169464428458;0.026969728564974108;0.0005386994752024467;0.20717339172140548;0.04386635619040999;479;2;4;183
Geodesic-3;0.6425710250295215;0.0634825997360439;0.014859107643149877;0.026661881497603557;0.0005325430086364583;0.2079291023177198;0.04396374076732501;479;2;4;183
