Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location;Address
90900040;03/31/2009;07:46 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09501555536963, -87.93185236799604];4252 N 17TH ST
90900076;03/31/2009;12:01 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.106069378296496, -87.97769132226304];4869 N 52ND ST
90900203;03/31/2009;09:36 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.090477994171636, -87.92698388631791];4046 N 13TH ST
90890096;03/30/2009;02:34 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.090431652877115, -87.93917835376055];4030 N TEUTONIA AV
90890154;03/30/2009;06:56 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09328425088613, -87.93436225088611];1900 W HOPE AV
90890185;03/30/2009;09:43 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.08995482649663, -87.94829815869666];2800 W CAPITOL DR
90860092;03/27/2009;03:43 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09444657507646, -87.93304538631791];4218 N 18TH ST
90860094;03/27/2009;03:44 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.094386975480255, -87.9341959232294];4218 N 19TH ST
90850011;03/26/2009;01:50 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.10123129615091, -87.9323846771887];4632 N 18TH ST
90850038;03/26/2009;09:06 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.10791300582838, -87.95777007372014];4971 N 36TH ST
90850091;03/26/2009;02:14 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.090431652877115, -87.93917835376055];4030 N TEUTONIA AV
90850199;03/26/2009;11:22 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.12758070957967, -87.96366994409674];6059 N 41ST ST
90840086;03/25/2009;01:15 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.13708150894506, -87.95600388634658];3505 W KIEHNAU AV
90830022;03/24/2009;05:47 AM;4.0;THEFT FROM BUILDING;;;;;[43.152758717179296, -87.96500633524747];7424 N 43RD ST
90830071;03/24/2009;12:47 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.14287022967994, -87.95782220224729];3737 W CHEYENNE ST
90830111;03/24/2009;05:16 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;[43.12687500614478, -87.96337771503224];6014 N 41ST ST
90820050;03/23/2009;10:16 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09714110794062, -87.94351441283409];2459 W CONGRESS ST
90820082;03/23/2009;01:09 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.114391245628724, -87.9599664190665];5326 N 38TH ST
90820147;03/23/2009;06:29 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.103285832361934, -87.95035584967418];4732 N 30TH ST
90820164;03/23/2009;08:17 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09812757672125, -87.94826832252285];2801 W ATKINSON AV
90810065;03/22/2009;10:32 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09480593698433, -87.94168000155787];4277 N TEUTONIA AV
90810089;03/22/2009;10:34 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09793021371685, -87.94428359864978];4440 N 25TH ST
90810112;03/22/2009;02:59 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09750126421037, -87.94740148753517];2711 W ATKINSON AV
90810138;03/22/2009;05:45 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.13457380486482, -87.96586540074465];6400 N 43RD ST
90810156;03/22/2009;07:14 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.112617994171615, -87.94638587520942];5234 N 27TH ST
90800034;03/21/2009;08:00 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;[43.11780751438181, -87.96340963276005];5520 N 41ST ST
90800082;03/21/2009;02:04 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.10473047157926, -87.97462297446476];4918 W HAMPTON AV
90800092;03/21/2009;03:25 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.0925042200935, -87.94458487910455];4142 N 25TH ST
90790049;03/20/2009;10:57 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11127716180968, -87.95638284246083];5168 N 35TH ST
90790078;03/20/2009;02:49 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.12515641909516, -87.95615067586104];5919 N 35TH ST
90790095;03/20/2009;04:32 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09399677367502, -87.93350891822978];1801 W OLIVE ST
90780028;03/19/2009;08:23 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.112689522621025, -87.96626588184586];5230 N SHERMAN BL
90780156;03/19/2009;08:57 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.104254502885524, -87.93305299295953];1825 W HAMPTON AV
90770065;03/18/2009;10:35 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.106695994171616, -87.95772436078269];4910 N 36TH ST
90770140;03/18/2009;04:27 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09399677367502, -87.93350891822978];1801 W OLIVE ST
90760091;03/17/2009;02:24 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.096860511541195, -87.93220997155058];1708 W CONGRESS ST
90760137;03/17/2009;07:26 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.12101667055225, -87.96108860646872];5681 N 39TH ST
90750050;03/16/2009;11:03 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.1035829686364, -87.93809438631791];4744 N 21ST ST
90750135;03/16/2009;05:51 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;[43.129998115182644, -87.95605115753918];6151 N 35TH ST
90740031;03/15/2009;04:04 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.10532888481737, -87.94532491185313];4836 N 26TH ST
90740058;03/15/2009;10:28 AM;4.0;THEFT FROM MOTOR VEHICLE;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;[43.12970907799067, -87.9596438280341];6134 N 38TH ST
90740118;03/15/2009;05:29 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11094868858565, -87.96291262548307];5151 N HOPKINS ST
90730118;03/14/2009;07:03 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.090450524265826, -87.9372075996594];2001 W ATKINSON AV
90720061;03/13/2009;11:33 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11156678573491, -87.94777057703837];5185 N 28TH ST
90720068;03/13/2009;12:51 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09049722009348, -87.94084388631792];4030 N 23RD ST
90720085;03/13/2009;02:29 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.107606586733226, -87.9415986503258];4945 N 24TH ST
90720102;03/13/2009;04:12 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.089937670213466, -87.9470507731148];2700 W CAPITOL DR
90710016;03/12/2009;12:57 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.11015650856644, -87.95651139419542];5111 N 35TH ST
90710041;03/12/2009;09:48 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.11146266305044, -87.96314511105635];5175 N HOPKINS ST
90710056;03/12/2009;11:40 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.11118569579903, -87.96301564770008];5161 N HOPKINS ST
90710057;03/12/2009;12:02 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.10656074271452, -87.93282293738835];4902 N 18TH ST
90710073;03/12/2009;02:23 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.10087126054742, -87.94642077827628];2620 W GLENDALE AV
90710134;03/12/2009;09:03 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09613195172819, -87.94067286193652];2250 W ROOSEVELT DR
90710151;03/12/2009;09:02 PM;7.0;THEFT FROM BUILDING;;;;;[43.11074661226846, -87.97263065032581];5127 N 48TH ST
90700072;03/11/2009;01:55 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.118127000000015, -87.95382489353128];5534 N 33RD ST
90710001;03/11/2009;09:46 PM;4.0;THEFT FROM BUILDING;;;;;[43.14874232159337, -87.96242661193403];4016-A W GOOD HOPE RD
90690062;03/10/2009;12:53 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09399677367502, -87.93350891822978];1801 W OLIVE ST
90690075;03/10/2009;01:45 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09097324562873, -87.94343642627985];4054 N 24TH PL
90690087;03/10/2009;03:03 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09176160032322, -87.9400132048587];4115 N TEUTONIA AV
90670063;03/08/2009;11:57 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.14839952452562, -87.95826];3707 W GOOD HOPE RD
90670067;03/08/2009;12:58 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.130223115182645, -87.95728911368208];6161 N 36TH ST
90670073;03/08/2009;12:43 PM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.097933064660445, -87.92788970194452];4453 N GREEN BAY AV
90650119;03/06/2009;06:54 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.10942048191118, -87.95275475252231];5078 N 32ND ST
90650159;03/06/2009;09:30 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09655305744708, -87.92709313976556];4385 N GREEN BAY AV
90640072;03/05/2009;03:21 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.10665166472387, -87.9601838280341];4906 N 38TH ST
90640149;03/05/2009;10:25 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;[43.11191645325738, -87.95665308090484];3500 W VILLARD AV
90630063;03/04/2009;10:38 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.09570187901765, -87.94156672664302];2330 W ROOSEVELT DR #119
90630097;03/04/2009;03:10 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.100942140037795, -87.95288357834177];4602 N 32ND ST
90630133;03/04/2009;06:32 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.105373161809695, -87.94407637910454];4838 N 25TH ST
90620041;03/03/2009;10:35 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.1112015678631, -87.94986522312325];5172 N TEUTONIA AV
90620054;03/03/2009;11:45 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09176160032322, -87.9400132048587];4115 N TEUTONIA AV
90620068;03/03/2009;02:00 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.1127444970858, -87.95146239353127];5240 N 31ST ST
90610023;03/02/2009;07:56 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;[43.094079031363606, -87.94565059925536];4259 N 26TH ST
90610050;03/02/2009;10:59 AM;4.0;THEFT FROM BUILDING;;;;;[43.11924346826102, -87.95541222300767];3410 W SILVER SPRING DR
90600060;03/01/2009;10:59 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;[43.09698497307979, -87.94683063589909];4383 N 27TH ST
90600125;03/01/2009;10:02 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.107209276992336, -87.97024965364403];4933 N 46TH ST
90900052;03/31/2009;09:32 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.06862599417161, -87.997372907958];2724 N 68TH ST
90890082;03/30/2009;01:18 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.037730754371296, -87.97751243738836];600 N 51ST ST
90890147;03/30/2009;06:33 PM;3.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;[43.04605094751592, -87.98354689246341];5615 W MARTIN DR
