Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
152430044;08/31/2015;08:46 AM;4.0;THEFT FROM MOTOR VEHICLE;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;5733 N 36TH ST
152430095;08/31/2015;02:12 PM;5.0;MOTOR VEHICLE THEFT;;;;;2522 W CAPITOL DR
152430105;08/31/2015;02:44 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;3927 W VILLARD AV
152430110;08/31/2015;02:21 PM;7.0;AGGRAVATED ASSAULT;;;;;2601 W VILLARD AV
152430127;08/31/2015;02:41 PM;5.0;ROBBERY;;;;;4525 N 27TH ST
152430128;08/31/2015;03:44 PM;7.0;AGGRAVATED ASSAULT;;;;;4821 N 21ST ST
152430146;08/31/2015;06:20 PM;7.0;AGGRAVATED ASSAULT;;;;;5122 N 21ST ST
152430149;08/31/2015;06:16 PM;4.0;ROBBERY;;;;;5474 N 41ST ST
152430165;08/31/2015;08:37 PM;4.0;AGGRAVATED ASSAULT;;;;;6001 N TEUTONIA AV
152430189;08/31/2015;09:32 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4893 N 26TH ST
152430190;08/31/2015;10:53 PM;5.0;AGGRAVATED ASSAULT;;;;;2910 W CAPITOL DR
152440005;08/31/2015;10:50 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4108 W HAMPTON AV
152420048;08/30/2015;08:20 AM;4.0;THEFT FROM COIN-OPPERATED MACHINES;;;;;5630 N TEUTONIA AV
152420067;08/30/2015;11:28 AM;4.0;MOTOR VEHICLE THEFT;;;;;5542 N 31ST ST
152420080;08/30/2015;12:16 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5518 N 41ST ST
152420142;08/30/2015;06:12 PM;7.0;AGGRAVATED ASSAULT;;;;;4812 W HAMPTON AV
152420148;08/30/2015;07:23 PM;4.0;MOTOR VEHICLE THEFT;;;;;6010 N 35TH ST
152420156;08/30/2015;07:03 PM;7.0;AGGRAVATED ASSAULT;;;;;4884 N 50TH ST
152420167;08/30/2015;10:41 PM;5.0;MOTOR VEHICLE THEFT;;;;;1806 W CONGRESS ST
152430001;08/30/2015;10:48 PM;4.0;AGGRAVATED ASSAULT;;;;;6162 N 35TH ST #7
152430027;08/30/2015;05:11 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;1806 W CONGRESS ST
152430157;08/30/2015;08:00 PM;4.0;THEFT FROM BUILDING;;;;;5843 N 36TH ST
152410017;08/29/2015;02:22 AM;7.0;AGGRAVATED ASSAULT;;;;;5048 N 35TH ST
152410074;08/29/2015;04:50 PM;5.0;THEFT FROM BUILDING;;;;;2905 W HOPE AV
152410090;08/29/2015;03:07 PM;7.0;MOTOR VEHICLE THEFT;;;;;3700 W HAMPTON AV
152410091;08/29/2015;01:26 PM;4.0;SIMPLE ASSAULT;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;6921 N TEUTONIA AV #1
152410096;08/29/2015;03:19 PM;7.0;MOTOR VEHICLE THEFT;;;;;5001 N 46TH ST
152410115;08/29/2015;05:41 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4500 N 29TH ST
152410117;08/29/2015;05:44 PM;7.0;MOTOR VEHICLE THEFT;;;;;3800 W HAMPTON AV
152410118;08/29/2015;04:59 PM;7.0;ROBBERY;;;;;4949 W VILLARD AV
152410134;08/29/2015;07:52 PM;4.0;SIMPLE ASSAULT;;;;;5237 N 34TH ST #LWR
152400031;08/28/2015;05:08 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;2400 W VILLARD AV
152400105;08/28/2015;04:30 PM;7.0;MOTOR VEHICLE THEFT;;;;;4955 N 37TH ST
152400110;08/28/2015;04:32 PM;5.0;ROBBERY;;;;;4402 N 27TH ST
152400120;08/28/2015;03:06 PM;4.0;AGGRAVATED ASSAULT;BURGLARY/BREAKING AND ENTERING;;;;5301 N 29TH ST
152410011;08/28/2015;11:41 PM;5.0;ROBBERY;;;;;2700 W ATKINSON AV
152390007;08/27/2015;12:13 AM;4.0;AGGRAVATED ASSAULT;;;;;3425 W SILVER SPRING DR
152390030;08/27/2015;07:46 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2330 W ROOSEVELT DR #212
152390036;08/27/2015;08:45 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4641-A N 19TH PL
152390037;08/27/2015;08:36 AM;7.0;MOTOR VEHICLE THEFT;;;;;5046 N 25TH ST
152390065;08/27/2015;07:42 AM;5.0;AGGRAVATED ASSAULT;;;;;1800 W OLIVE ST
152390073;08/27/2015;12:04 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;6182 N 37TH ST
152390076;08/27/2015;12:16 PM;4.0;THEFT FROM BUILDING;;;;;6811 N TEUTONIA AV
152390088;08/27/2015;02:57 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4221 N 26TH ST
152390124;08/27/2015;06:22 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4759 N 19TH PL
152390140;08/27/2015;08:17 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3829 W FAIRMOUNT AV
152390164;08/27/2015;10:38 PM;7.0;SIMPLE ASSAULT;;;;;5065 N 51ST BL
152390165;08/27/2015;10:06 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5000 N 53RD ST
152390171;08/27/2015;10:29 PM;4.0;ALL OTHER LARCENY;;;;;1875 W SHERIDAN AV
152380045;08/26/2015;11:35 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4404 W HAMPTON AV
152380086;08/26/2015;03:38 PM;5.0;MOTOR VEHICLE THEFT;;;;;3109 W GLENDALE AV
152380089;08/26/2015;03:59 PM;7.0;ALL OTHER LARCENY;;;;;5125 W STARK ST
152380090;08/26/2015;04:20 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4214 N 21ST ST #2
152380144;08/26/2015;07:20 PM;5.0;MOTOR VEHICLE THEFT;;;;;1826 W CONGRESS ST
152380156;08/26/2015;09:03 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;2815 W ROOSEVELT DR
152380186;08/26/2015;11:42 PM;4.0;PURSE SNATCHING;;;;;3530 W SILVER SPRING DR
