Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
081520043;05/31/2008;03:49 AM;4.0;AGGRAVATED ASSAULT;;;;;3508 W FLORIST AV
081520060;05/31/2008;09:31 AM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4126 N 24TH ST
081520061;05/31/2008;08:50 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;2050 W CAPITOL DR
081520064;05/31/2008;11:52 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5995 N TEUTONIA AV
081520092;05/31/2008;08:31 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3205 W THURSTON AV
081520108;05/31/2008;03:34 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5922 N 37TH ST
081520110;05/31/2008;01:59 PM;5.0;SIMPLE ASSAULT;;;;;2412 W ATKINSON AV #2
081520126;05/31/2008;11:05 AM;4.0;MOTOR VEHICLE THEFT;;;;;6032 N 39TH ST
081520131;05/31/2008;04:20 PM;5.0;ALL OTHER LARCENY;;;;;4238 N 27TH ST
081520176;05/31/2008;10:25 PM;5.0;ALL OTHER LARCENY;;;;;4500 N 27TH ST
081520188;05/31/2008;09:54 PM;7.0;AGGRAVATED ASSAULT;;;;;3036 W ATKINSON AV
081530133;05/31/2008;07:35 PM;7.0;AGGRAVATED ASSAULT;;;;;3927 W VILLARD AV
081510017;05/30/2008;01:35 AM;4.0;SIMPLE ASSAULT;;;;;6162 N 35TH ST #APT8
081510054;05/30/2008;10:49 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4511 N 24TH PL
081510055;05/30/2008;10:54 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;3414 W FLORIST AV
081510059;05/30/2008;11:02 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;7171 N TEUTONIA AV
081510094;05/30/2008;02:16 PM;5.0;ALL OTHER LARCENY;;;;;4603 N GREEN BAY AV
081510096;05/30/2008;02:23 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4647 N 31ST ST
081510193;05/30/2008;06:11 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5520 N 42ND ST
081510196;05/30/2008;10:26 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4519 N 28TH ST
081500012;05/29/2008;12:34 AM;4.0;AGGRAVATED ASSAULT;;;;;5948 N 42ND ST
081500089;05/29/2008;01:09 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;2922 W ATKINSON AV
081500100;05/29/2008;02:21 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;7835 N GREEN BAY RD
081500104;05/29/2008;02:39 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4481 N 20TH ST
081500106;05/29/2008;12:05 PM;5.0;MOTOR VEHICLE THEFT;;;;;4200 N 19TH PL
081500109;05/29/2008;12:21 PM;5.0;ROBBERY;;;;;2610 W VICTORY LA #3
081500125;05/29/2008;02:40 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3707 W GOOD HOPE RD #4
081500126;05/29/2008;04:13 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;1917 W CORNELL ST
081500176;05/29/2008;07:17 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5377 N 35TH ST
081500189;05/29/2008;07:32 PM;7.0;SHOPLIFTING;;;;;4808 N HOPKINS ST
081500190;05/29/2008;06:24 PM;5.0;SIMPLE ASSAULT;;;;;4346 N 15TH ST
081500208;05/29/2008;07:27 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4921 N 25TH ST
081510001;05/29/2008;11:50 PM;4.0;SIMPLE ASSAULT;;;;;6972 N 37TH ST #UNIT
081520059;05/29/2008;07:12 AM;5.0;MOTOR VEHICLE THEFT;;;;;4000 N GREEN BAY AV
081490014;05/28/2008;08:30 AM;5.0;AGGRAVATED ASSAULT;;;;;4745 N PARKWAY AV
081490033;05/28/2008;07:18 AM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5966 N 35TH ST
081490041;05/28/2008;09:02 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4808 N HOPKINS ST
081490050;05/28/2008;09:10 AM;4.0;SIMPLE ASSAULT;;;;;5301 N TEUTONIA AV #215
081490064;05/28/2008;11:22 AM;5.0;ALL OTHER LARCENY;;;;;1955 W CORNELL ST
081490084;05/28/2008;01:17 PM;4.0;ALL OTHER LARCENY;;;;;5416 N 40TH ST
081490086;05/28/2008;12:09 PM;5.0;ALL OTHER LARCENY;;;;;4060 N 26TH ST
081490122;05/28/2008;04:10 PM;5.0;MOTOR VEHICLE THEFT;;;;;4752 N 19TH PL
081490123;05/28/2008;05:16 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;3202 W THURSTON AV
081490151;05/28/2008;04:25 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4208 N 25TH ST
081490164;05/28/2008;04:25 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4208 N 25TH ST
081490165;05/28/2008;03:43 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4459 N 27TH ST #LWR
081490196;05/28/2008;10:54 PM;7.0;AGGRAVATED ASSAULT;;;;;4903 N 39TH ST #9
082250163;05/28/2008;03:14 PM;4.0;ALL OTHER LARCENY;;;;;3525 W KIEHNAU AV
081480015;05/27/2008;12:11 AM;7.0;ROBBERY;;;;;5048 N 35TH ST
081480020;05/27/2008;05:40 AM;5.0;ROBBERY;;;;;4855 N 21ST ST
081480032;05/27/2008;07:15 AM;7.0;ALL OTHER LARCENY;;;;;5024 N 37TH ST
081480035;05/27/2008;07:59 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4910 W HAMPTON AV
