Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
080600015;02/29/2008;03:26 AM;7.0;SIMPLE ASSAULT;;;;;4505 N 29TH ST #304
080600028;02/29/2008;09:16 AM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4785 N 30TH ST
080600038;02/29/2008;10:46 AM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5227 W FAIRMOUNT AV
080600044;02/29/2008;09:28 AM;4.0;MOTOR VEHICLE THEFT;;;;;7027 N TEUTONIA AV #1
080600049;02/29/2008;11:59 AM;5.0;ALL OTHER LARCENY;;;;;1801 W OLIVE ST
080600074;02/29/2008;02:24 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5460 N 36TH ST
080600089;02/29/2008;04:05 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;6909 N 37TH ST
080600090;02/29/2008;04:07 PM;5.0;ALL OTHER LARCENY;;;;;4545 N 23RD ST
080600123;02/29/2008;05:03 PM;4.0;ALL OTHER LARCENY;;;;;5666 N 33RD ST
080600131;02/29/2008;07:39 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;LIQUOR LAW VIOLATIONS;ALL OTHER OFFENSES;;;4248 N 25TH ST
080630402;02/29/2008;12:02 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5600 N TEUTONIA AV
080590003;02/28/2008;12:28 AM;4.0;MOTOR VEHICLE THEFT;;;;;5208 N TEUTONIA AV
080590016;02/28/2008;05:39 AM;4.0;MOTOR VEHICLE THEFT;;;;;3924 W GOOD HOPE RD
080590030;02/28/2008;09:50 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4752 N 18TH ST
080590035;02/28/2008;03:30 PM;5.0;ROBBERY;;;;;2600 W HAMPTON AV
080590041;02/28/2008;10:50 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5570 N 41ST ST
080590053;02/28/2008;12:25 PM;4.0;LIQUOR LAW VIOLATIONS;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;5839 N TEUTONIA AV #4
080590057;02/28/2008;12:35 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5761 N 35TH ST
080590112;02/28/2008;04:55 PM;7.0;AGGRAVATED ASSAULT;;;;;4836 N 21ST ST
080590115;02/28/2008;06:20 PM;4.0;INTIMIDATION;ALL OTHER OFFENSES;;;;5512 N 31ST ST #2
080590131;02/28/2008;08:07 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5504 N 42ND ST
080600004;02/28/2008;11:08 PM;7.0;MOTOR VEHICLE THEFT;;;;;4405 N 27TH ST
080580007;02/27/2008;12:01 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;3903 W VILLARD AV
080580009;02/27/2008;09:40 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;3402 W FLORIST AV #203
080580011;02/27/2008;12:39 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2012 W CAPITOL DR
080580025;02/27/2008;07:14 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;5277 N 36TH ST
080580043;02/27/2008;11:20 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;1301 W SILVER SPRING DR
080580085;02/27/2008;03:30 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4067 N 19TH PL
080580126;02/27/2008;04:57 PM;5.0;SHOPLIFTING;;;;;2012 W CAPITOL DR
080580131;02/27/2008;05:28 PM;5.0;ROBBERY;;;;;4392 N 27TH ST
080580140;02/27/2008;02:59 PM;5.0;SIMPLE ASSAULT;;;;;1801 W OLIVE ST
080590073;02/27/2008;03:05 PM;4.0;AGGRAVATED ASSAULT;;;;;5747 N 39TH ST
080570026;02/26/2008;08:20 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;3501 W FAIRMOUNT AV
080570031;02/26/2008;09:46 AM;5.0;SIMPLE ASSAULT;;;;;4552 N TEUTONIA AV
080570066;02/26/2008;07:39 PM;4.0;ROBBERY;;;;;7171 N TEUTONIA AV
