Incident Number;Date;Time;Police District;Offense 1;Offense 2;Offense 3;Offense 4;Offense 5;Location
092430016;08/31/2009;01:33 AM;7.0;ROBBERY;;;;;5008 N 39TH ST
092430028;08/31/2009;07:38 AM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4720 W EGGERT PL
092430060;08/31/2009;11:58 AM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;7155 N 43RD ST
092430068;08/31/2009;11:21 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4558 N TEUTONIA AV
092430084;08/31/2009;07:40 AM;5.0;MOTOR VEHICLE THEFT;;;;;2808 W ROOSEVELT DR
092430089;08/31/2009;02:07 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4157 N 21ST ST
092430139;08/31/2009;04:18 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;2615 W ROOSEVELT DR
092430139;08/31/2009;04:18 PM;5.0;SIMPLE ASSAULT;;;;;2615 W ROOSEVELT DR
092430142;08/31/2009;05:13 PM;4.0;SIMPLE ASSAULT;;;;;3801 W THURSTON AV
092430143;08/31/2009;03:51 PM;5.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;4238 N 22ND ST
092430152;08/31/2009;06:30 PM;7.0;MOTOR VEHICLE THEFT;;;;;4706 N 20TH ST
092430162;08/31/2009;04:24 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4321 N 16TH ST
092430184;08/31/2009;09:04 PM;5.0;MOTOR VEHICLE THEFT;;;;;4230 N 26TH ST
092440001;08/31/2009;10:16 PM;7.0;ROBBERY;;;;;4945 N 39TH ST
092420022;08/30/2009;05:08 AM;4.0;THEFT FROM MOTOR VEHICLE;;;;;7421 N TEUTONIA AV
092420043;08/30/2009;10:45 AM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4053 N 24TH PL
092420067;08/30/2009;12:31 PM;7.0;SIMPLE ASSAULT;;;;;4927 W LUSCHER AV #2
092420068;08/30/2009;11:33 AM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;1314 W CAPITOL DR
092420075;08/30/2009;02:06 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;5126 N 49TH ST
092420080;08/30/2009;02:39 PM;4.0;THEFT FROM MOTOR VEHICLE;;;;;3720 W VILLARD AV
092420092;08/30/2009;01:52 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4195 N 19TH ST
092420099;08/30/2009;05:03 PM;7.0;THEFT FROM MOTOR VEHICLE;;;;;4841 N MOTHER DANIELS WA
092420105;08/30/2009;04:30 PM;7.0;THEFT FROM BUILDING;;;;;4900 N 40TH ST
092420122;08/30/2009;05:39 PM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;5000 N 48TH ST
092410026;08/29/2009;02:15 AM;7.0;AGGRAVATED ASSAULT;;;;;4118 W FAIRMOUNT AV
092410040;08/29/2009;05:35 AM;4.0;MOTOR VEHICLE THEFT;;;;;6125 N 37TH ST
092410044;08/29/2009;04:40 AM;7.0;ARSON;;;;;2470 W HAMPTON AV
092410079;08/29/2009;07:37 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5232 N 34TH ST
092410085;08/29/2009;11:03 AM;7.0;THEFT FROM BUILDING;;;;;2342 W LINWAL LA
092410091;08/29/2009;12:39 PM;7.0;ROBBERY;;;;;5035 N 38TH ST
092410116;08/29/2009;05:21 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4302 N 14TH ST
092410173;08/29/2009;08:23 PM;5.0;BURGLARY/BREAKING AND ENTERING;;;;;4476 N 25TH ST
092410175;08/29/2009;08:18 PM;4.0;AGGRAVATED ASSAULT;;;;;3610 W VILLARD AV
092420012;08/29/2009;10:15 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;7017 N TEUTONIA AV #4
092400009;08/28/2009;12:40 AM;5.0;SIMPLE ASSAULT;;;;;4244 N 27TH ST #3
092400014;08/28/2009;12:41 AM;4.0;SIMPLE ASSAULT;;;;;6151 N 38TH ST
092400025;08/28/2009;02:58 AM;4.0;BURGLARY/BREAKING AND ENTERING;STOLEN PROPERTY OFFENSES;LIQUOR LAW VIOLATIONS;;;7022 N 42ND ST
092400035;08/28/2009;08:22 AM;5.0;THEFT FROM MOTOR VEHICLE;;;;;4060 N 26TH ST
092400062;08/28/2009;08:43 AM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5466 N 38TH ST
092400076;08/28/2009;11:59 AM;7.0;BURGLARY/BREAKING AND ENTERING;;;;;4968 N 22ND ST
092400083;08/28/2009;01:23 PM;4.0;MOTOR VEHICLE THEFT;;;;;2706 W BOBOLINK AV
092400092;08/28/2009;02:12 PM;4.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;7006 N 43RD ST
092400099;08/28/2009;03:00 PM;5.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;4754 N 31ST ST
092400102;08/28/2009;03:12 PM;7.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;3700 W HAMPTON AV
092400105;08/28/2009;03:16 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5286 N 29TH ST
092400116;08/28/2009;02:27 PM;5.0;ROBBERY;;;;;2700 W ATKINSON AV
092400127;08/28/2009;05:43 PM;7.0;MOTOR VEHICLE THEFT;;;;;5064 N 39TH ST
092400189;08/28/2009;11:09 PM;4.0;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;;5452 N 42ND ST
092400190;08/28/2009;04:39 PM;4.0;BURGLARY/BREAKING AND ENTERING;;;;;5530 N 41ST ST
092400191;08/28/2009;11:22 PM;7.0;DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY;;;;;5019 N 24TH PL
092390010;08/27/2009;12:35 AM;7.0;ROBBERY;;;;;2700 W LINCOLN CREEK PK
092390014;08/27/2009;12:15 AM;5.0;ROBBERY;;;;;4078 N 18TH ST
092390015;08/27/2009;01:53 AM;5.0;THEFT FROM BUILDING;;;;;4244 N 27TH ST #APT4
092390036;08/27/2009;08:09 AM;5.0;MOTOR VEHICLE THEFT;THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES;;;;4464 N 22ND ST
