"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0136002003,34,66,6,0,0,4,0,110
0136002000,14,80,0,0,0,0,1,95
0136001000,77,197,2,28,0,23,13,340
0136001004,50,59,16,0,0,6,10,141
0136001005,50,249,1,12,0,2,2,316
0136002001,38,24,0,0,0,3,1,66
0136002002,10,31,0,1,0,3,0,45
0135001003,52,72,5,5,0,1,1,136
0136001002,50,292,1,4,1,15,8,371
0136002004,22,24,1,1,0,0,0,48
0136001001,92,416,3,11,0,9,1,532
0136001003,189,152,2,5,0,3,2,353
0136002005,46,70,0,2,0,8,9,135
0136002006,63,99,0,0,0,6,0,168
,,,,,,,,
"Total Records: 15",,,,,,,,
"Census Tract: 13600",,,,,,,,
