"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0085001002,0,17,0,0,0,0,0,17
0085001011,0,10,0,0,0,0,0,10
0085002004,1,80,1,0,0,0,0,82
0085001005,1,108,0,0,0,0,2,111
0085001009,2,73,0,0,0,0,0,75
0085002005,0,100,0,0,0,5,1,106
0085001007,0,0,0,0,0,0,0,0
0085001004,0,134,0,0,0,0,0,134
0085001008,0,79,0,0,0,1,0,80
0085001012,2,65,0,4,0,0,0,71
0085001010,0,12,0,0,0,1,0,13
0085002003,0,113,0,0,0,0,12,125
0085001003,0,50,0,0,0,0,0,50
0085002001,0,80,0,0,0,0,1,81
0085002002,0,87,0,0,0,0,0,87
0085002006,1,111,0,0,0,0,0,112
0085002000,3,55,0,0,0,0,0,58
0085001000,2,107,0,0,0,3,0,112
0085001001,3,77,0,0,0,1,4,85
0085001006,45,72,1,4,0,8,1,131
,,,,,,,,
"Total Records: 21",,,,,,,,
"Census Tract: 8500",,,,,,,,
