"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0087001004,0,144,0,0,0,0,0,144
0087002006,1,95,0,0,0,3,0,99
0087001007,0,79,0,0,0,7,0,86
0087002004,0,84,1,0,1,0,0,86
0087001002,0,119,0,0,0,0,0,119
0087002003,0,119,0,0,0,0,3,122
0087002005,2,126,0,0,0,4,0,132
0087001001,0,151,0,0,0,0,0,151
0087001003,1,97,0,0,0,0,0,98
0087001006,0,0,0,0,0,0,0,0
0087002000,0,70,1,0,1,1,0,73
0087002001,2,112,0,0,1,0,0,115
0087001000,0,122,0,0,0,0,0,122
0087001005,4,111,0,0,0,0,0,115
0087002002,0,130,0,0,0,3,0,133
0087002007,2,142,0,0,0,0,0,144
,,,,,,,,
"Total Records: 17",,,,,,,,
"Census Tract: 8700",,,,,,,,
