"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0106002010,16,10,0,0,0,0,0,26
0106001007,17,74,0,0,0,5,11,107
0106002009,8,8,0,0,0,0,9,25
0106001006,30,49,1,0,0,8,11,99
0106002000,22,55,0,0,0,3,9,89
0106002005,11,59,0,0,0,0,0,70
0106001003,10,46,0,0,0,0,0,56
0106002006,3,51,0,0,0,0,0,54
0106002007,15,27,0,0,0,1,38,81
0106001001,0,0,0,0,0,0,0,0
0106001005,1,72,0,0,0,1,9,83
0106002003,20,48,2,0,1,1,8,80
0106002008,18,21,0,0,0,2,31,72
0106001004,8,49,0,0,0,0,0,57
0106002001,2,33,0,0,0,1,2,38
0106001000,20,51,0,0,0,7,9,87
0106001002,9,59,1,4,0,3,6,82
0106002002,5,38,0,0,0,0,5,48
0106002004,7,59,0,0,0,0,0,66
,,,,,,,,
"Total Records: 20",,,,,,,,
"Census Tract: 10600",,,,,,,,
