"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0062001003,14,92,1,6,0,1,0,114
0062002000,117,105,0,2,0,0,2,226
0062004003,6,191,1,0,0,3,2,203
0062002001,2,159,0,0,0,1,0,162
0062002002,9,95,0,0,0,0,0,104
0062002003,8,120,0,0,7,5,6,146
0062002004,0,146,2,2,0,0,0,150
0062003000,0,174,0,0,0,0,0,174
0062003003,0,9,0,0,0,0,0,9
0062003004,4,152,0,0,0,3,0,159
0062003005,8,114,0,1,0,3,0,126
0062001004,16,107,2,0,0,0,0,125
0062002005,6,141,0,8,0,0,0,155
0062001001,3,140,0,0,0,0,0,143
0062001002,7,101,0,0,0,0,0,108
0062004002,2,182,0,0,0,0,0,184
0062004000,1,138,3,0,0,11,0,153
0062004001,2,98,0,0,0,0,1,101
0062004004,1,154,0,0,0,0,0,155
0062004005,11,169,0,0,0,4,0,184
0062001000,7,131,0,0,0,0,0,138
0062001005,3,121,0,0,0,0,0,124
0062003001,4,141,0,0,0,2,7,154
0062003002,3,125,4,8,0,0,1,141
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 6200",,,,,,,,
