"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0015001007,25,11,0,0,0,0,4,40
0015001019,16,70,0,0,0,10,0,96
0015001009,0,0,0,0,0,0,0,0
0015002005,18,44,0,47,0,2,0,111
0015002007,34,31,0,0,0,3,0,68
0015003002,0,0,0,0,0,0,0,0
0015003004,46,138,0,5,0,2,0,191
0015001016,19,36,0,0,0,1,3,59
0015001005,12,36,0,21,0,0,0,69
0015002006,25,23,0,30,0,3,0,81
0015002008,15,40,0,0,0,0,0,55
0015003003,20,170,0,0,0,4,3,197
0015003011,51,32,0,16,0,6,0,105
0015001000,0,1,0,0,0,0,0,1
0015001001,0,0,0,0,0,0,0,0
0015001006,36,24,0,4,0,5,3,72
0015001015,23,42,1,1,0,0,0,67
0015001017,26,38,0,10,0,0,0,74
0015001018,0,0,0,0,0,0,0,0
0015001020,0,0,0,0,0,0,0,0
0015002002,61,139,1,48,0,7,3,259
0015003000,28,100,1,0,0,4,5,138
0015003007,61,35,1,13,0,6,0,116
0015003008,78,85,4,12,0,5,0,184
0015003009,41,45,0,0,0,0,0,86
0015001011,18,68,0,7,0,1,0,94
0015001012,18,61,0,10,0,0,3,92
0015001013,21,21,0,15,4,1,5,67
0015002000,0,0,0,0,0,0,0,0
0015002003,0,0,0,0,0,0,0,0
0015002009,44,13,0,13,0,0,0,70
0015003005,60,42,0,14,0,10,0,126
0015003010,15,115,1,0,0,3,0,134
0015001002,4,16,0,0,0,0,0,20
0015001003,8,19,0,0,0,0,0,27
0015001010,3,15,0,7,0,0,0,25
0015001014,28,23,0,22,0,5,0,78
0015001021,0,0,0,0,0,0,0,0
0015003012,21,6,0,0,0,0,8,35
0015001004,14,41,0,0,0,0,0,55
0015001008,27,49,2,15,0,1,0,94
0015002001,19,61,0,67,0,10,5,162
0015002004,34,99,0,10,0,4,0,147
0015002010,0,0,0,0,0,0,0,0
0015003001,0,0,0,0,0,0,0,0
0015003006,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 47",,,,,,,,
"Census Tract: 1500",,,,,,,,
