"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0188002003,121,13,0,7,0,4,46,191
0188002001,83,1,4,1,0,5,99,193
0188002005,80,5,0,14,0,9,41,149
0188002008,42,0,2,0,0,0,6,50
0188001001,110,8,4,1,0,13,29,165
0188001002,172,23,7,0,0,14,55,271
0188001000,160,12,22,4,0,27,128,353
0188002004,87,2,1,0,0,8,20,118
0188002006,63,8,5,0,0,4,27,107
0188002007,29,0,5,0,0,0,28,62
0188001004,0,0,0,0,0,0,0,0
0188002002,10,0,0,0,5,0,0,15
0188001003,11,0,0,0,0,0,11,22
0188002000,110,13,21,21,0,9,71,245
,,,,,,,,
"Total Records: 15",,,,,,,,
"Census Tract: 18800",,,,,,,,
