"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0217005006,0,0,0,0,0,0,0,0
0217005019,0,0,0,0,0,0,0,0
0217002009,35,0,0,0,0,0,0,35
0217003001,0,0,0,0,0,0,0,0
0217003011,70,0,0,0,0,0,2,72
0217004004,62,1,0,1,0,2,2,68
0217004005,105,0,0,0,0,4,1,110
0217004006,92,0,0,0,0,4,2,98
0217001000,85,4,4,10,0,12,6,121
0217001002,60,0,0,4,0,1,1,66
0217002010,71,0,0,5,0,1,1,78
0217002015,70,2,0,1,1,1,0,75
0217003000,115,0,0,0,0,6,5,126
0217003004,43,0,0,0,0,0,0,43
0217003010,97,0,0,1,0,0,0,98
0217003012,52,0,0,0,0,0,0,52
0217003013,72,7,5,0,0,2,0,86
0217003016,61,3,3,0,0,0,1,68
0217004003,248,2,0,11,0,4,14,279
0217004010,66,0,2,0,0,0,8,76
0217004012,87,0,0,0,0,1,7,95
0217005003,0,0,0,0,0,0,0,0
0217005008,0,0,0,0,0,0,0,0
0217005012,14,0,0,0,0,0,0,14
0217005020,1,0,0,0,0,1,0,2
0217002004,204,0,1,2,0,1,7,215
0217002005,77,0,0,0,0,14,0,91
0217002018,72,4,0,1,0,3,0,80
0217003002,65,0,0,0,0,0,0,65
0217003003,50,0,0,0,0,0,0,50
0217005000,26,0,0,0,0,0,2,28
0217005013,39,1,1,0,0,0,0,41
0217005022,317,4,7,9,0,10,17,364
0217005023,0,0,0,0,0,0,0,0
0217001001,162,0,4,5,0,1,2,174
0217002001,17,0,0,0,0,0,0,17
0217002002,18,0,0,0,0,0,0,18
0217002008,24,0,0,1,0,1,0,26
0217002012,95,2,0,3,0,1,0,101
0217002014,193,2,1,0,0,0,11,207
0217002016,73,4,0,0,0,0,4,81
0217002019,34,0,0,6,0,0,1,41
0217003007,70,0,0,0,0,0,0,70
0217003008,221,7,0,12,1,4,16,261
0217004000,0,0,0,0,0,0,0,0
0217004009,0,0,0,0,0,0,0,0
0217005002,0,0,0,0,0,0,0,0
0217005007,0,0,0,0,0,0,0,0
0217005011,47,0,0,2,0,2,3,54
0217005021,87,0,2,0,0,4,3,96
0217005025,0,0,0,0,0,0,0,0
0217001008,69,4,0,0,0,0,2,75
0217002007,56,0,1,0,0,0,11,68
0217003014,94,1,0,0,0,8,11,114
0217004008,81,0,0,4,0,6,3,94
0217004011,71,0,0,0,0,1,3,75
0217005004,0,0,0,0,0,0,0,0
0217005010,0,0,0,0,0,0,0,0
0217005017,63,0,0,0,0,2,6,71
0217002003,58,0,0,0,0,0,0,58
0217002006,61,0,0,5,0,3,0,69
0217003009,140,0,5,0,0,0,0,145
0217004007,97,0,1,1,0,4,0,103
0217005009,0,0,0,0,0,0,0,0
0217005014,379,0,11,9,0,13,4,416
0217005015,0,0,0,0,0,0,0,0
0217005016,0,0,0,0,0,0,0,0
0217005024,0,0,0,0,0,0,0,0
0217001003,59,0,0,3,0,0,6,68
0217001004,48,0,2,2,0,1,0,53
0217001005,40,0,0,0,0,0,0,40
0217001007,61,0,0,0,0,0,2,63
0217002000,58,0,1,0,0,1,1,61
0217002013,44,0,0,0,0,0,10,54
0217003005,30,0,0,5,0,1,4,40
0217003015,170,11,1,6,0,12,20,220
0217005001,0,0,0,0,0,0,0,0
0217005005,0,0,0,0,0,0,0,0
0217005018,204,0,3,0,0,3,5,215
0217001006,104,2,0,1,0,0,0,107
0217002011,74,0,0,0,0,1,3,78
0217002017,27,0,0,0,0,0,0,27
0217003006,40,0,0,0,0,0,0,40
0217004001,0,0,0,0,0,0,0,0
0217004002,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 86",,,,,,,,
"Census Tract: 21700",,,,,,,,
