"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0080002002,67,25,0,0,0,2,12,106
0080001000,96,50,6,0,0,9,3,164
0080001002,48,79,1,0,0,17,30,175
0080002004,74,51,0,0,0,6,13,144
0080001003,67,76,0,0,0,1,30,174
0080001004,62,66,0,0,0,11,54,193
0080002007,87,44,0,5,3,8,23,170
0080002005,78,27,3,0,0,16,6,130
0080001006,6,4,2,0,0,0,0,12
0080001007,94,16,3,1,0,3,13,130
0080002000,110,16,0,0,0,13,19,158
0080002003,45,48,0,0,0,3,28,124
0080002006,92,23,0,1,0,5,13,134
0080001001,90,28,3,5,0,5,5,136
0080001005,40,64,3,0,0,7,27,141
0080002001,90,23,2,1,0,4,26,146
,,,,,,,,
"Total Records: 17",,,,,,,,
"Census Tract: 8000",,,,,,,,
