"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0067001000,4,205,0,0,0,0,0,209
0067002000,0,0,0,0,0,0,0,0
0067001005,0,59,0,0,0,0,0,59
0067002001,2,111,0,0,0,0,0,113
0067002004,1,76,0,0,0,1,1,79
0067001002,0,0,0,0,0,0,0,0
0067001003,0,0,0,0,0,0,0,0
0067001004,0,201,0,0,0,0,7,208
0067002002,0,131,0,0,0,0,0,131
0067002003,0,116,0,0,0,0,0,116
,,,,,,,,
"Total Records: 11",,,,,,,,
"Census Tract: 6700",,,,,,,,
