"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0112002001,133,18,5,1,0,6,4,167
0112001001,123,34,12,5,0,4,2,180
0112002003,54,2,0,1,0,3,0,60
0112002004,54,0,0,0,0,0,0,54
0112002007,19,0,0,0,0,0,0,19
0112002010,41,3,1,0,0,0,0,45
0112001000,292,228,6,4,2,11,6,549
0112001004,95,3,0,3,0,2,0,103
0112002008,64,3,0,0,0,0,0,67
0112002006,16,0,0,0,0,0,0,16
0112002002,47,0,2,0,0,0,2,51
0112002005,28,3,0,1,0,5,0,37
0112002011,69,2,4,0,0,0,0,75
0112001003,125,5,0,0,0,10,0,140
0112001005,87,6,2,0,0,0,0,95
0112001006,76,10,1,0,0,0,3,90
0112001002,181,8,2,0,0,5,3,199
0112002009,40,1,0,0,0,1,0,42
,,,,,,,,
"Total Records: 19",,,,,,,,
"Census Tract: 11200",,,,,,,,
