"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0176001006,114,13,2,0,0,10,49,188
0176002004,123,5,0,13,0,10,40,191
0176001000,120,17,6,0,0,13,108,264
0176001002,146,33,0,0,0,9,45,233
0176001003,59,2,6,23,0,0,50,140
0176001008,146,9,2,0,0,12,22,191
0176002002,149,18,3,15,0,12,74,271
0176001007,96,1,6,11,0,8,71,193
0176001010,77,6,1,0,0,10,80,174
0176002003,154,11,10,7,0,8,68,258
0176001004,54,0,6,8,0,8,65,141
0176002001,162,6,6,7,0,12,41,234
0176001001,0,0,0,0,0,0,0,0
0176001005,129,7,0,0,0,27,26,189
0176002005,116,10,0,1,0,5,33,165
0176001009,15,0,0,0,0,2,7,24
0176002000,168,20,0,2,0,0,47,237
,,,,,,,,
"Total Records: 18",,,,,,,,
"Census Tract: 17600",,,,,,,,
