"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0014001003,21,79,1,9,0,8,0,118
0014002005,57,21,0,3,0,1,0,82
0014002009,43,8,0,0,0,0,0,51
0014002010,43,4,0,0,0,0,0,47
0014002012,4,0,0,0,0,0,0,4
0014002013,2,0,0,0,0,0,0,2
0014001004,23,115,0,28,0,0,1,167
0014002006,75,19,4,0,0,3,0,101
0014002001,41,185,0,0,0,8,0,234
0014002004,63,13,1,9,0,4,0,90
0014001005,35,351,2,77,0,6,1,472
0014002011,2,0,0,0,0,0,0,2
0014002000,123,273,6,6,0,12,3,423
0014002003,23,15,0,0,0,0,0,38
0014002008,3,0,0,0,0,0,0,3
0014002007,80,146,1,0,0,16,16,259
0014001000,0,0,0,0,0,0,0,0
0014001001,33,40,0,15,0,0,0,88
0014001002,61,63,0,53,0,13,0,190
0014002002,48,115,0,0,0,2,0,165
,,,,,,,,
"Total Records: 21",,,,,,,,
"Census Tract: 1400",,,,,,,,
