"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0186001003,127,14,4,0,0,6,56,207
0186002006,68,16,6,0,0,5,19,114
0186003002,50,2,1,0,0,0,9,62
0186002001,40,0,1,0,0,0,8,49
0186002004,122,10,4,0,0,4,19,159
0186001001,109,2,1,3,0,9,61,185
0186001004,119,8,6,8,0,2,48,191
0186003001,28,0,0,0,0,0,29,57
0186003004,126,5,3,9,0,19,12,174
0186003008,105,1,2,0,3,8,20,139
0186001002,115,0,0,0,0,0,19,134
0186002000,63,16,1,0,0,6,0,86
0186002003,99,6,2,26,0,12,21,166
0186002007,51,7,6,0,0,0,6,70
0186003009,31,5,0,0,0,0,0,36
0186003005,0,0,0,0,0,0,0,0
0186001005,114,31,0,14,0,1,25,185
0186002002,31,3,0,0,0,0,9,43
0186003000,0,0,0,0,0,0,0,0
0186003003,0,0,0,0,0,0,0,0
0186001000,160,6,6,5,0,0,33,210
0186002005,0,0,0,0,0,0,0,0
0186002008,29,0,1,4,0,0,5,39
0186003006,107,0,0,4,0,5,22,138
0186003007,99,0,1,6,0,2,6,114
,,,,,,,,
"Total Records: 26",,,,,,,,
"Census Tract: 18600",,,,,,,,
