"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0063001000,1,120,0,0,0,3,5,129
0063002000,3,124,1,0,0,0,13,141
0063002002,3,105,2,0,0,0,0,110
0063002005,0,0,0,0,0,0,0,0
0063001006,0,0,0,0,0,0,0,0
0063003006,0,9,0,0,0,0,0,9
0063003007,0,0,0,0,0,0,0,0
0063001012,0,148,0,0,0,0,0,148
0063003002,0,80,0,0,0,0,0,80
0063002001,1,126,0,0,0,0,5,132
0063003005,2,55,0,0,0,3,1,61
0063001004,0,0,0,0,0,0,0,0
0063001010,0,186,0,9,0,2,0,197
0063003001,6,139,0,0,0,5,0,150
0063003004,2,16,0,0,0,0,0,18
0063001003,0,0,0,0,0,0,0,0
0063001005,0,0,0,0,0,0,0,0
0063001007,0,9,0,0,0,0,0,9
0063001009,1,168,0,0,0,0,0,169
0063002003,0,12,0,0,0,0,0,12
0063002007,0,132,0,0,0,0,0,132
0063001002,7,168,0,0,0,5,2,182
0063001008,1,46,0,0,0,0,0,47
0063002004,0,0,0,0,0,0,0,0
0063003000,4,333,0,1,0,3,4,345
0063003003,2,36,0,0,0,0,0,38
0063001001,0,151,0,0,0,0,8,159
0063001011,4,142,0,0,0,2,0,148
0063002006,8,183,1,0,0,0,0,192
,,,,,,,,
"Total Records: 30",,,,,,,,
"Census Tract: 6300",,,,,,,,
