"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0158001004,57,16,6,12,0,2,37,130
0158003000,15,14,0,0,0,0,32,61
0158003006,164,12,0,23,0,11,116,326
0158003002,51,13,2,28,0,4,46,144
0158003003,46,19,0,0,0,5,52,122
0158001000,66,42,7,0,0,2,68,185
0158002000,129,31,0,8,0,27,192,387
0158002006,50,0,1,0,0,0,10,61
0158001001,34,27,6,19,0,7,28,121
0158001005,35,7,0,0,0,2,49,93
0158001006,116,0,3,8,0,2,55,184
0158001003,79,12,1,1,0,5,96,194
0158002003,52,2,0,22,0,4,71,151
0158001002,74,32,2,0,0,4,82,194
0158002001,68,16,3,1,0,3,53,144
0158002002,51,0,0,9,0,5,48,113
0158003001,41,5,3,0,0,19,69,137
0158003004,110,20,3,6,1,13,156,309
0158002004,85,22,1,0,0,0,37,145
0158002005,74,5,1,0,0,1,50,131
0158003005,20,12,9,6,0,0,2,49
,,,,,,,,
"Total Records: 22",,,,,,,,
"Census Tract: 15800",,,,,,,,
