"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0174001000,76,13,0,2,0,1,103,195
0174002003,101,12,7,14,0,23,67,224
0174002002,81,14,17,0,0,1,91,204
0174002000,106,12,5,6,4,7,91,231
0174002001,84,4,3,7,0,6,88,192
0174001001,51,3,5,0,0,3,81,143
0174001002,107,13,3,13,0,5,112,253
0174002007,33,0,0,13,0,0,12,58
0174001006,11,5,8,12,0,0,20,56
0174001007,60,13,5,0,0,6,9,93
0174002005,72,6,2,12,0,6,23,121
0174001003,32,0,0,10,0,3,9,54
0174001004,92,4,5,1,0,8,40,150
0174002004,162,13,8,0,0,12,60,255
0174001005,154,25,16,46,0,20,82,343
0174002006,33,7,0,0,0,1,21,62
,,,,,,,,
"Total Records: 17",,,,,,,,
"Census Tract: 17400",,,,,,,,
