"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0030001003,22,60,0,7,0,0,12,101
0030002001,37,60,0,0,0,2,0,99
0030003002,18,48,0,3,0,0,6,75
0030003007,20,44,0,0,0,0,0,64
0030004004,4,4,0,0,0,0,0,8
0030004011,50,29,0,0,0,1,0,80
0030001006,44,64,0,0,0,0,0,108
0030003012,15,19,0,0,0,0,1,35
0030004016,39,17,0,4,0,0,0,60
0030004020,38,27,0,0,0,2,0,67
0030001000,47,76,0,1,0,2,3,129
0030001005,48,47,3,0,0,0,1,99
0030003001,21,43,0,6,0,10,0,80
0030003004,49,36,2,0,0,3,0,90
0030004010,27,10,0,0,0,4,3,44
0030002004,41,42,0,9,0,3,0,95
0030003003,25,67,1,0,0,5,5,103
0030003011,25,70,0,5,0,6,5,111
0030004003,0,0,0,0,0,0,0,0
0030004013,23,54,0,3,0,0,0,80
0030004019,26,20,0,5,0,8,0,59
0030001001,53,106,0,15,0,5,5,184
0030001004,32,51,5,0,0,4,11,103
0030002000,45,36,0,7,0,6,0,94
0030003006,11,26,2,0,0,0,0,39
0030003008,2,15,0,0,0,1,0,18
0030003009,31,75,0,0,0,5,0,111
0030003010,24,75,0,6,0,2,0,107
0030004006,26,29,0,8,0,3,0,66
0030004008,34,8,0,0,0,0,3,45
0030004014,25,36,0,4,0,3,5,73
0030004017,30,13,0,0,0,0,3,46
0030003005,18,47,0,0,0,0,0,65
0030004000,0,0,0,0,0,0,0,0
0030004005,15,12,0,2,0,1,0,30
0030004015,34,48,0,0,0,6,4,92
0030001002,67,57,2,14,0,4,8,152
0030001007,27,58,0,0,0,1,0,86
0030002005,37,54,0,0,0,0,3,94
0030004009,4,9,0,0,0,0,0,13
0030004012,40,33,2,0,0,0,0,75
0030002002,35,54,0,6,0,6,0,101
0030002003,38,62,0,3,0,5,0,108
0030002006,37,59,0,0,0,3,0,99
0030002007,15,10,0,0,0,0,0,25
0030002008,10,32,0,0,0,0,0,42
0030003000,23,47,0,4,0,0,0,74
0030004002,6,32,0,0,0,0,6,44
0030004007,34,33,0,0,0,0,0,67
,,,,,,,,
"Total Records: 50",,,,,,,,
"Census Tract: 3000",,,,,,,,
