"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0074001004,71,0,0,0,0,0,0,71
0074001002,71,0,0,0,0,0,0,71
0074001001,3,0,0,0,0,0,0,3
0074001003,58,0,0,4,0,4,1,67
0074001006,136,0,0,0,0,0,0,136
0074001009,67,4,0,0,0,0,1,72
0074001000,93,0,0,4,0,3,0,100
0074001005,69,0,0,0,0,1,2,72
0074001007,1676,67,7,49,1,27,20,1847
0074001008,91,1,1,3,0,0,0,96
,,,,,,,,
"Total Records: 11",,,,,,,,
"Census Tract: 7400",,,,,,,,
