"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0182001003,58,0,0,0,0,1,0,59
0182002003,66,0,0,0,0,2,1,69
0182002007,40,0,1,0,0,0,1,42
0182002009,0,0,0,0,0,0,0,0
0182001004,47,0,1,0,0,1,0,49
0182001006,50,6,0,0,0,0,13,69
0182001010,87,2,0,0,0,3,1,93
0182002010,17,0,0,0,0,1,0,18
0182002013,5,0,0,0,0,0,0,5
0182002015,101,0,0,0,0,0,0,101
0182001011,106,4,0,0,0,0,2,112
0182002008,85,2,1,4,0,0,0,92
0182001012,101,0,0,0,0,0,2,103
0182002002,60,0,0,0,0,0,0,60
0182002012,2,0,0,0,0,0,0,2
0182002014,76,0,0,0,0,0,1,77
0182002004,37,0,0,0,0,1,0,38
0182002005,1,0,0,0,0,0,1,2
0182002011,44,0,0,0,0,0,0,44
0182001007,27,0,0,0,0,0,0,27
0182002006,92,1,0,0,0,1,2,96
0182001000,0,0,0,0,0,0,0,0
0182001005,1,0,0,0,0,0,0,1
0182001009,93,0,0,0,0,2,0,95
0182001001,86,0,2,0,0,0,7,95
0182001002,34,0,0,1,0,5,0,40
0182001008,101,0,0,0,0,4,0,105
0182001013,69,0,0,1,0,1,0,71
,,,,,,,,
"Total Records: 29",,,,,,,,
"Census Tract: 18200",,,,,,,,
