"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0018002002,60,23,0,5,0,4,0,92
0018002003,42,25,4,1,0,2,1,75
0018003001,33,184,1,0,0,18,3,239
0018003002,39,20,1,0,0,5,1,66
0018003007,10,24,0,0,0,1,0,35
0018003009,0,0,0,0,0,0,0,0
0018001005,123,234,0,18,0,11,5,391
0018002000,39,150,2,1,0,11,0,203
0018002005,48,67,0,0,0,4,0,119
0018001000,20,257,1,0,0,10,0,288
0018001004,0,196,2,0,0,0,0,198
0018003000,18,80,0,0,0,12,0,110
0018003005,93,111,0,11,0,13,1,229
0018003006,0,0,0,0,0,0,0,0
0018002001,0,0,0,0,0,0,0,0
0018002007,55,94,0,0,0,0,0,149
0018003003,45,31,3,0,0,2,2,83
0018001003,3,156,0,0,0,11,0,170
0018003013,18,15,0,0,0,0,0,33
0018001002,53,285,0,4,0,0,0,342
0018002004,52,53,0,0,0,0,0,105
0018002006,29,41,0,6,0,0,5,81
0018003010,9,9,0,0,0,1,0,19
0018001001,0,0,0,0,0,0,0,0
0018001006,55,48,0,0,0,1,3,107
0018003004,22,17,0,15,0,1,0,55
0018003008,0,0,0,0,0,0,0,0
0018003011,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 29",,,,,,,,
"Census Tract: 1800",,,,,,,,
