"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0185001023,29,0,0,1,0,1,0,31
0185001025,90,0,0,0,0,0,0,90
0185001034,53,0,6,0,0,0,0,59
0185002001,62,0,0,0,0,0,0,62
0185001010,0,0,0,0,0,0,0,0
0185001018,34,0,0,4,0,0,0,38
0185001028,65,0,0,0,0,0,4,69
0185002010,77,0,0,1,0,4,9,91
0185001006,0,0,0,0,0,0,0,0
0185001008,5,0,0,0,0,0,0,5
0185001017,0,0,0,0,0,0,0,0
0185001027,56,0,0,0,0,1,1,58
0185002004,61,0,0,0,0,0,0,61
0185002009,98,0,8,0,0,1,3,110
0185002012,26,0,1,0,0,0,6,33
0185001003,0,0,0,0,0,0,0,0
0185001014,0,0,0,0,0,0,0,0
0185002003,12,0,0,0,0,0,0,12
0185002007,28,0,0,0,0,3,0,31
0185002013,85,0,0,0,0,0,0,85
0185002014,51,0,6,2,0,0,0,59
0185001000,0,0,0,0,0,0,0,0
0185001004,0,0,0,0,0,0,0,0
0185001005,0,0,0,0,0,0,0,0
0185001011,0,0,0,0,0,0,0,0
0185001012,0,0,0,0,0,0,0,0
0185001013,0,0,0,0,0,0,0,0
0185001016,0,0,0,0,0,0,0,0
0185001019,0,0,0,0,0,0,0,0
0185001021,49,0,0,0,0,0,6,55
0185001022,53,0,0,0,0,0,2,55
0185001029,49,0,0,0,0,0,2,51
0185002008,68,1,1,1,0,0,0,71
0185001002,0,0,0,0,0,0,0,0
0185001007,0,0,0,0,0,0,0,0
0185001015,0,0,0,0,0,0,0,0
0185001026,0,0,0,0,0,0,0,0
0185001033,27,0,0,0,0,0,0,27
0185002000,31,0,0,0,0,0,0,31
0185002005,0,0,0,0,0,0,0,0
0185002011,53,0,0,8,0,0,5,66
0185001001,0,0,0,0,0,0,0,0
0185001009,0,0,0,0,0,0,0,0
0185001020,46,1,1,1,0,2,0,51
0185001024,40,0,1,0,0,0,0,41
0185001030,77,0,0,4,0,0,2,83
0185001031,68,1,0,0,0,2,0,71
0185001032,17,0,0,0,0,0,0,17
0185002006,48,0,0,0,0,0,10,58
0185002015,73,0,0,0,0,0,1,74
,,,,,,,,
"Total Records: 51",,,,,,,,
"Census Tract: 18500",,,,,,,,
