"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0189001003,7,0,0,0,0,0,1,8
0189001004,48,0,0,5,0,3,10,66
0189001015,0,0,0,0,0,0,0,0
0189001027,0,0,0,0,0,0,0,0
0189001028,0,0,0,0,0,0,0,0
0189001006,6,0,0,0,0,0,0,6
0189001009,90,9,1,0,0,1,15,116
0189001012,19,1,0,0,0,0,0,20
0189001013,4,0,0,0,0,0,4,8
0189001016,0,0,0,0,0,0,0,0
0189001023,89,0,7,0,0,2,0,98
0189001024,93,12,0,1,0,5,8,119
0189001008,90,0,0,9,0,0,25,124
0189001014,0,0,0,0,0,0,0,0
0189001021,5,1,0,0,0,0,0,6
0189001026,0,0,0,0,0,0,0,0
0189001002,33,0,0,7,0,0,18,58
0189001000,46,3,2,4,0,5,9,69
0189001007,89,0,0,0,0,5,36,130
0189001018,0,0,0,0,0,0,0,0
0189001020,95,0,4,0,0,2,26,127
0189001022,62,3,0,0,0,4,1,70
0189001025,47,0,0,0,0,0,0,47
0189001001,100,7,0,13,0,3,7,130
0189001010,55,0,0,0,0,0,3,58
0189001011,0,0,0,0,0,0,0,0
0189001017,0,0,0,0,0,0,0,0
0189001019,100,1,7,0,0,3,19,130
0189001005,2,0,9,0,0,2,26,39
0189001029,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 31",,,,,,,,
"Census Tract: 18900",,,,,,,,
