"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0163001011,54,3,5,18,0,10,56,146
0163001012,31,12,0,9,0,42,36,130
0163001013,92,0,3,0,0,0,36,131
0163003001,21,0,0,0,0,0,9,30
0163004001,109,31,4,26,1,6,178,355
0163001006,21,3,6,0,0,28,24,82
0163001007,0,0,0,6,0,0,8,14
0163003000,69,2,9,0,0,0,37,117
0163004003,91,21,7,0,0,8,41,168
0163001004,10,0,0,1,0,0,5,16
0163001005,10,0,0,14,0,4,16,44
0163001008,41,19,0,0,0,0,83,143
0163002001,62,10,8,0,0,0,91,171
0163003002,96,15,0,10,0,5,97,223
0163002002,86,7,4,0,0,4,85,186
0163004005,32,4,6,0,0,1,24,67
0163004006,53,5,3,11,0,0,47,119
0163002003,25,1,0,0,0,0,17,43
0163003004,54,21,11,0,0,21,44,151
0163004008,157,24,4,30,0,3,18,236
0163001002,105,5,15,38,0,63,125,351
0163002000,59,11,0,0,0,4,57,131
0163003003,82,12,0,12,0,7,128,241
0163003005,76,24,5,3,0,27,121,256
0163004004,26,10,3,0,0,13,31,83
0163004007,108,31,3,0,0,45,89,276
0163002005,73,7,3,19,0,1,106,209
0163004000,102,20,13,19,0,8,133,295
0163004002,96,38,13,17,0,11,116,291
0163001001,85,19,6,19,0,17,113,259
0163001009,51,0,0,0,0,5,36,92
0163001010,1,0,0,0,0,0,1,2
0163002004,4,0,0,0,0,0,0,4
0163001000,55,9,0,1,0,5,65,135
,,,,,,,,
"Total Records: 35",,,,,,,,
"Census Tract: 16300",,,,,,,,
