"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0218001002,109,0,2,2,0,13,7,133
0218003003,11,0,0,0,0,0,0,11
0218003013,45,0,0,0,0,1,0,46
0218001005,35,0,0,0,0,0,0,35
0218002002,123,0,0,5,0,0,6,134
0218002003,75,0,0,1,0,8,0,84
0218002007,91,2,0,11,0,2,0,106
0218003005,55,0,0,3,0,0,0,58
0218003008,47,0,0,2,0,1,1,51
0218001000,98,0,1,0,0,5,7,111
0218002001,78,0,1,0,0,4,1,84
0218002005,27,5,0,0,0,0,0,32
0218003006,77,0,0,0,0,1,0,78
0218003007,43,0,0,0,0,0,0,43
0218003009,24,0,0,0,0,0,0,24
0218003011,19,0,0,0,0,0,0,19
0218001001,76,2,1,0,0,0,3,82
0218001003,321,17,0,1,0,0,5,344
0218001006,77,0,0,0,0,1,6,84
0218002004,100,0,1,0,0,9,12,122
0218002006,62,2,0,0,0,0,0,64
0218003004,12,0,0,0,0,0,0,12
0218003012,94,0,1,0,0,2,0,97
0218001004,100,0,1,0,0,17,29,147
0218002000,50,0,0,0,0,2,0,52
0218003010,15,0,0,0,0,0,0,15
0218003014,62,0,0,0,0,0,0,62
,,,,,,,,
"Total Records: 28",,,,,,,,
"Census Tract: 21800",,,,,,,,
