"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0110002004,384,108,1,17,0,11,6,527
0110002005,331,28,5,18,0,8,4,394
0110001001,48,2,0,1,0,0,4,55
0110001004,209,14,6,0,0,4,11,244
0110002002,41,2,0,0,0,0,0,43
0110001003,165,11,0,3,0,4,0,183
0110001006,141,17,1,3,0,4,7,173
0110001002,299,82,11,3,0,15,7,417
0110002000,166,33,2,9,0,8,3,221
0110002003,123,13,1,1,0,1,0,139
0110001000,288,58,6,7,0,12,11,382
0110001005,89,4,0,2,0,6,1,102
0110002001,185,14,2,2,1,0,1,205
,,,,,,,,
"Total Records: 14",,,,,,,,
"Census Tract: 11000",,,,,,,,
