"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0187001000,108,3,1,11,0,6,16,145
0187003006,49,2,0,0,0,0,9,60
0187003007,76,9,3,0,0,0,9,97
0187001001,82,29,10,7,0,12,27,167
0187003002,40,6,1,0,0,0,15,62
0187001004,137,4,0,9,0,5,54,209
0187002000,24,3,1,0,0,5,27,60
0187002004,64,0,4,0,0,8,23,99
0187002007,60,4,1,2,0,0,13,80
0187003004,133,2,0,0,0,4,30,169
0187002006,56,0,3,0,0,0,14,73
0187002009,86,0,0,0,0,8,18,112
0187003009,83,1,0,7,0,7,8,106
0187002005,31,0,3,1,0,6,1,42
0187003000,50,8,1,0,0,0,8,67
0187003001,33,1,0,0,0,0,23,57
0187001005,77,0,0,0,0,0,9,86
0187002002,81,5,6,0,0,11,29,132
0187002008,62,1,2,4,0,5,40,114
0187002001,39,4,0,0,0,5,15,63
0187002003,65,3,15,0,0,1,9,93
0187003008,130,16,2,11,0,14,30,203
0187001002,81,2,3,4,0,27,28,145
0187001003,97,7,0,22,0,3,47,176
0187003003,90,17,1,0,0,8,47,163
0187003005,101,0,5,0,0,5,15,126
,,,,,,,,
"Total Records: 27",,,,,,,,
"Census Tract: 18700",,,,,,,,
