"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0172001006,42,3,1,4,0,2,11,63
0172001005,76,3,2,0,0,0,16,97
0172002005,93,0,0,0,0,2,23,118
0172001001,77,7,7,11,0,7,36,145
0172002001,79,0,4,0,1,0,15,99
0172001000,86,10,4,32,0,21,38,191
0172001002,86,0,0,2,0,0,28,116
0172001003,86,4,1,17,0,0,24,132
0172001004,92,0,2,15,0,4,25,138
0172001007,55,0,3,1,0,2,10,71
0172002007,134,13,17,0,0,18,75,257
0172002000,59,4,0,0,0,4,16,83
0172002003,71,14,3,0,0,9,35,132
0172002006,103,0,2,12,0,10,27,154
0172001008,78,2,5,0,0,9,21,115
0172002002,73,1,0,0,0,5,41,120
0172002004,96,0,1,0,0,4,25,126
,,,,,,,,
"Total Records: 18",,,,,,,,
"Census Tract: 17200",,,,,,,,
