"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0003041007,25,7,0,0,0,0,0,32
0003041016,12,21,0,1,0,1,0,35
0003042001,220,163,6,4,0,13,5,411
0003042021,63,7,0,1,0,0,0,71
0003041001,23,36,0,0,0,3,2,64
0003041002,32,27,0,0,0,0,1,60
0003041010,22,26,0,0,0,0,0,48
0003041020,0,0,0,0,0,0,0,0
0003041021,0,0,0,0,0,0,0,0
0003042003,21,9,0,0,0,1,1,32
0003042014,90,38,0,6,0,6,3,143
0003042015,63,27,0,0,0,0,1,91
0003042018,56,9,0,0,0,0,0,65
0003042022,0,0,0,0,0,0,0,0
0003041006,27,9,0,3,0,2,0,41
0003042004,30,17,0,5,0,2,0,54
0003042016,79,40,0,2,0,0,3,124
0003042020,133,59,0,2,0,3,0,197
0003041013,7,11,0,0,0,0,2,20
0003042007,57,15,0,6,0,1,0,79
0003042023,0,0,0,0,0,0,0,0
0003041000,78,29,1,12,0,0,0,120
0003041003,77,28,0,9,0,4,0,118
0003042009,26,23,0,0,0,0,0,49
0003042017,78,11,0,2,0,2,1,94
0003042019,112,37,3,1,0,2,1,156
0003041004,27,0,0,0,0,0,0,27
0003041008,19,19,0,0,0,0,0,38
0003041015,14,25,0,0,0,0,4,43
0003042000,4,0,0,0,0,0,0,4
0003042011,0,0,0,0,0,0,0,0
0003042012,71,55,0,0,0,3,0,129
0003042013,32,15,0,7,0,1,6,61
0003041005,0,0,0,0,0,0,0,0
0003041009,30,12,0,0,0,3,2,47
0003041014,23,10,0,3,0,0,0,36
0003041019,24,9,0,0,0,0,0,33
0003042002,57,20,0,11,0,4,3,95
0003042008,48,23,0,1,0,1,0,73
0003041017,18,12,0,0,0,0,0,30
0003041018,23,12,0,8,0,0,0,43
0003042005,106,38,1,1,0,2,0,148
0003042006,51,5,0,0,0,0,0,56
0003042010,87,12,3,0,0,6,5,113
,,,,,,,,
"Total Records: 45",,,,,,,,
"Census Tract: 304",,,,,,,,
