"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0114001007,37,24,0,3,0,2,1,67
0114001017,0,0,0,0,0,0,0,0
0114001018,126,13,0,11,0,3,4,157
0114001022,0,0,0,0,0,0,0,0
0114001023,0,0,0,0,0,0,0,0
0114001000,19,10,0,0,0,0,2,31
0114001002,0,0,0,0,0,0,0,0
0114001011,1,0,0,0,0,0,0,1
0114001003,1,9,0,1,0,0,0,11
0114001021,0,0,0,0,0,0,0,0
0114001015,0,20,0,0,0,0,0,20
0114001019,0,0,0,0,0,0,0,0
0114001001,0,0,0,0,0,0,0,0
0114001005,35,19,0,0,0,1,4,59
0114001012,9,0,0,0,0,2,0,11
0114001014,2,0,1,0,0,0,0,3
0114001016,0,0,0,0,0,0,0,0
0114001004,0,0,0,0,0,0,0,0
0114001006,24,20,0,0,0,2,0,46
0114001008,34,11,0,2,0,5,1,53
0114001010,15,7,0,0,0,2,0,24
0114001009,30,28,5,1,0,1,0,65
0114001013,1,3,0,0,0,0,0,4
0114001020,0,0,0,0,0,0,0,0
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 11400",,,,,,,,
