"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0079001002,79,27,0,3,0,11,0,120
0079001003,89,14,4,0,0,2,0,109
0079001004,88,8,2,1,0,0,4,103
0079002006,83,59,0,2,0,3,14,161
0079001000,287,37,8,4,0,11,5,352
0079001001,78,11,0,11,0,7,0,107
0079002002,102,16,1,3,0,2,0,124
0079002001,96,22,3,0,0,2,18,141
0079002003,110,17,1,1,0,2,11,142
0079002007,91,11,1,0,0,2,4,109
0079002004,94,24,0,2,0,6,3,129
0079002005,40,53,0,0,0,0,8,101
0079002000,94,18,1,0,0,5,9,127
,,,,,,,,
"Total Records: 14",,,,,,,,
"Census Tract: 7900",,,,,,,,
