"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0094001006,87,1,0,0,0,1,0,89
0094003002,56,5,0,3,0,5,0,69
0094003012,116,25,6,1,0,6,2,156
0094003013,62,0,0,0,0,0,0,62
0094001001,60,1,0,0,0,0,0,61
0094002002,45,0,2,0,0,0,0,47
0094002004,105,2,0,2,0,6,0,115
0094003003,102,10,0,0,0,4,4,120
0094003004,37,2,0,0,0,0,2,41
0094001000,86,4,0,2,0,2,0,94
0094002006,86,11,0,3,0,4,0,104
0094002007,52,4,0,0,0,0,0,56
0094003007,39,3,1,0,0,2,6,51
0094003009,81,0,0,0,0,0,1,82
0094003010,63,8,1,6,0,5,0,83
0094001002,60,15,1,1,0,7,6,90
0094001007,40,1,0,0,0,0,0,41
0094002001,87,16,1,0,0,7,11,122
0094003001,24,0,0,0,0,0,0,24
0094003006,69,8,0,0,0,5,6,88
0094001004,83,0,0,1,0,2,1,87
0094002003,102,6,2,6,1,17,0,134
0094003000,42,5,0,0,0,2,2,51
0094001003,67,21,1,0,0,0,0,89
0094001005,94,2,0,0,1,1,0,98
0094002000,85,5,1,0,0,0,0,91
0094002005,95,6,0,1,0,2,2,106
0094003005,50,0,2,0,0,4,0,56
0094003008,58,4,0,0,0,1,0,63
0094003011,106,10,1,0,0,1,1,119
,,,,,,,,
"Total Records: 31",,,,,,,,
"Census Tract: 9400",,,,,,,,
