"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0192003008,47,0,0,1,0,0,2,50
0192004004,0,0,0,0,0,0,0,0
0192001001,67,0,0,0,0,0,0,67
0192001010,55,0,0,0,0,3,0,58
0192002009,44,0,0,0,0,2,0,46
0192004002,0,0,0,0,0,0,0,0
0192001003,39,0,0,0,0,1,0,40
0192001004,33,0,0,0,0,0,0,33
0192001005,41,0,0,0,0,0,0,41
0192001007,83,1,0,0,0,2,9,95
0192002002,36,0,0,0,0,0,0,36
0192002005,64,0,0,0,0,0,0,64
0192003006,5,0,0,0,0,0,0,5
0192004001,101,1,0,0,0,2,2,106
0192003000,155,0,0,0,0,0,0,155
0192003002,53,0,0,0,0,0,0,53
0192004010,65,0,0,0,0,2,0,67
0192001000,15,0,0,0,0,3,0,18
0192001009,48,0,0,0,0,0,0,48
0192002006,93,0,0,0,0,0,0,93
0192003007,73,2,0,1,0,0,0,76
0192003009,68,0,0,0,0,0,0,68
0192003011,0,0,0,0,0,0,0,0
0192004000,78,12,0,0,0,4,5,99
0192001011,38,0,0,0,0,0,0,38
0192002004,43,0,0,0,0,4,0,47
0192002008,39,0,0,0,0,5,0,44
0192003003,27,0,2,0,0,0,0,29
0192004011,0,0,0,0,0,0,0,0
0192001006,62,0,0,0,0,0,0,62
0192001008,93,0,0,1,0,0,0,94
0192002010,13,0,0,0,0,0,0,13
0192003001,71,0,0,0,0,0,6,77
0192001012,45,0,0,2,0,0,0,47
0192002000,65,0,0,2,0,0,3,70
0192002007,253,14,4,4,0,4,4,283
0192003004,41,0,0,1,0,2,0,44
0192003010,47,0,0,0,0,0,0,47
0192001002,66,0,0,0,0,0,1,67
0192002001,67,0,0,0,0,0,0,67
0192002003,49,0,0,0,0,1,0,50
,,,,,,,,
"Total Records: 42",,,,,,,,
"Census Tract: 19200",,,,,,,,
