"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0125001007,0,0,0,0,0,0,0,0
0125001008,0,0,0,0,0,0,0,0
0125001022,0,0,0,0,0,0,0,0
0125001026,79,0,0,0,0,0,0,79
0125001028,0,0,0,0,0,0,0,0
0125002013,0,0,0,0,0,0,0,0
0125002015,117,16,0,1,0,8,0,142
0125001009,0,0,0,0,0,0,0,0
0125001012,0,0,0,0,0,0,0,0
0125001019,18,3,0,1,0,0,0,22
0125001024,55,1,0,0,0,0,0,56
0125001034,44,0,0,0,0,1,0,45
0125002014,2,0,0,0,0,0,0,2
0125002019,65,0,0,1,0,0,6,72
0125001000,0,0,0,0,0,0,0,0
0125001001,0,0,0,0,0,0,0,0
0125001002,0,0,0,0,0,0,0,0
0125002005,3,0,0,0,0,0,0,3
0125002012,96,2,0,0,0,0,0,98
0125001030,0,0,0,0,0,0,0,0
0125002004,0,0,0,0,0,0,0,0
0125002006,127,19,0,8,0,2,0,156
0125001010,0,0,0,0,0,0,0,0
0125001014,0,0,0,0,0,0,0,0
0125001025,53,0,0,0,0,0,1,54
0125002000,0,0,0,0,0,0,0,0
0125002018,71,3,0,1,0,7,3,85
0125001004,0,0,0,0,0,0,0,0
0125001013,0,0,0,0,0,0,0,0
0125001032,14,5,0,0,0,0,0,19
0125002001,211,5,0,4,1,2,3,226
0125002007,9,0,0,0,0,0,0,9
0125002008,6,0,0,0,0,0,0,6
0125002011,76,0,0,0,0,1,0,77
0125001005,0,0,0,0,0,0,0,0
0125001006,21,0,0,0,0,0,0,21
0125001015,0,0,0,0,0,0,0,0
0125001018,30,1,0,0,0,0,0,31
0125001027,0,0,0,0,0,0,0,0
0125001033,77,1,0,1,0,0,0,79
0125001039,0,0,0,0,0,0,0,0
0125002003,51,1,0,0,0,0,0,52
0125002009,67,1,0,3,0,0,1,72
0125002017,82,0,1,1,0,1,0,85
0130001004,0,0,0,0,0,0,0,0
0125001021,0,0,0,0,0,0,0,0
0125002010,78,3,0,0,0,2,0,83
0125002016,1,0,0,0,0,0,0,1
0125002020,69,0,0,0,0,1,0,70
,,,,,,,,
"Total Records: 50",,,,,,,,
"Census Tract: 12500",,,,,,,,
