"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0167001011,59,15,1,0,0,0,6,81
0167003002,99,20,0,21,0,21,210,371
0167001001,113,16,1,0,0,7,127,264
0167001010,34,11,0,0,0,4,9,58
0167003005,107,23,4,1,0,15,123,273
0167002004,0,0,0,0,0,0,0,0
0167002006,100,23,6,0,0,7,118,254
0167003003,2,1,0,2,0,1,18,24
0167001006,9,0,0,22,0,0,7,38
0167002005,90,9,8,0,0,13,111,231
0167001004,37,1,0,1,0,0,58,97
0167001005,9,0,0,0,0,5,10,24
0167002003,49,3,0,10,0,1,23,86
0167003001,97,22,9,0,0,19,64,211
0167001002,45,4,3,0,0,0,38,90
0167001003,43,2,0,1,0,8,94,148
0167002002,0,0,0,0,0,0,0,0
0167003000,80,10,6,0,0,11,84,191
0167001000,68,10,0,0,0,8,86,172
0167001007,21,6,10,6,0,2,35,80
0167001008,25,5,0,0,0,1,16,47
0167001012,33,5,2,6,0,18,43,107
0167003007,0,0,0,0,0,0,9,9
0167001009,1,4,0,0,0,0,0,5
0167002000,67,4,9,0,0,2,25,107
0167002001,86,12,7,0,0,0,32,137
0167003004,74,24,2,0,0,13,132,245
0167003006,28,5,3,0,0,1,21,58
,,,,,,,,
"Total Records: 29",,,,,,,,
"Census Tract: 16700",,,,,,,,
