"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0098001005,0,0,0,0,0,0,0,0
0098001000,4,51,0,0,0,0,0,55
0098001004,0,0,0,0,0,0,0,0
0098001010,2,127,0,0,1,0,0,130
0098001001,12,114,2,3,0,3,1,135
0098001006,1,85,1,19,0,0,0,106
0098001003,2,25,1,0,0,7,0,35
0098001011,4,48,0,72,0,5,0,129
0098001002,1,121,0,1,0,2,1,126
0098001009,7,78,0,31,0,0,0,116
0098001007,1,16,0,0,0,0,7,24
0098001008,2,83,0,18,0,0,1,104
,,,,,,,,
"Total Records: 13",,,,,,,,
"Census Tract: 9800",,,,,,,,
