"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0088001005,0,114,0,0,0,0,0,114
0088002004,0,65,0,0,0,0,2,67
0088002002,0,148,0,0,0,0,0,148
0088001001,2,160,0,0,0,2,0,164
0088001004,5,139,0,1,0,1,0,146
0088002000,0,85,0,0,0,0,0,85
0088002001,0,75,0,0,0,0,0,75
0088002006,0,21,0,0,0,0,0,21
0088002007,0,0,0,0,0,0,0,0
0088001002,5,158,0,0,0,3,0,166
0088002003,6,102,0,0,0,0,0,108
0088002005,0,23,0,0,0,0,0,23
0088001000,0,128,0,0,0,0,2,130
0088001003,4,109,0,0,0,0,0,113
,,,,,,,,
"Total Records: 15",,,,,,,,
"Census Tract: 8800",,,,,,,,
