"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0170001000,0,0,0,0,0,0,0,0
0170001001,61,13,3,17,0,19,29,142
0170003005,46,0,0,0,0,4,1,51
0170004001,103,2,4,9,0,7,41,166
0170001003,174,11,3,18,0,11,17,234
0170004000,84,9,9,1,0,20,16,139
0170005001,90,0,2,9,0,10,7,118
0170002003,24,0,0,12,0,0,7,43
0170002006,56,10,0,0,0,4,22,92
0170003002,69,0,12,15,0,5,47,148
0170001002,76,14,5,8,0,5,41,149
0170002005,71,19,0,0,0,9,17,116
0170003004,53,9,2,0,1,6,10,81
0170005002,94,0,1,0,0,18,20,133
0170005003,76,7,0,15,2,12,59,171
0170005004,114,0,4,17,0,1,21,157
0170001005,38,10,0,0,0,8,66,122
0170002007,139,16,4,3,0,17,51,230
0170003006,81,13,0,0,0,8,34,136
0170004004,105,5,4,0,0,9,33,156
0170004005,91,4,0,4,0,2,55,156
0170005000,65,4,5,4,0,7,59,144
0170002004,39,0,0,0,0,12,44,95
0170003007,115,9,5,4,0,10,50,193
0170004002,83,6,1,8,0,14,45,157
0170005006,276,5,2,15,0,8,37,343
0170001004,56,11,0,7,0,3,19,96
0170002001,65,12,4,0,0,10,35,126
0170002002,47,0,11,3,0,28,34,123
0170004003,97,0,1,8,0,2,43,151
0170004006,64,0,6,0,0,17,76,163
0170004007,71,3,3,8,0,15,45,145
0170005005,64,9,1,4,0,2,50,130
0170001006,73,17,10,0,0,2,66,168
0170002000,60,4,0,0,0,21,55,140
0170003000,24,3,7,6,0,0,20,60
0170003001,91,12,2,0,0,16,66,187
0170003003,2,0,0,0,0,0,0,2
,,,,,,,,
"Total Records: 39",,,,,,,,
"Census Tract: 17000",,,,,,,,
