"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0166001000,0,0,0,0,0,0,0,0
0166001009,59,8,9,0,0,11,47,134
0166002008,75,26,0,0,0,4,37,142
0166001004,0,0,0,0,0,0,0,0
0166001005,0,0,0,0,0,0,0,0
0166002004,0,0,0,0,0,0,0,0
0166002006,0,0,0,0,0,0,0,0
0166001001,0,0,0,0,0,0,0,0
0166001003,113,18,17,0,0,0,32,180
0166001007,0,0,0,0,0,0,0,0
0166001008,82,15,0,9,0,3,35,144
0166002005,0,0,0,0,0,0,0,0
0166002007,77,9,0,0,0,1,11,98
0166002000,55,20,0,0,0,2,12,89
0166002010,27,7,0,0,0,0,0,34
0166002011,82,17,0,0,0,6,78,183
0166002012,0,0,0,0,0,0,0,0
0166002014,1,0,0,1,0,0,0,2
0166001002,262,6,1,2,0,19,181,471
0166001006,0,0,0,0,0,0,0,0
0166002001,50,3,0,0,0,0,90,143
0166002002,96,27,0,0,0,18,53,194
0166002003,0,0,0,0,0,0,0,0
0166002009,72,20,0,0,0,15,66,173
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 16600",,,,,,,,
