"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0160001003,52,18,13,0,0,12,18,113
0160001006,74,5,1,10,0,5,29,124
0160002002,156,12,6,11,0,15,95,295
0160002003,109,26,6,12,0,21,138,312
0160002005,176,14,4,6,0,17,36,253
0160002006,49,8,8,0,0,0,9,74
0160001002,50,3,17,16,0,7,21,114
0160002000,146,15,16,24,0,29,61,291
0160002007,56,9,13,9,0,12,13,112
0160001007,43,0,3,1,0,0,8,55
0160001001,84,22,8,0,0,5,29,148
0160002001,128,0,4,17,0,6,91,246
0160002004,93,13,11,30,0,16,96,259
0160001000,95,32,15,22,0,17,98,279
0160001004,60,6,21,8,0,10,9,114
0160001005,60,20,6,0,0,3,17,106
0160002008,62,0,3,28,0,6,35,134
,,,,,,,,
"Total Records: 18",,,,,,,,
"Census Tract: 16000",,,,,,,,
