"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0012001001,0,0,0,0,0,0,0,0
0012001005,51,23,0,6,0,1,2,83
0012003006,10,40,0,32,0,0,0,82
0012001007,40,26,3,0,0,2,0,71
0012001010,12,97,0,10,0,15,1,135
0012001014,16,25,0,0,0,0,0,41
0012002003,24,125,0,6,0,0,1,156
0012003008,13,149,0,0,0,1,3,166
0012001009,27,38,0,0,0,3,0,68
0012002002,14,65,0,22,0,3,4,108
0012003007,9,152,0,0,0,0,1,162
0012001006,18,24,0,0,0,4,1,47
0012001011,20,73,0,0,0,0,0,93
0012001012,0,0,0,0,0,0,0,0
0012003000,6,181,1,0,0,3,0,191
0012003002,7,122,0,0,0,1,0,130
0012001004,0,0,0,0,0,0,0,0
0012001013,16,19,0,0,0,2,3,40
0012002000,4,154,0,49,0,5,0,212
0012002004,23,273,0,22,0,1,7,326
0012003001,9,166,1,1,0,0,0,177
0012003005,7,128,0,7,0,5,0,147
0012001000,0,0,0,0,0,0,0,0
0012001002,0,0,0,0,0,0,0,0
0012001003,0,0,0,0,0,0,0,0
0012001015,3,9,0,0,0,0,0,12
0012002005,29,101,1,95,0,11,0,237
0012003003,3,84,0,23,0,0,0,110
0012001008,36,43,3,0,0,0,0,82
0012002001,8,167,0,15,0,0,5,195
0012003004,2,95,0,22,0,3,0,122
,,,,,,,,
"Total Records: 32",,,,,,,,
"Census Tract: 1200",,,,,,,,
