"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0037001003,13,50,0,0,0,0,0,63
0037001009,10,86,0,0,0,0,0,96
0037002010,24,40,0,0,0,3,1,68
0037001002,19,67,2,0,0,0,0,88
0037001005,28,59,1,0,0,6,0,94
0037001012,25,63,0,10,0,3,0,101
0037002001,9,68,0,0,0,0,0,77
0037002005,38,33,0,0,0,4,0,75
0037001000,7,92,2,0,0,0,1,102
0037001011,14,80,2,9,0,0,0,105
0037001013,12,61,0,0,0,4,5,82
0037002003,36,110,0,4,0,2,0,152
0037002011,26,62,0,0,0,1,9,98
0037002012,24,67,1,0,0,7,1,100
0037001007,34,48,0,3,0,0,0,85
0037002000,28,76,0,0,0,0,5,109
0037002006,32,39,0,0,0,5,1,77
0037001004,35,77,0,0,0,5,0,117
0037001006,20,79,0,0,0,5,0,104
0037001010,0,0,0,0,0,0,0,0
0037001008,25,69,0,1,0,14,0,109
0037002002,38,45,2,0,0,0,0,85
0037002009,15,62,0,4,0,1,2,84
0037001001,13,103,0,8,0,2,0,126
0037002004,45,55,0,0,0,0,5,105
0037002007,16,59,3,0,0,0,0,78
0037002008,16,64,0,0,0,4,0,84
,,,,,,,,
"Total Records: 28",,,,,,,,
"Census Tract: 3700",,,,,,,,
