"Track Block",White,"Black or African American","American Indian and Ala Native",Asian,"Native Hawaiian/other Pac Isl","Multiple Race","Other Race",Total
0184001000,95,0,3,0,0,6,0,104
0184001010,111,0,0,2,0,10,8,131
0184002001,73,3,0,0,0,0,15,91
0184002007,0,0,0,0,0,0,0,0
0184002011,57,0,0,0,0,8,0,65
0179003007,93,0,8,0,0,7,5,113
0184001004,41,0,0,0,0,0,0,41
0184002003,3,0,0,2,0,0,0,5
0184002005,46,0,0,0,0,0,8,54
0184001006,0,0,0,0,0,0,0,0
0184002002,44,0,0,0,0,1,6,51
0184002006,69,0,0,0,0,0,0,69
0184002009,0,0,0,0,0,0,0,0
0184001001,97,1,2,0,0,1,7,108
0184001002,45,0,0,0,0,0,0,45
0184001008,0,0,0,0,0,0,0,0
0184001003,104,1,1,0,0,0,0,106
0184001007,0,0,0,0,0,0,0,0
0184002000,102,0,2,1,0,3,2,110
0184002004,46,3,0,0,0,0,9,58
0184002010,85,3,0,3,0,10,11,112
0184001005,25,0,0,0,0,0,5,30
0184001009,122,0,1,0,0,5,2,130
0184002008,78,0,1,2,0,0,0,81
,,,,,,,,
"Total Records: 25",,,,,,,,
"Census Tract: 18400",,,,,,,,
